time_s,time_us,time_steady,resets_count,reset_cause,active_oscillator,time_base,time_syncs_attempted,time_syncs_performed,last_time_sync_time_steady,last_time_sync_delta_s,last_time_sync_delta_us,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315967658,461000,2861111,1,2,1,1,2574,225,2860343,0,270,37,12,0,1980-01-06T03:47:38,1633359898.4415998,2021-10-04T18:04:58
315967671,284000,2874131,1,2,1,1,2586,225,2860343,0,270,153,12,0,1980-01-06T03:47:51,1633359911.721724,2021-10-04T18:05:11
315967685,320000,2888152,1,2,1,1,2599,226,2878067,0,260,23,12,0,1980-01-06T03:48:05,1633359924.921185,2021-10-04T18:05:24
315967698,374000,2901171,1,2,1,1,2610,227,2895842,0,264,141,12,0,1980-01-06T03:48:18,1633359938.161197,2021-10-04T18:05:38
315967711,428000,2914193,1,2,1,1,2622,228,2913659,0,264,1,12,0,1980-01-06T03:48:31,1633359951.420708,2021-10-04T18:05:51
315967725,232000,2928215,1,2,1,1,2635,228,2913659,0,264,127,12,0,1980-01-06T03:48:45,1633359966.959864,2021-10-04T18:06:06
315967740,256000,2943237,1,2,1,1,2648,229,2931426,0,268,25,12,0,1980-01-06T03:49:00,1633359980.219645,2021-10-04T18:06:20
315967753,316000,2956260,1,2,1,1,2660,230,2949197,0,270,210,12,0,1980-01-06T03:49:13,1633359993.549305,2021-10-04T18:06:33
315967766,373000,2969281,1,2,1,1,2672,231,2966933,0,274,148,12,0,1980-01-06T03:49:26,1633360006.878728,2021-10-04T18:06:46
315967779,192000,2982305,1,2,1,1,2683,231,2966933,0,274,84,12,0,1980-01-06T03:49:39,1633360019.5485408,2021-10-04T18:06:59
315967793,252000,2996329,1,2,1,1,2696,232,2985853,0,288,32,12,0,1980-01-06T03:49:53,1633360032.848693,2021-10-04T18:07:12
315967807,367000,3010355,1,2,1,1,2709,233,3003580,0,454,3,12,0,1980-01-06T03:50:07,1633360046.1184049,2021-10-04T18:07:26
315967820,425000,3023376,1,2,1,1,2720,234,3013554,0,276,163,12,0,1980-01-06T03:50:20,1633360059.337961,2021-10-04T18:07:39
315967834,467000,3037398,1,2,1,1,2733,235,3031271,0,278,42,12,0,1980-01-06T03:50:34,1633360074.759196,2021-10-04T18:07:54
315967847,508000,3050419,1,2,1,1,2745,236,3047929,0,265,161,12,0,1980-01-06T03:50:47,1633360088.0998209,2021-10-04T18:08:08
315967861,297000,3064439,1,2,1,1,2757,236,3047929,0,265,33,12,0,1980-01-06T03:51:01,1633360101.3178039,2021-10-04T18:08:21
315967874,334000,3077459,1,2,1,1,2769,237,3064608,0,270,151,12,0,1980-01-06T03:51:14,1633360114.6176488,2021-10-04T18:08:34
315967887,378000,3090481,1,2,1,1,2781,238,3081236,0,276,11,12,0,1980-01-06T03:51:27,1633360127.798624,2021-10-04T18:08:47
315967901,406000,3104503,1,2,1,1,2794,239,3097858,0,280,137,12,0,1980-01-06T03:51:41,1633360141.0971649,2021-10-04T18:09:01
315967915,424000,3118525,1,2,1,1,2806,240,3112234,0,268,7,12,0,1980-01-06T03:51:55,1633360154.3667128,2021-10-04T18:09:14
315967929,452000,3132547,1,2,1,1,2819,241,3128905,0,285,133,12,0,1980-01-06T03:52:09,1633360169.86724,2021-10-04T18:09:29
315967942,480000,3145566,1,2,1,1,2831,242,3144456,0,270,252,12,0,1980-01-06T03:52:22,1633360183.047392,2021-10-04T18:09:43
315967956,260000,3159588,1,2,1,1,2843,242,3144456,0,270,122,12,0,1980-01-06T03:52:36,1633360196.2562919,2021-10-04T18:09:56
315967969,290000,3172609,1,2,1,1,2855,243,3159951,0,268,103,12,0,1980-01-06T03:52:49,1633360209.4759848,2021-10-04T18:10:09
315967982,335000,3185630,1,2,1,1,2867,244,3176586,0,284,23,12,0,1980-01-06T03:53:02,1633360222.1458719,2021-10-04T18:10:22
315967996,344000,3199647,1,2,1,1,2879,245,3192155,0,269,235,12,0,1980-01-06T03:53:16,1633360235.405604,2021-10-04T18:10:35
315968010,410000,3213670,1,2,1,1,2892,246,3207656,0,360,168,12,0,1980-01-06T03:53:30,1633360249.1658518,2021-10-04T18:10:49
315968023,442000,3226689,1,2,1,1,2904,247,3221068,0,276,86,12,0,1980-01-06T03:53:43,1633360264.6061568,2021-10-04T18:11:04
315968036,465000,3239703,1,2,1,1,2915,248,3236633,0,276,24,12,0,1980-01-06T03:53:56,1633360277.875241,2021-10-04T18:11:17
315968051,467000,3254730,1,2,1,1,2929,249,3252133,0,279,217,12,0,1980-01-06T03:54:11,1633360291.165089,2021-10-04T18:11:31
315968064,497000,3267749,1,2,1,1,2941,250,3267627,0,282,86,12,0,1980-01-06T03:54:24,1633360304.544585,2021-10-04T18:11:44
315968077,281000,3280769,1,2,1,1,2952,250,3267627,0,282,205,12,0,1980-01-06T03:54:37,1633360317.1446838,2021-10-04T18:11:57
315968091,290000,3294791,1,2,1,1,2965,251,3283078,0,285,75,12,0,1980-01-06T03:54:51,1633360330.394793,2021-10-04T18:12:10
315968104,308000,3307810,1,2,1,1,2977,252,3297511,0,274,193,12,0,1980-01-06T03:55:04,1633360344.344276,2021-10-04T18:12:24
315968118,414000,3321830,1,2,1,1,2989,253,3310787,0,381,63,12,0,1980-01-06T03:55:18,1633360356.9944088,2021-10-04T18:12:36
315968132,426000,3335852,1,2,1,1,3002,254,3326362,0,292,189,12,0,1980-01-06T03:55:32,1633360373.0861368,2021-10-04T18:12:53
315968144,462000,3347871,1,2,1,1,3013,255,3340833,0,279,41,12,0,1980-01-06T03:55:44,1633360385.7039728,2021-10-04T18:13:05
315968158,457000,3361892,1,2,1,1,3025,256,3355252,0,276,169,12,0,1980-01-06T03:55:58,1633360400.923804,2021-10-04T18:13:20
315968173,439000,3376916,1,2,1,1,3039,257,3369714,0,278,68,12,0,1980-01-06T03:56:13,1633360413.5433679,2021-10-04T18:13:33
315968188,422000,3391941,1,2,1,1,3052,258,3384266,0,281,68,12,0,1980-01-06T03:56:28,1633360427.413153,2021-10-04T18:13:47
315968201,442000,3404965,1,2,1,1,3064,259,3398769,0,282,15,12,0,1980-01-06T03:56:41,1633360440.573045,2021-10-04T18:14:00
315968215,440000,3418989,1,2,1,1,3077,260,3413213,0,283,195,12,0,1980-01-06T03:56:55,1633360453.843149,2021-10-04T18:14:13
315968228,518000,3432073,1,2,1,1,3089,261,3427641,0,288,176,12,0,1980-01-06T03:57:08,1633360469.223908,2021-10-04T18:14:29
315968242,513000,3446092,1,2,1,1,3101,262,3442066,0,290,113,12,0,1980-01-06T03:57:22,1633360482.505029,2021-10-04T18:14:42
315968256,507000,3460112,1,2,1,1,3114,263,3456445,0,292,239,12,0,1980-01-06T03:57:36,1633360495.7339249,2021-10-04T18:14:55
315968268,542000,3472131,1,2,1,1,3125,264,3470835,0,299,91,12,0,1980-01-06T03:57:48,1633360508.892129,2021-10-04T18:15:08
315968282,519000,3486151,1,2,1,1,3137,265,3484201,0,281,217,12,0,1980-01-06T03:58:02,1633360522.101917,2021-10-04T18:15:22
315968296,498000,3500173,1,2,1,1,3150,266,3497510,0,283,87,12,0,1980-01-06T03:58:16,1633360535.402144,2021-10-04T18:15:35
315968310,613000,3514194,1,2,1,1,3162,267,3506429,0,423,213,12,0,1980-01-06T03:58:30,1633360548.601605,2021-10-04T18:15:48
315968323,613000,3527216,1,2,1,1,3174,268,3519819,0,288,73,12,0,1980-01-06T03:58:43,1633360564.032224,2021-10-04T18:16:04
315968336,613000,3540236,1,2,1,1,3186,269,3533068,0,288,209,12,0,1980-01-06T03:58:56,1633360577.271549,2021-10-04T18:16:17
315968350,590000,3554258,1,2,1,1,3199,270,3546412,0,286,120,12,0,1980-01-06T03:59:10,1633360590.5016809,2021-10-04T18:16:30
315968364,570000,3568282,1,2,1,1,3211,271,3559700,0,290,63,12,0,1980-01-06T03:59:24,1633360603.730957,2021-10-04T18:16:43
315968377,568000,3581306,1,2,1,1,3223,272,3572930,0,291,22,12,0,1980-01-06T03:59:37,1633360617.011432,2021-10-04T18:16:57
315968391,548000,3595330,1,2,1,1,3236,273,3586298,0,297,240,12,0,1980-01-06T03:59:51,1633360630.2520719,2021-10-04T18:17:10
315968404,873000,3608351,1,2,1,1,3247,275,3607459,0,371,158,12,0,1980-01-06T04:00:04,1633360643.571353,2021-10-04T18:17:23
315968417,874000,3621373,1,2,1,1,3259,276,3620786,0,302,58,12,0,1980-01-06T04:00:17,1633360656.24072,2021-10-04T18:17:36
315968431,853000,3635395,1,2,1,1,3272,277,3634077,0,303,197,12,0,1980-01-06T04:00:31,1633360672.1501038,2021-10-04T18:17:52
315968444,851000,3648414,1,2,1,1,3283,278,3647410,0,309,67,12,0,1980-01-06T04:00:44,1633360684.750388,2021-10-04T18:18:04
315968458,810000,3662436,1,2,1,1,3296,279,3659737,0,292,193,12,0,1980-01-06T04:00:58,1633360698.5901558,2021-10-04T18:18:18
315968471,788000,3675456,1,2,1,1,3308,280,3671923,0,289,53,12,0,1980-01-06T04:01:11,1633360711.240061,2021-10-04T18:18:31
315968485,740000,3689476,1,2,1,1,3320,281,3684145,0,291,179,12,0,1980-01-06T04:01:25,1633360724.489524,2021-10-04T18:18:44
315968499,696000,3703497,1,2,1,1,3333,282,3696462,0,296,49,12,0,1980-01-06T04:01:39,1633360737.779348,2021-10-04T18:18:57
315968512,819000,3716516,1,2,1,1,3345,283,3708667,0,444,167,12,0,1980-01-06T04:01:52,1633360750.929476,2021-10-04T18:19:10
315968526,775000,3730538,1,2,1,1,3357,284,3720814,0,296,37,12,0,1980-01-06T04:02:06,1633360766.2999358,2021-10-04T18:19:26
315968538,774000,3742558,1,2,1,1,3368,285,3733067,0,298,149,12,0,1980-01-06T04:02:18,1633360779.468776,2021-10-04T18:19:39
315968553,961000,3757583,1,2,1,1,3382,287,3757417,0,289,43,12,0,1980-01-06T04:02:33,1633360792.718605,2021-10-04T18:19:52
315968566,699000,3770600,1,2,1,1,3393,287,3757417,0,289,229,12,0,1980-01-06T04:02:46,1633360805.918769,2021-10-04T18:20:05
315968580,937000,3784620,1,2,1,1,3406,289,3784065,0,293,168,12,0,1980-01-06T04:03:00,1633360819.1382608,2021-10-04T18:20:19
315968593,935000,3797636,1,2,1,1,3418,290,3797399,0,285,147,12,0,1980-01-06T04:03:13,1633360832.368593,2021-10-04T18:20:32
315968607,930000,3811660,1,2,1,1,3430,291,3809653,0,284,111,12,0,1980-01-06T04:03:27,1633360845.568413,2021-10-04T18:20:45
315968619,720000,3823681,1,2,1,1,3441,291,3809653,0,284,24,12,0,1980-01-06T04:03:39,1633360861.088536,2021-10-04T18:21:01
315968634,946000,3838701,1,2,1,1,3455,293,3838455,0,279,226,12,0,1980-01-06T04:03:54,1633360874.397656,2021-10-04T18:21:14
315968648,712000,3852723,1,2,1,1,3467,293,3838455,0,279,117,12,0,1980-01-06T04:04:08,1633360887.737977,2021-10-04T18:21:27
315968661,751000,3865745,1,2,1,1,3479,294,3853907,0,288,240,12,0,1980-01-06T04:04:21,1633360901.0171728,2021-10-04T18:21:41
315968674,787000,3878763,1,2,1,1,3491,295,3869421,0,280,108,12,0,1980-01-06T04:04:34,1633360914.317296,2021-10-04T18:21:54
315968688,805000,3892785,1,2,1,1,3504,296,3884948,0,270,234,12,0,1980-01-06T04:04:48,1633360927.679265,2021-10-04T18:22:07
315968701,858000,3905807,1,2,1,1,3515,297,3901663,0,279,94,12,0,1980-01-06T04:05:01,1633360941.016865,2021-10-04T18:22:21
315968715,891000,3919827,1,2,1,1,3528,298,3918470,0,266,220,12,0,1980-01-06T04:05:15,1633360956.567317,2021-10-04T18:22:36
315968729,699000,3933849,1,2,1,1,3540,298,3918470,0,266,90,12,0,1980-01-06T04:05:29,1633360969.327553,2021-10-04T18:22:49
315968742,775000,3946869,1,2,1,1,3552,299,3937451,0,279,208,12,0,1980-01-06T04:05:42,1633360982.6064448,2021-10-04T18:23:02
315968756,832000,3960891,1,2,1,1,3565,300,3956262,0,263,78,12,0,1980-01-06T04:05:56,1633360995.986085,2021-10-04T18:23:15
315968770,660000,3974912,1,2,1,1,3577,300,3956262,0,263,204,12,0,1980-01-06T04:06:10,1633361009.405961,2021-10-04T18:23:29
315968783,743000,3987934,1,2,1,1,3589,301,3976144,0,259,68,12,0,1980-01-06T04:06:23,1633361022.7068279,2021-10-04T18:23:42
315968797,821000,4001958,1,2,1,1,3602,302,3997148,0,249,35,12,0,1980-01-06T04:06:37,1633361036.0460289,2021-10-04T18:23:56
315968812,938000,4016982,1,2,1,1,3615,303,4011490,0,288,252,12,0,1980-01-06T04:06:52,1633361052.1268039,2021-10-04T18:24:12
315968824,888000,4029066,1,2,1,1,3626,303,4011490,0,288,134,12,0,1980-01-06T04:07:04,1633361064.936369,2021-10-04T18:24:24
315968838,990000,4043089,1,2,1,1,3639,304,4036967,0,246,44,12,0,1980-01-06T04:07:18,1633361078.3062088,2021-10-04T18:24:38
315968852,871000,4057110,1,2,1,1,3652,304,4036967,0,246,179,12,0,1980-01-06T04:07:32,1633361091.7756839,2021-10-04T18:24:51
315968865,982000,4070131,1,2,1,1,3664,305,4064594,0,238,39,12,0,1980-01-06T04:07:45,1633361105.1149929,2021-10-04T18:25:05
315968878,877000,4083150,1,2,1,1,3675,305,4064594,0,238,157,12,0,1980-01-06T04:07:58,1633361118.485961,2021-10-04T18:25:18
315968892,992000,4097172,1,2,1,1,3688,306,4094757,0,235,27,12,0,1980-01-06T04:08:12,1633361131.8851008,2021-10-04T18:25:31
315968906,892000,4111194,1,2,1,1,3700,306,4094757,0,235,153,12,0,1980-01-06T04:08:26,1633361145.3149729,2021-10-04T18:25:45
315968920,796000,4125214,1,2,1,1,3713,306,4094757,0,235,23,12,0,1980-01-06T04:08:40,1633361160.896384,2021-10-04T18:26:00
315968934,925000,4139236,1,2,1,1,3726,307,4137925,0,231,149,12,0,1980-01-06T04:08:54,1633361174.225457,2021-10-04T18:26:14
315968947,846000,4152258,1,2,1,1,3737,307,4137925,0,231,10,12,0,1980-01-06T04:09:07,1633361187.64644,2021-10-04T18:26:27
315968960,769000,4165278,1,2,1,1,3749,307,4137925,0,231,158,12,0,1980-01-06T04:09:20,1633361201.014744,2021-10-04T18:26:41
315968974,901000,4179303,1,2,1,1,3762,308,4177694,0,225,124,12,0,1980-01-06T04:09:34,1633361213.8044689,2021-10-04T18:26:53
315968989,823000,4194328,1,2,1,1,3776,308,4177694,0,225,62,12,0,1980-01-06T04:09:49,1633361227.794152,2021-10-04T18:27:07
315969002,759000,4207349,1,2,1,1,3787,308,4177694,0,225,252,12,0,1980-01-06T04:10:02,1633361241.1243079,2021-10-04T18:27:21
315969016,699000,4221372,1,2,1,1,3800,308,4177694,0,225,158,12,0,1980-01-06T04:10:16,1633361256.665956,2021-10-04T18:27:36
315964805,490000,8075,1,2,1,1,2,1,6524,315964797,710000,104,12,0,1980-01-06T03:00:05,1633362583.994081,2021-10-04T18:49:43
315964828,323000,31122,1,2,1,1,23,3,26427,0,385,90,12,0,1980-01-06T03:00:28,1633362605.6211889,2021-10-04T18:50:05
315964856,281000,59164,1,2,1,1,48,6,52991,0,388,86,12,0,1980-01-06T03:00:56,1633362635.7323608,2021-10-04T18:50:35
315964869,453000,72190,1,2,1,1,60,8,70721,0,388,204,12,0,1980-01-06T03:01:09,1633362648.140492,2021-10-04T18:50:48
315964882,311000,85209,1,2,1,1,72,9,79582,0,389,64,12,0,1980-01-06T03:01:22,1633362661.15058,2021-10-04T18:51:01
315964894,208000,97233,1,2,1,1,82,10,88413,0,386,172,12,0,1980-01-06T03:01:34,1633362673.490716,2021-10-04T18:51:13
315964908,331000,111247,1,2,1,1,95,12,106075,0,388,42,12,0,1980-01-06T03:01:48,1633362686.5613,2021-10-04T18:51:26
315964921,491000,124259,1,2,1,1,107,14,123903,0,392,160,12,0,1980-01-06T03:02:01,1633362700.1502678,2021-10-04T18:51:40
315964936,276000,139279,1,2,1,1,120,15,132743,0,391,38,12,0,1980-01-06T03:02:16,1633362715.910296,2021-10-04T18:51:55
315964949,442000,152294,1,2,1,1,132,17,150535,0,396,159,12,0,1980-01-06T03:02:29,1633362728.869817,2021-10-04T18:52:08
315964963,275000,166326,1,2,1,1,145,18,159439,0,396,60,12,0,1980-01-06T03:02:43,1633362741.830873,2021-10-04T18:52:21
315964977,408000,180346,1,2,1,1,157,20,177161,0,394,9,12,0,1980-01-06T03:02:57,1633362755.4198039,2021-10-04T18:52:35
315964990,264000,193365,1,2,1,1,169,21,186065,0,399,174,12,0,1980-01-06T03:03:10,1633362768.979488,2021-10-04T18:52:48
315965022,380000,223407,1,2,1,1,196,25,218140,0,403,96,12,0,1980-01-06T03:03:42,1633362799.659261,2021-10-04T18:53:19
315965036,449000,237437,1,2,1,1,209,27,233643,0,366,29,12,0,1980-01-06T03:03:56,1633362813.198973,2021-10-04T18:53:33
315965052,443000,253466,1,2,1,1,223,29,249161,0,367,232,12,0,1980-01-06T03:04:12,1633362828.2590039,2021-10-04T18:53:48
315965065,540000,266486,1,2,1,1,235,31,264715,0,370,125,12,0,1980-01-06T03:04:25,1633362841.148829,2021-10-04T18:54:01
315965083,449000,284508,1,2,1,1,251,33,280252,0,371,44,12,0,1980-01-06T03:04:43,1633362860.838865,2021-10-04T18:54:20
315965099,439000,300531,1,2,1,1,266,35,295928,0,379,190,12,0,1980-01-06T03:04:59,1633362876.4093409,2021-10-04T18:54:36
315965113,688000,314559,1,2,1,1,278,37,311544,0,380,60,12,0,1980-01-06T03:05:13,1633362889.4480128,2021-10-04T18:54:49
315965142,792000,343615,1,2,1,1,304,41,342585,0,377,66,12,0,1980-01-06T03:05:42,1633362920.6676478,2021-10-04T18:55:20
315965173,812000,374667,1,2,1,1,332,45,373609,0,378,88,12,0,1980-01-06T03:06:13,1633362949.286624,2021-10-04T18:55:49
315965252,864000,453817,1,2,1,1,404,55,451151,0,382,23,12,0,1980-01-06T03:07:32,1633363028.1152399,2021-10-04T18:57:08
315965327,760000,528976,1,2,1,1,472,64,523114,0,383,214,12,0,1980-01-06T03:08:47,1633363107.593952,2021-10-04T18:58:27
315965344,791000,546080,1,2,1,1,487,66,538688,0,384,223,12,0,1980-01-06T03:09:04,1633363122.533829,2021-10-04T18:58:42
315965361,92000,562117,1,2,1,1,502,69,561934,0,384,115,12,0,1980-01-06T03:09:21,1633363140.0339968,2021-10-04T18:59:00
315965379,18000,580153,1,2,1,1,518,71,577454,0,384,99,12,0,1980-01-06T03:09:39,1633363155.0129719,2021-10-04T18:59:15
315965392,139000,593185,1,2,1,1,530,73,593064,0,403,248,12,0,1980-01-06T03:09:52,1633363167.9524279,2021-10-04T18:59:27
315965408,123000,609212,1,2,1,1,544,75,608587,0,371,171,12,0,1980-01-06T03:10:08,1633363187.5520718,2021-10-04T18:59:47
315965424,113000,625236,1,2,1,1,559,77,624100,0,384,91,12,0,1980-01-06T03:10:24,1633363200.5419998,2021-10-04T19:00:00
315965440,117000,641271,1,2,1,1,573,79,639599,0,385,237,12,0,1980-01-06T03:10:40,1633363218.88194,2021-10-04T19:00:18
315965458,174000,659310,1,2,1,1,589,81,657283,0,469,145,12,0,1980-01-06T03:10:58,1633363235.871796,2021-10-04T19:00:35
315965494,26000,695382,1,2,1,1,622,85,689463,0,388,217,12,0,1980-01-06T03:11:34,1633363273.1708848,2021-10-04T19:01:13
315965512,291000,713417,1,2,1,1,638,88,712720,0,402,123,12,0,1980-01-06T03:11:52,1633363290.1620889,2021-10-04T19:01:30
315965530,215000,731453,1,2,1,1,654,90,728196,0,387,29,12,0,1980-01-06T03:12:10,1633363307.690724,2021-10-04T19:01:47
315965550,366000,751493,1,2,1,1,673,93,751393,0,387,209,12,0,1980-01-06T03:12:30,1633363329.3916879,2021-10-04T19:02:09
315965565,92000,766530,1,2,1,1,686,94,759156,0,388,89,12,0,1980-01-06T03:12:45,1633363344.9899929,2021-10-04T19:02:24
315965583,338000,784566,1,2,1,1,702,97,782381,0,386,251,12,0,1980-01-06T03:13:03,1633363361.950312,2021-10-04T19:02:41
