time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965009,209512,209506,nan,nan,29,10,1,1980-01-06T03:03:29,1633357252.154973,2021-10-04T17:20:52
315965016,549302,216846,0.0054931640625,7.728000164031982,97,10,1,1980-01-06T03:03:36,1633357258.355156,2021-10-04T17:20:58
315965022,309289,222606,0.0054931640625,7.723999977111816,149,10,1,1980-01-06T03:03:42,1633357265.114928,2021-10-04T17:21:05
315965029,677261,229974,0.0054931640625,7.728000164031982,211,10,1,1980-01-06T03:03:49,1633357271.9153929,2021-10-04T17:21:11
315965037,6528,237303,0.00457763671875,7.791999816894531,17,10,1,1980-01-06T03:03:57,1633357280.765025,2021-10-04T17:21:20
315965050,206666,250503,nan,nan,131,10,1,1980-01-06T03:04:10,1633357294.454993,2021-10-04T17:21:34
315965057,547258,257843,0.0054931640625,7.723999977111816,199,10,1,1980-01-06T03:04:17,1633357300.618144,2021-10-04T17:21:40
315965064,898592,265195,nan,nan,5,10,1,1980-01-06T03:04:24,1633357307.4351358,2021-10-04T17:21:47
315965070,739317,271036,0.0054931640625,7.71999979019165,57,10,1,1980-01-06T03:04:30,1633357313.6252809,2021-10-04T17:21:53
315965078,116529,278413,0.0054931640625,7.71999979019165,119,10,1,1980-01-06T03:04:38,1633357320.435277,2021-10-04T17:22:00
315965084,78806,284375,0.00457763671875,7.71999979019165,171,10,1,1980-01-06T03:04:44,1633357327.1770358,2021-10-04T17:22:07
315965091,418863,291715,0.00457763671875,7.760000228881836,233,10,1,1980-01-06T03:04:51,1633357333.9769568,2021-10-04T17:22:13
315965098,801300,299056,0.00457763671875,7.699999809265137,45,10,1,1980-01-06T03:04:58,1633357340.185441,2021-10-04T17:22:20
315965106,49604,306304,0.00457763671875,7.783999919891357,107,10,1,1980-01-06T03:05:06,1633357349.0060918,2021-10-04T17:22:29
315965111,798683,312053,0.00457763671875,7.783999919891357,159,10,1,1980-01-06T03:05:11,1633357355.245705,2021-10-04T17:22:35
315965119,191667,319446,nan,nan,221,10,1,1980-01-06T03:05:19,1633357361.9861288,2021-10-04T17:22:41
315965125,92199,325346,0.00457763671875,7.791999816894531,17,10,1,1980-01-06T03:05:25,1633357368.765668,2021-10-04T17:22:48
315965132,460914,332715,0.00457763671875,7.78000020980835,79,10,1,1980-01-06T03:05:32,1633357376.175773,2021-10-04T17:22:56
315965139,709332,339964,0.00457763671875,7.671999931335449,147,10,1,1980-01-06T03:05:39,1633357381.8073719,2021-10-04T17:23:01
315965146,978677,347233,nan,nan,209,10,1,1980-01-06T03:05:46,1633357389.125792,2021-10-04T17:23:09
315965152,821505,353076,0.00457763671875,7.783999919891357,5,10,1,1980-01-06T03:05:52,1633357395.336165,2021-10-04T17:23:15
