time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965011,537870,211977,11.9375,50,10,2,1980-01-06T03:03:31,1633357253.335481,2021-10-04T17:20:53
315965018,626801,219076,11.875,112,10,2,1980-01-06T03:03:38,1633357259.54582,2021-10-04T17:20:59
315965025,629422,226162,11.6875,174,10,2,1980-01-06T03:03:45,1633357268.37514,2021-10-04T17:21:08
315965032,633188,233074,11.5,232,10,2,1980-01-06T03:03:52,1633357275.176781,2021-10-04T17:21:15
315965039,656839,240113,11.25,38,10,2,1980-01-06T03:03:59,1633357281.966209,2021-10-04T17:21:21
315965045,678815,246116,11.125,90,10,2,1980-01-06T03:04:05,1633357288.205232,2021-10-04T17:21:28
315965053,676825,254134,10.875,162,10,2,1980-01-06T03:04:13,1633357295.625553,2021-10-04T17:21:35
315965059,729526,260254,10.6875,214,10,2,1980-01-06T03:04:19,1633357301.8157399,2021-10-04T17:21:41
315965065,736797,266181,10.5,10,10,2,1980-01-06T03:04:25,1633357308.616652,2021-10-04T17:21:48
315965072,748488,273251,10.25,72,10,2,1980-01-06T03:04:32,1633357314.816664,2021-10-04T17:21:54
315965079,746828,280184,10.0,130,10,2,1980-01-06T03:04:39,1633357321.615401,2021-10-04T17:22:01
315965086,746779,287184,9.6875,192,10,2,1980-01-06T03:04:46,1633357327.765612,2021-10-04T17:22:07
315965093,759837,294209,9.5,254,10,2,1980-01-06T03:04:53,1633357336.6255288,2021-10-04T17:22:16
315965100,798794,301265,9.25,60,10,2,1980-01-06T03:05:00,1633357343.3956568,2021-10-04T17:22:23
315965107,811977,308236,9.0,122,10,2,1980-01-06T03:05:07,1633357350.2056758,2021-10-04T17:22:30
315965113,900962,314300,8.6875,174,10,2,1980-01-06T03:05:13,1633357356.405601,2021-10-04T17:22:36
315965121,898800,322301,8.375,242,10,2,1980-01-06T03:05:21,1633357363.746093,2021-10-04T17:22:43
315965127,908803,328374,8.125,38,10,2,1980-01-06T03:05:27,1633357369.9656448,2021-10-04T17:22:49
315965134,901704,335303,7.875,100,10,2,1980-01-06T03:05:34,1633357376.756036,2021-10-04T17:22:56
315965140,928810,341398,7.4375,152,10,2,1980-01-06T03:05:40,1633357382.9665608,2021-10-04T17:23:02
315965147,961411,348373,7.125,214,10,2,1980-01-06T03:05:47,1633357389.736193,2021-10-04T17:23:09
315965169,141722,369542,6.125,140,10,2,1980-01-06T03:06:09,1633357411.6463048,2021-10-04T17:23:31
315965176,131848,376543,5.75,202,10,2,1980-01-06T03:06:16,1633357418.516425,2021-10-04T17:23:38
315965182,211532,382604,5.4375,254,10,2,1980-01-06T03:06:22,1633357424.7462769,2021-10-04T17:23:44
315965189,231436,389637,5.125,60,10,2,1980-01-06T03:06:29,1633357431.476565,2021-10-04T17:23:51
315965195,228955,395624,4.875,112,10,2,1980-01-06T03:06:35,1633357438.276541,2021-10-04T17:23:58
315965203,339732,403626,4.5625,184,10,2,1980-01-06T03:06:43,1633357445.09658,2021-10-04T17:24:05
315965210,359891,410634,4.25,242,10,2,1980-01-06T03:06:50,1633357451.9262118,2021-10-04T17:24:11
315965224,392369,424749,3.5,110,10,2,1980-01-06T03:07:04,1633357466.966301,2021-10-04T17:24:26
315965231,399761,431681,3.375,172,10,2,1980-01-06T03:07:11,1633357473.778805,2021-10-04T17:24:33
315965237,439646,437792,3.0625,224,10,2,1980-01-06T03:07:17,1633357479.9963279,2021-10-04T17:24:39
315965244,432066,444705,2.8125,30,10,2,1980-01-06T03:07:24,1633357486.8562279,2021-10-04T17:24:46
315965250,439642,450711,2.5,82,10,2,1980-01-06T03:07:30,1633357493.6366649,2021-10-04T17:24:53
315965258,489631,458846,2.0,150,10,2,1980-01-06T03:07:38,1633357500.498836,2021-10-04T17:25:00
315965264,532472,464816,1.875,202,10,2,1980-01-06T03:07:44,1633357506.71748,2021-10-04T17:25:06
315965271,569734,471920,1.875,8,10,2,1980-01-06T03:07:51,1633357513.538404,2021-10-04T17:25:13
315965278,622386,478914,1.875,70,10,2,1980-01-06T03:07:58,1633357519.706425,2021-10-04T17:25:19
315965285,622948,485914,2.0,132,10,2,1980-01-06T03:08:05,1633357529.1068928,2021-10-04T17:25:29
315965299,675881,499988,2.125,252,10,2,1980-01-06T03:08:19,1633357542.2165198,2021-10-04T17:25:42
315965306,698928,506938,2.0625,58,10,2,1980-01-06T03:08:26,1633357548.996981,2021-10-04T17:25:48
315965313,705501,513952,2.0625,120,10,2,1980-01-06T03:08:33,1633357555.8473969,2021-10-04T17:25:55
315965319,728283,519977,2.0625,172,10,2,1980-01-06T03:08:39,1633357562.6465929,2021-10-04T17:26:02
315965326,755938,527014,2.0,234,10,2,1980-01-06T03:08:46,1633357568.866744,2021-10-04T17:26:08
315965332,775827,533015,2.0,30,10,2,1980-01-06T03:08:52,1633357575.6469438,2021-10-04T17:26:15
315965340,776335,541017,1.9375,98,10,2,1980-01-06T03:09:00,1633357582.486552,2021-10-04T17:26:22
315965347,775601,548026,1.8125,160,10,2,1980-01-06T03:09:07,1633357588.766516,2021-10-04T17:26:28
315965360,858404,561113,1.8125,18,10,2,1980-01-06T03:09:20,1633357603.906821,2021-10-04T17:26:43
315965368,858427,569185,1.6875,86,10,2,1980-01-06T03:09:28,1633357611.316936,2021-10-04T17:26:51
315965374,945514,575183,1.625,138,10,2,1980-01-06T03:09:34,1633357617.57828,2021-10-04T17:26:57
315965382,7818,582263,1.625,200,10,2,1980-01-06T03:09:42,1633357624.4073758,2021-10-04T17:27:04
315965388,935593,589175,1.5,6,10,2,1980-01-06T03:09:48,1633357631.216616,2021-10-04T17:27:11
315965396,935593,597175,1.5,74,10,2,1980-01-06T03:09:56,1633357638.027021,2021-10-04T17:27:18
315965404,167527,604175,1.375,136,10,2,1980-01-06T03:10:04,1633357644.907044,2021-10-04T17:27:24
315965410,217508,610243,1.3125,188,10,2,1980-01-06T03:10:10,1633357653.816648,2021-10-04T17:27:33
315965424,280147,624304,1.0625,56,10,2,1980-01-06T03:10:24,1633357666.8267329,2021-10-04T17:27:46
315965430,309824,630310,0.9375,108,10,2,1980-01-06T03:10:30,1633357673.087072,2021-10-04T17:27:53
315965437,327403,637335,0.8125,170,10,2,1980-01-06T03:10:37,1633357679.837061,2021-10-04T17:27:59
315965444,397425,644476,0.75,232,10,2,1980-01-06T03:10:44,1633357686.61686,2021-10-04T17:28:06
315965451,407427,651448,0.625,38,10,2,1980-01-06T03:10:51,1633357693.43712,2021-10-04T17:28:13
315965458,417436,658443,0.4375,96,10,2,1980-01-06T03:10:58,1633357699.6666288,2021-10-04T17:28:19
315965465,400154,665399,0.25,158,10,2,1980-01-06T03:11:05,1633357706.4767199,2021-10-04T17:28:26
315965471,397418,671423,0.125,210,10,2,1980-01-06T03:11:11,1633357712.686956,2021-10-04T17:28:32
315965478,460356,678483,-0.0625,16,10,2,1980-01-06T03:11:18,1633357719.5169969,2021-10-04T17:28:39
315965492,478462,692497,-0.3125,140,10,2,1980-01-06T03:11:32,1633357735.2071118,2021-10-04T17:28:55
315965498,477407,698570,-0.4375,192,10,2,1980-01-06T03:11:38,1633357741.9769008,2021-10-04T17:29:01
315965506,587743,706587,-0.625,4,10,2,1980-01-06T03:11:46,1633357748.2868009,2021-10-04T17:29:08
315965513,637743,713554,-0.75,66,10,2,1980-01-06T03:11:53,1633357755.056813,2021-10-04T17:29:15
315965520,597912,720526,-0.875,128,10,2,1980-01-06T03:12:00,1633357761.907189,2021-10-04T17:29:21
315965526,597930,726592,-1.0,180,10,2,1980-01-06T03:12:06,1633357768.129024,2021-10-04T17:29:28
315965533,605015,733532,-1.125,242,10,2,1980-01-06T03:12:13,1633357774.9479718,2021-10-04T17:29:34
315965539,605129,739594,-1.3125,38,10,2,1980-01-06T03:12:19,1633357781.866808,2021-10-04T17:29:41
315965547,677741,747605,-1.5625,106,10,2,1980-01-06T03:12:27,1633357790.7674599,2021-10-04T17:29:50
315965554,685008,754610,-1.8125,168,10,2,1980-01-06T03:12:34,1633357797.0469449,2021-10-04T17:29:57
