time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965010,516819,210968,16.3125,38,10,0,1980-01-06T03:03:30,1633357252.744736,2021-10-04T17:20:52
315965017,629437,218083,15.9375,100,10,0,1980-01-06T03:03:37,1633357258.9448,2021-10-04T17:20:58
315965024,636811,225082,15.125,162,10,0,1980-01-06T03:03:44,1633357265.7254598,2021-10-04T17:21:05
315965031,619616,232073,14.4375,224,10,0,1980-01-06T03:03:51,1633357274.595033,2021-10-04T17:21:14
315965038,656795,239189,14.0,26,10,0,1980-01-06T03:03:58,1633357281.375525,2021-10-04T17:21:21
315965044,669712,245140,13.8125,82,10,0,1980-01-06T03:04:04,1633357287.6050198,2021-10-04T17:21:27
315965051,666819,252182,13.3125,140,10,0,1980-01-06T03:04:11,1633357294.454993,2021-10-04T17:21:34
315965058,722789,259171,13.0,202,10,0,1980-01-06T03:04:18,1633357301.23526,2021-10-04T17:21:41
315965065,736797,266181,12.5,8,10,0,1980-01-06T03:04:25,1633357308.0351489,2021-10-04T17:21:48
315965071,726812,272171,12.125,60,10,0,1980-01-06T03:04:31,1633357314.2354,2021-10-04T17:21:54
315965079,746828,280183,11.6875,128,10,0,1980-01-06T03:04:39,1633357321.035861,2021-10-04T17:22:01
315965085,746779,286183,11.4375,180,10,0,1980-01-06T03:04:45,1633357327.765612,2021-10-04T17:22:07
315965092,766789,293216,11.125,242,10,0,1980-01-06T03:04:52,1633357336.6255288,2021-10-04T17:22:16
315965099,818684,300234,10.875,48,10,0,1980-01-06T03:04:59,1633357342.8054118,2021-10-04T17:22:22
315965106,811816,307223,10.625,110,10,0,1980-01-06T03:05:06,1633357349.6159408,2021-10-04T17:22:29
315965112,821470,313222,10.1875,162,10,0,1980-01-06T03:05:12,1633357355.825616,2021-10-04T17:22:35
315965120,838701,321241,9.8125,230,10,0,1980-01-06T03:05:20,1633357363.165616,2021-10-04T17:22:43
315965126,898832,327323,9.5625,30,10,0,1980-01-06T03:05:26,1633357369.9656448,2021-10-04T17:22:49
315965133,901493,334314,9.5,88,10,0,1980-01-06T03:05:33,1633357376.175773,2021-10-04T17:22:56
315965140,928810,341398,8.9375,150,10,0,1980-01-06T03:05:40,1633357382.9665608,2021-10-04T17:23:02
315965147,961411,348373,8.625,212,10,0,1980-01-06T03:05:47,1633357389.736193,2021-10-04T17:23:09
315965155,59116,355473,8.5625,18,10,0,1980-01-06T03:05:55,1633357395.9264169,2021-10-04T17:23:15
315965168,100038,368496,7.75,132,10,0,1980-01-06T03:06:08,1633357411.6463048,2021-10-04T17:23:31
315965175,129124,375623,7.4375,194,10,0,1980-01-06T03:06:15,1633357418.516425,2021-10-04T17:23:38
315965181,147687,381551,7.125,246,10,0,1980-01-06T03:06:21,1633357424.166689,2021-10-04T17:23:44
315965189,231436,389636,6.625,58,10,0,1980-01-06T03:06:29,1633357431.476565,2021-10-04T17:23:51
315965195,228955,395624,6.5,110,10,0,1980-01-06T03:06:35,1633357437.686513,2021-10-04T17:23:57
315965202,342513,402633,6.1875,172,10,0,1980-01-06T03:06:42,1633357444.506033,2021-10-04T17:24:04
315965208,359746,408642,5.9375,224,10,0,1980-01-06T03:06:48,1633357450.716024,2021-10-04T17:24:10
315965217,392925,417676,5.4375,46,10,0,1980-01-06T03:06:57,1633357458.1165168,2021-10-04T17:24:18
315965223,392521,423683,5.0625,98,10,0,1980-01-06T03:07:03,1633357466.966301,2021-10-04T17:24:26
315965237,439646,437791,4.625,222,10,0,1980-01-06T03:07:17,1633357479.9963279,2021-10-04T17:24:39
315965244,432066,444704,4.0625,28,10,0,1980-01-06T03:07:24,1633357486.8562279,2021-10-04T17:24:46
315965250,439642,450711,3.8125,80,10,0,1980-01-06T03:07:30,1633357493.046701,2021-10-04T17:24:53
315965257,476262,457753,3.375,142,10,0,1980-01-06T03:07:37,1633357499.90798,2021-10-04T17:24:59
315965263,539642,463885,3.3125,194,10,0,1980-01-06T03:07:43,1633357506.71748,2021-10-04T17:25:06
315965271,569734,471920,3.625,6,10,0,1980-01-06T03:07:51,1633357513.538404,2021-10-04T17:25:13
315965278,622386,478913,3.75,68,10,0,1980-01-06T03:07:58,1633357519.706425,2021-10-04T17:25:19
315965285,622948,485913,3.875,130,10,0,1980-01-06T03:08:05,1633357526.4567769,2021-10-04T17:25:26
315965291,629757,491911,3.9375,182,10,0,1980-01-06T03:08:11,1633357532.7264159,2021-10-04T17:25:32
315965298,640257,498916,4.0625,240,10,0,1980-01-06T03:08:18,1633357542.2165198,2021-10-04T17:25:42
315965305,696340,505943,4.125,46,10,0,1980-01-06T03:08:25,1633357548.416808,2021-10-04T17:25:48
315965312,706050,513026,4.1875,108,10,0,1980-01-06T03:08:32,1633357555.8473969,2021-10-04T17:25:55
315965319,728283,519976,4.3125,170,10,0,1980-01-06T03:08:39,1633357562.0666718,2021-10-04T17:26:02
315965326,755938,527013,4.1875,232,10,0,1980-01-06T03:08:46,1633357568.866744,2021-10-04T17:26:08
315965332,775827,533014,4.125,28,10,0,1980-01-06T03:08:52,1633357575.0667238,2021-10-04T17:26:15
315965340,776335,541016,4.1875,96,10,0,1980-01-06T03:09:00,1633357582.486552,2021-10-04T17:26:22
315965346,765517,546998,4.125,148,10,0,1980-01-06T03:09:06,1633357588.156728,2021-10-04T17:26:28
315965360,858404,561103,4.125,16,10,0,1980-01-06T03:09:20,1633357603.906821,2021-10-04T17:26:43
315965367,856664,568094,3.875,78,10,0,1980-01-06T03:09:27,1633357610.696552,2021-10-04T17:26:50
315965373,937901,574175,3.8125,130,10,0,1980-01-06T03:09:33,1633357616.996829,2021-10-04T17:26:56
315965380,945605,581200,3.8125,192,10,0,1980-01-06T03:09:40,1633357623.8272529,2021-10-04T17:27:03
315965388,935593,589174,3.6875,4,10,0,1980-01-06T03:09:48,1633357630.6367319,2021-10-04T17:27:10
315965395,938364,596187,3.6875,66,10,0,1980-01-06T03:09:55,1633357637.4466279,2021-10-04T17:27:17
315965403,180204,603196,3.625,128,10,0,1980-01-06T03:10:03,1633357644.326685,2021-10-04T17:27:24
315965410,217508,610233,3.625,186,10,0,1980-01-06T03:10:10,1633357651.1168048,2021-10-04T17:27:31
315965416,277414,616323,3.4375,242,10,0,1980-01-06T03:10:16,1633357657.346773,2021-10-04T17:27:37
315965423,278019,623286,3.3125,44,10,0,1980-01-06T03:10:23,1633357666.236876,2021-10-04T17:27:46
315965429,317799,629328,3.1875,96,10,0,1980-01-06T03:10:29,1633357672.4872649,2021-10-04T17:27:52
315965437,327403,637334,3.0,168,10,0,1980-01-06T03:10:37,1633357679.256856,2021-10-04T17:27:59
315965443,397670,643407,2.875,220,10,0,1980-01-06T03:10:43,1633357686.0373769,2021-10-04T17:28:06
315965451,407427,651448,2.75,36,10,0,1980-01-06T03:10:51,1633357692.837661,2021-10-04T17:28:12
315965457,407507,657484,2.5,88,10,0,1980-01-06T03:10:57,1633357699.0675008,2021-10-04T17:28:19
315965464,398328,664407,2.125,146,10,0,1980-01-06T03:11:04,1633357705.866864,2021-10-04T17:28:25
315965470,407411,670507,2.0,202,10,0,1980-01-06T03:11:10,1633357712.107048,2021-10-04T17:28:32
315965477,447442,677473,1.8125,4,10,0,1980-01-06T03:11:17,1633357719.5169969,2021-10-04T17:28:39
315965484,477762,684485,1.6875,66,10,0,1980-01-06T03:11:24,1633357725.6882129,2021-10-04T17:28:45
315965492,478462,692496,1.6875,138,10,0,1980-01-06T03:11:32,1633357735.2071118,2021-10-04T17:28:55
315965498,477407,698570,1.5,190,10,0,1980-01-06T03:11:38,1633357741.387272,2021-10-04T17:29:01
315965506,587743,706586,1.4375,2,10,0,1980-01-06T03:11:46,1633357748.2868009,2021-10-04T17:29:08
315965512,595309,712515,1.1875,54,10,0,1980-01-06T03:11:52,1633357754.476768,2021-10-04T17:29:14
315965519,585052,719589,1.125,116,10,0,1980-01-06T03:11:59,1633357761.907189,2021-10-04T17:29:21
315965526,597930,726592,1.125,178,10,0,1980-01-06T03:12:06,1633357768.129024,2021-10-04T17:29:28
315965533,605015,733531,1.0,240,10,0,1980-01-06T03:12:13,1633357774.9479718,2021-10-04T17:29:34
315965539,605129,739593,0.9375,36,10,0,1980-01-06T03:12:19,1633357781.2468798,2021-10-04T17:29:41
315965547,677741,747604,0.625,104,10,0,1980-01-06T03:12:27,1633357788.0671809,2021-10-04T17:29:48
315965553,678134,753628,0.4375,160,10,0,1980-01-06T03:12:33,1633357797.0469449,2021-10-04T17:29:57
315965560,755008,760676,0.25,218,10,0,1980-01-06T03:12:40,1633357803.8788998,2021-10-04T17:30:03
315965567,825361,767832,0.1875,24,10,0,1980-01-06T03:12:47,1633357810.096885,2021-10-04T17:30:10
315965575,885149,775879,0.0625,96,10,0,1980-01-06T03:12:55,1633357817.5676289,2021-10-04T17:30:17
315965581,895565,781814,-0.1875,148,10,0,1980-01-06T03:13:01,1633357823.8172479,2021-10-04T17:30:23
315965589,15114,789010,-0.375,210,10,0,1980-01-06T03:13:09,1633357830.760524,2021-10-04T17:30:30
315965595,7918,794940,-0.4375,6,10,0,1980-01-06T03:13:15,1633357837.057169,2021-10-04T17:30:37
315965603,104121,802984,-0.6875,74,10,0,1980-01-06T03:13:23,1633357843.898977,2021-10-04T17:30:43
315965610,154711,810039,-1.125,136,10,0,1980-01-06T03:13:30,1633357850.707545,2021-10-04T17:30:50
315965616,204107,816083,-1.375,188,10,0,1980-01-06T03:13:36,1633357859.6174169,2021-10-04T17:30:59
315965622,196982,822093,-1.5625,244,10,0,1980-01-06T03:13:42,1633357865.8770928,2021-10-04T17:31:05
315965630,254761,830133,-2.0,56,10,0,1980-01-06T03:13:50,1633357872.686944,2021-10-04T17:31:12
315965636,310226,836179,-2.25,108,10,0,1980-01-06T03:13:56,1633357878.9470608,2021-10-04T17:31:18
315965643,314497,843213,-2.25,170,10,0,1980-01-06T03:14:03,1633357885.747521,2021-10-04T17:31:25
315965650,415312,850362,-2.5625,232,10,0,1980-01-06T03:14:10,1633357892.57726,2021-10-04T17:31:32
315965657,414215,857293,-2.6875,38,10,0,1980-01-06T03:14:17,1633357899.366793,2021-10-04T17:31:39
315965664,444693,864343,-2.8125,96,10,0,1980-01-06T03:14:24,1633357906.2471318,2021-10-04T17:31:46
315965671,484147,871363,-3.0,158,10,0,1980-01-06T03:14:31,1633357913.0569959,2021-10-04T17:31:53
315965678,554286,878434,-3.25,220,10,0,1980-01-06T03:14:38,1633357919.2772129,2021-10-04T17:31:59
315965685,574113,885453,-3.5625,26,10,0,1980-01-06T03:14:45,1633357928.1992319,2021-10-04T17:32:08
315965691,594429,891493,-3.75,78,10,0,1980-01-06T03:14:51,1633357934.416992,2021-10-04T17:32:14
315965698,641509,898523,-3.9375,140,10,0,1980-01-06T03:14:58,1633357941.8068879,2021-10-04T17:32:21
315965705,647031,905536,-4.4375,202,10,0,1980-01-06T03:15:05,1633357948.0581448,2021-10-04T17:32:28
315965712,684590,912632,-4.75,4,10,0,1980-01-06T03:15:12,1633357954.906937,2021-10-04T17:32:34
315965719,740201,919631,-4.875,66,10,0,1980-01-06T03:15:19,1633357961.1970038,2021-10-04T17:32:41
315965726,736892,926623,-5.1875,128,10,0,1980-01-06T03:15:26,1633357968.01704,2021-10-04T17:32:48
315965732,850231,932733,-5.5625,180,10,0,1980-01-06T03:15:32,1633357974.8695278,2021-10-04T17:32:54
315965739,924488,939823,-5.8125,242,10,0,1980-01-06T03:15:39,1633357981.75688,2021-10-04T17:33:01
315965746,986848,946877,-6.0625,48,10,0,1980-01-06T03:15:46,1633357987.9771369,2021-10-04T17:33:07
315965755,55426,954961,-6.1875,120,10,0,1980-01-06T03:15:55,1633357997.516885,2021-10-04T17:33:17
315965761,128200,961006,-6.375,172,10,0,1980-01-06T03:16:01,1633358003.806865,2021-10-04T17:33:23
315965768,156858,968053,-6.625,230,10,0,1980-01-06T03:16:08,1633358010.637632,2021-10-04T17:33:30
315965775,244418,975207,-7.0625,36,10,0,1980-01-06T03:16:15,1633358016.8168728,2021-10-04T17:33:36
315965782,254941,982136,-7.375,98,10,0,1980-01-06T03:16:22,1633358023.617333,2021-10-04T17:33:43
315965788,254256,988210,-7.5625,150,10,0,1980-01-06T03:16:28,1633358029.82722,2021-10-04T17:33:49
315965795,265031,995143,-7.8125,212,10,0,1980-01-06T03:16:35,1633358036.626852,2021-10-04T17:33:56
315965802,309728,1002163,-8.0625,18,10,0,1980-01-06T03:16:42,1633358043.4366999,2021-10-04T17:34:03
315965809,322311,1009204,-8.25,80,10,0,1980-01-06T03:16:49,1633358050.317081,2021-10-04T17:34:10
315965815,382142,1015253,-8.5,132,10,0,1980-01-06T03:16:55,1633358056.5770888,2021-10-04T17:34:16
315965822,439433,1022294,-8.9375,194,10,0,1980-01-06T03:17:02,1633358065.5671198,2021-10-04T17:34:25
315965829,509390,1029372,-9.0625,252,10,0,1980-01-06T03:17:09,1633358072.446969,2021-10-04T17:34:32
315965836,499500,1036426,-9.3125,58,10,0,1980-01-06T03:17:16,1633358079.287004,2021-10-04T17:34:39
315965844,579365,1044503,-9.5625,130,10,0,1980-01-06T03:17:24,1633358086.086936,2021-10-04T17:34:46
315965851,569481,1051453,-9.75,192,10,0,1980-01-06T03:17:31,1633358092.9170358,2021-10-04T17:34:52
315965857,629773,1057550,-9.875,244,10,0,1980-01-06T03:17:37,1633358099.137204,2021-10-04T17:34:59
315965864,639465,1064525,-10.3125,50,10,0,1980-01-06T03:17:44,1633358105.97838,2021-10-04T17:35:05
315965870,669487,1070597,-10.4375,102,10,0,1980-01-06T03:17:50,1633358112.216753,2021-10-04T17:35:12
315965878,732216,1078603,-11.0,170,10,0,1980-01-06T03:17:58,1633358123.667568,2021-10-04T17:35:23
315965886,759592,1086615,-11.125,242,10,0,1980-01-06T03:18:06,1633358129.94736,2021-10-04T17:35:29
315965894,791414,1094651,-11.5625,54,10,0,1980-01-06T03:18:14,1633358136.856688,2021-10-04T17:35:36
315965901,57433,1100702,-11.8125,110,10,0,1980-01-06T03:18:21,1633358143.1067438,2021-10-04T17:35:43
315965908,47491,1107732,-12.3125,168,10,0,1980-01-06T03:18:28,1633358150.596837,2021-10-04T17:35:50
