time_s,time_us,time_steady,state,pump_on,pump_on_time_steady,pump_off,pump_off_time_steady,valve_open,valve_open_time_steady,valve_close,valve_close_time_steady,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315967483,336500,2681577,1,165,2681551,150,2556951,19,2633551,36,2643751,148,13,0,1980-01-06T03:44:43,1633359723.513808,2021-10-04T18:02:03
315967497,336400,2695577,1,235,2695551,150,2556951,19,2633551,36,2643751,44,13,0,1980-01-06T03:44:57,1633359736.144441,2021-10-04T18:02:16
315967510,454000,2708577,0,20,2703751,151,2703951,19,2633551,37,2703951,186,13,0,1980-01-06T03:45:10,1633359751.553529,2021-10-04T18:02:31
315967524,453900,2722577,0,20,2703751,151,2703951,19,2633551,37,2703951,81,13,0,1980-01-06T03:45:24,1633359764.9029999,2021-10-04T18:02:44
315967538,453900,2736577,0,20,2703751,151,2703951,19,2633551,37,2703951,234,13,0,1980-01-06T03:45:38,1633359778.2024329,2021-10-04T18:02:58
315967551,453900,2749577,0,20,2703751,151,2703951,19,2633551,37,2703951,119,13,0,1980-01-06T03:45:51,1633359791.552361,2021-10-04T18:03:11
315967565,453900,2763577,0,20,2703751,151,2703951,19,2633551,37,2703951,16,13,0,1980-01-06T03:46:05,1633359805.3523679,2021-10-04T18:03:25
315967578,453900,2776577,0,20,2703751,151,2703951,19,2633551,37,2703951,156,13,0,1980-01-06T03:46:18,1633359818.0021758,2021-10-04T18:03:38
315967592,453900,2790577,0,20,2703751,151,2703951,19,2633551,37,2703951,53,13,0,1980-01-06T03:46:32,1633359831.271509,2021-10-04T18:03:51
315967606,454000,2804577,1,31,2804551,151,2703951,20,2792551,38,2802751,205,13,0,1980-01-06T03:46:46,1633359846.701856,2021-10-04T18:04:06
315967618,454000,2816577,1,91,2816551,151,2703951,20,2792551,38,2802751,79,13,0,1980-01-06T03:46:58,1633359859.931141,2021-10-04T18:04:19
315967632,453900,2830577,1,161,2830551,151,2703951,20,2792551,38,2802751,231,13,0,1980-01-06T03:47:12,1633359873.1608849,2021-10-04T18:04:33
315967645,454000,2843577,1,226,2843551,151,2703951,20,2792551,38,2802751,117,13,0,1980-01-06T03:47:25,1633359885.771328,2021-10-04T18:04:45
315967660,454000,2858577,1,45,2858551,151,2703951,20,2792551,38,2802751,24,13,0,1980-01-06T03:47:40,1633359899.630393,2021-10-04T18:04:59
315967672,454000,2870577,0,66,2862751,152,2862951,20,2792551,39,2862951,154,13,0,1980-01-06T03:47:52,1633359912.8805158,2021-10-04T18:05:12
315967687,454000,2885577,0,66,2862751,152,2862951,20,2792551,39,2862951,61,13,0,1980-01-06T03:48:07,1633359926.140605,2021-10-04T18:05:26
315967699,454000,2897577,0,66,2862751,152,2862951,20,2792551,39,2862951,191,13,0,1980-01-06T03:48:19,1633359941.520524,2021-10-04T18:05:41
315967713,453900,2911577,0,66,2862751,152,2862951,20,2792551,39,2862951,87,13,0,1980-01-06T03:48:33,1633359954.210937,2021-10-04T18:05:54
315967727,453900,2925577,0,66,2862751,152,2862951,20,2792551,39,2862951,240,13,0,1980-01-06T03:48:47,1633359967.55982,2021-10-04T18:06:07
315967741,454000,2939577,0,66,2862751,152,2862951,20,2792551,39,2862951,136,13,0,1980-01-06T03:49:01,1633359981.4191039,2021-10-04T18:06:21
315967754,453900,2952577,3,67,2950551,152,2862951,21,2950551,39,2862951,21,13,0,1980-01-06T03:49:14,1633359994.730105,2021-10-04T18:06:34
315967767,453900,2965577,0,67,2950551,153,2960751,21,2950551,40,2960751,162,13,0,1980-01-06T03:49:27,1633360008.0690079,2021-10-04T18:06:48
315967781,453900,2979577,0,67,2950551,153,2960751,21,2950551,40,2960751,59,13,0,1980-01-06T03:49:41,1633360021.348508,2021-10-04T18:07:01
315967795,454000,2993577,0,67,2950551,153,2960751,21,2950551,40,2960751,211,13,0,1980-01-06T03:49:55,1633360034.048717,2021-10-04T18:07:14
315967808,720300,3006577,0,67,2950551,153,2960751,21,2950551,40,2960751,96,13,0,1980-01-06T03:50:08,1633360049.489004,2021-10-04T18:07:29
315967822,720400,3020577,0,67,2950551,153,2960751,21,2950551,40,2960751,248,13,0,1980-01-06T03:50:22,1633360062.728452,2021-10-04T18:07:42
315967835,720300,3033577,0,67,2950551,153,2960751,21,2950551,40,2960751,134,13,0,1980-01-06T03:50:35,1633360076.558008,2021-10-04T18:07:56
315967849,720400,3047577,0,67,2950551,153,2960751,21,2950551,40,2960751,29,13,0,1980-01-06T03:50:49,1633360089.2681088,2021-10-04T18:08:09
315967863,720300,3061577,0,67,2950551,153,2960751,21,2950551,40,2960751,181,13,0,1980-01-06T03:51:03,1633360102.5078208,2021-10-04T18:08:22
315967876,720400,3074577,0,67,2950551,153,2960751,21,2950551,40,2960751,67,13,0,1980-01-06T03:51:16,1633360115.8074,2021-10-04T18:08:35
315967889,720300,3087577,0,67,2950551,153,2960751,21,2950551,40,2960751,208,13,0,1980-01-06T03:51:29,1633360128.997421,2021-10-04T18:08:48
315967902,720300,3100577,0,67,2950551,153,2960751,21,2950551,40,2960751,93,13,0,1980-01-06T03:51:42,1633360144.457792,2021-10-04T18:09:04
315967917,720300,3115577,3,68,3114551,153,2960751,22,3114551,40,2960751,0,13,0,1980-01-06T03:51:57,1633360157.756692,2021-10-04T18:09:17
315967930,720400,3128577,0,68,3114551,154,3124751,22,3114551,41,3124751,142,13,0,1980-01-06T03:52:10,1633360171.039204,2021-10-04T18:09:31
315967944,720300,3142577,0,68,3114551,154,3124751,22,3114551,41,3124751,37,13,0,1980-01-06T03:52:24,1633360184.206665,2021-10-04T18:09:44
315967958,720300,3156577,0,68,3114551,154,3124751,22,3114551,41,3124751,190,13,0,1980-01-06T03:52:38,1633360197.4365208,2021-10-04T18:09:57
315967970,720300,3168577,0,68,3114551,154,3124751,22,3114551,41,3124751,65,13,0,1980-01-06T03:52:50,1633360210.646056,2021-10-04T18:10:10
315967984,720400,3182577,0,68,3114551,154,3124751,22,3114551,41,3124751,216,13,0,1980-01-06T03:53:04,1633360223.346248,2021-10-04T18:10:23
315967997,720300,3195577,0,68,3114551,154,3124751,22,3114551,41,3124751,102,13,0,1980-01-06T03:53:17,1633360236.565629,2021-10-04T18:10:36
315968012,833900,3210577,0,68,3114551,154,3124751,22,3114551,41,3124751,9,13,0,1980-01-06T03:53:32,1633360252.5155928,2021-10-04T18:10:52
315968025,833900,3223577,0,68,3114551,154,3124751,22,3114551,41,3124751,150,13,0,1980-01-06T03:53:45,1633360265.7860649,2021-10-04T18:11:05
315968038,834000,3236577,0,68,3114551,154,3124751,22,3114551,41,3124751,35,13,0,1980-01-06T03:53:58,1633360279.0850768,2021-10-04T18:11:19
315968052,833900,3250577,0,68,3114551,154,3124751,22,3114551,41,3124751,187,13,0,1980-01-06T03:54:12,1633360292.365293,2021-10-04T18:11:32
315968065,834000,3263577,0,68,3114551,154,3124751,22,3114551,41,3124751,73,13,0,1980-01-06T03:54:25,1633360305.144908,2021-10-04T18:11:45
315968079,833900,3277577,0,68,3114551,154,3124751,22,3114551,41,3124751,224,13,0,1980-01-06T03:54:39,1633360318.3344529,2021-10-04T18:11:58
315968092,834000,3290577,0,69,3278551,155,3288751,23,3278551,42,3288751,110,13,0,1980-01-06T03:54:52,1633360331.614248,2021-10-04T18:12:11
315968107,963900,3305577,0,69,3278551,155,3288751,23,3278551,42,3288751,17,13,0,1980-01-06T03:55:07,1633360347.7041728,2021-10-04T18:12:27
315968120,963800,3318577,0,69,3278551,155,3288751,23,3278551,42,3288751,159,13,0,1980-01-06T03:55:20,1633360361.0039968,2021-10-04T18:12:41
315968133,963800,3331577,0,69,3278551,155,3288751,23,3278551,42,3288751,43,13,0,1980-01-06T03:55:33,1633360373.6748729,2021-10-04T18:12:53
315968147,963800,3345577,0,69,3278551,155,3288751,23,3278551,42,3288751,196,13,0,1980-01-06T03:55:47,1633360386.884629,2021-10-04T18:13:06
315968160,963800,3358577,0,69,3278551,155,3288751,23,3278551,42,3288751,81,13,0,1980-01-06T03:56:00,1633360402.103569,2021-10-04T18:13:22
315968176,963900,3374577,0,69,3278551,155,3288751,23,3278551,42,3288751,255,13,0,1980-01-06T03:56:16,1633360415.334048,2021-10-04T18:13:35
315968190,963800,3388577,0,69,3278551,155,3288751,23,3278551,42,3288751,151,13,0,1980-01-06T03:56:30,1633360431.353945,2021-10-04T18:13:51
315968203,963900,3401577,0,69,3278551,155,3288751,23,3278551,42,3288751,36,13,0,1980-01-06T03:56:43,1633360443.933861,2021-10-04T18:14:03
315968216,963800,3414577,0,69,3278551,155,3288751,23,3278551,42,3288751,178,13,0,1980-01-06T03:56:56,1633360457.2028089,2021-10-04T18:14:17
315968230,963900,3428577,0,69,3278551,155,3288751,23,3278551,42,3288751,74,13,0,1980-01-06T03:57:10,1633360470.4334729,2021-10-04T18:14:30
315968243,963800,3441577,0,69,3278551,155,3288751,23,3278551,42,3288751,215,13,0,1980-01-06T03:57:23,1633360483.693708,2021-10-04T18:14:43
315968257,963900,3455577,3,70,3453551,155,3288751,24,3453551,42,3288751,111,13,0,1980-01-06T03:57:37,1633360496.9125688,2021-10-04T18:14:56
315968270,963800,3468577,0,70,3453551,156,3463751,24,3453551,43,3463751,253,13,0,1980-01-06T03:57:50,1633360510.0622969,2021-10-04T18:15:10
315968284,963900,3482577,0,70,3453551,156,3463751,24,3453551,43,3463751,148,13,0,1980-01-06T03:58:04,1633360523.3119159,2021-10-04T18:15:23
315968299,183100,3496577,0,70,3453551,156,3463751,24,3453551,43,3463751,44,13,0,1980-01-06T03:58:19,1633360538.7429159,2021-10-04T18:15:38
315968312,183200,3509577,0,70,3453551,156,3463751,24,3453551,43,3463751,186,13,0,1980-01-06T03:58:32,1633360551.9821289,2021-10-04T18:15:51
315968325,183100,3522577,0,70,3453551,156,3463751,24,3453551,43,3463751,71,13,0,1980-01-06T03:58:45,1633360564.6417449,2021-10-04T18:16:04
315968338,183100,3535577,0,70,3453551,156,3463751,24,3453551,43,3463751,212,13,0,1980-01-06T03:58:58,1633360577.851989,2021-10-04T18:16:17
315968352,183100,3549577,0,70,3453551,156,3463751,24,3453551,43,3463751,109,13,0,1980-01-06T03:59:12,1633360591.081668,2021-10-04T18:16:31
315968365,183100,3562577,0,70,3453551,156,3463751,24,3453551,43,3463751,249,13,0,1980-01-06T03:59:25,1633360604.930913,2021-10-04T18:16:44
315968379,183100,3576577,0,70,3453551,156,3463751,24,3453551,43,3463751,146,13,0,1980-01-06T03:59:39,1633360617.603477,2021-10-04T18:16:57
315968392,183100,3589577,0,70,3453551,156,3463751,24,3453551,43,3463751,31,13,0,1980-01-06T03:59:52,1633360630.870632,2021-10-04T18:17:10
315968406,360100,3603577,0,70,3453551,156,3463751,24,3453551,43,3463751,184,13,0,1980-01-06T04:00:06,1633360646.331305,2021-10-04T18:17:26
315968420,360200,3617577,0,70,3453551,156,3463751,24,3453551,43,3463751,79,13,0,1980-01-06T04:00:20,1633360659.5902328,2021-10-04T18:17:39
315968433,360100,3630577,0,70,3453551,156,3463751,24,3453551,43,3463751,221,13,0,1980-01-06T04:00:33,1633360672.7700489,2021-10-04T18:17:52
315968447,360200,3644577,0,71,3631551,157,3641751,25,3631551,44,3641751,117,13,0,1980-01-06T04:00:47,1633360685.930485,2021-10-04T18:18:05
315968460,360100,3657577,0,71,3631551,157,3641751,25,3631551,44,3641751,2,13,0,1980-01-06T04:01:00,1633360699.7599719,2021-10-04T18:18:19
315968474,360200,3671577,0,71,3631551,157,3641751,25,3631551,44,3641751,154,13,0,1980-01-06T04:01:14,1633360712.449584,2021-10-04T18:18:32
315968487,360100,3684577,0,71,3631551,157,3641751,25,3631551,44,3641751,40,13,0,1980-01-06T04:01:27,1633360725.659492,2021-10-04T18:18:45
315968501,508900,3698577,0,71,3631551,157,3641751,25,3631551,44,3641751,192,13,0,1980-01-06T04:01:41,1633360741.141245,2021-10-04T18:19:01
315968514,508800,3711577,0,71,3631551,157,3641751,25,3631551,44,3641751,77,13,0,1980-01-06T04:01:54,1633360754.269625,2021-10-04T18:19:14
315968527,508800,3724577,0,71,3631551,157,3641751,25,3631551,44,3641751,218,13,0,1980-01-06T04:02:07,1633360767.468945,2021-10-04T18:19:27
315968541,508800,3738577,0,71,3631551,157,3641751,25,3631551,44,3641751,115,13,0,1980-01-06T04:02:21,1633360780.679477,2021-10-04T18:19:40
315968555,508900,3752577,0,71,3631551,157,3641751,25,3631551,44,3641751,10,13,0,1980-01-06T04:02:35,1633360793.878536,2021-10-04T18:19:53
315968568,508800,3765577,0,71,3631551,157,3641751,25,3631551,44,3641751,152,13,0,1980-01-06T04:02:48,1633360807.129709,2021-10-04T18:20:07
315968582,508900,3779577,0,71,3631551,157,3641751,25,3631551,44,3641751,48,13,0,1980-01-06T04:03:02,1633360820.298285,2021-10-04T18:20:20
315968595,508800,3792577,0,71,3631551,157,3641751,25,3631551,44,3641751,189,13,0,1980-01-06T04:03:15,1633360835.7192159,2021-10-04T18:20:35
315968608,508800,3805577,0,71,3631551,157,3641751,25,3631551,44,3641751,74,13,0,1980-01-06T04:03:28,1633360848.947993,2021-10-04T18:20:48
315968622,508800,3819577,0,71,3631551,157,3641751,25,3631551,44,3641751,227,13,0,1980-01-06T04:03:42,1633360861.697973,2021-10-04T18:21:01
315968636,508900,3833577,0,71,3631551,157,3641751,25,3631551,44,3641751,123,13,0,1980-01-06T04:03:56,1633360875.5783088,2021-10-04T18:21:15
315968650,508800,3847577,0,71,3631551,157,3641751,25,3631551,44,3641751,18,13,0,1980-01-06T04:04:10,1633360888.92768,2021-10-04T18:21:28
315968664,508800,3861577,0,71,3631551,157,3641751,25,3631551,44,3641751,171,13,0,1980-01-06T04:04:24,1633360902.237321,2021-10-04T18:21:42
315968676,508800,3873577,0,71,3631551,157,3641751,25,3631551,44,3641751,46,13,0,1980-01-06T04:04:36,1633360915.487285,2021-10-04T18:21:55
315968690,508900,3887577,0,71,3631551,157,3641751,25,3631551,44,3641751,197,13,0,1980-01-06T04:04:50,1633360928.278365,2021-10-04T18:22:08
315968704,508800,3901577,0,71,3631551,157,3641751,25,3631551,44,3641751,93,13,0,1980-01-06T04:05:04,1633360943.8473198,2021-10-04T18:22:23
315968717,508900,3914577,0,71,3631551,157,3641751,25,3631551,44,3641751,235,13,0,1980-01-06T04:05:17,1633360957.14652,2021-10-04T18:22:37
315968732,508900,3929577,0,71,3631551,157,3641751,25,3631551,44,3641751,142,13,0,1980-01-06T04:05:32,1633360971.08808,2021-10-04T18:22:51
315968745,508800,3942577,0,71,3631551,157,3641751,25,3631551,44,3641751,27,13,0,1980-01-06T04:05:45,1633360983.8062449,2021-10-04T18:23:03
315968758,508800,3955577,0,71,3631551,157,3641751,25,3631551,44,3641751,168,13,0,1980-01-06T04:05:58,1633360997.196136,2021-10-04T18:23:17
315968772,508800,3969577,0,71,3631551,157,3641751,25,3631551,44,3641751,65,13,0,1980-01-06T04:06:12,1633361010.595957,2021-10-04T18:23:30
315968785,508800,3982577,0,71,3631551,157,3641751,25,3631551,44,3641751,205,13,0,1980-01-06T04:06:25,1633361023.906045,2021-10-04T18:23:43
315968799,508800,3996577,0,71,3631551,157,3641751,25,3631551,44,3641751,102,13,0,1980-01-06T04:06:39,1633361039.41656,2021-10-04T18:23:59
315968813,664400,4010577,0,71,3631551,157,3641751,25,3631551,44,3641751,254,13,0,1980-01-06T04:06:53,1633361053.286068,2021-10-04T18:24:13
315968827,664300,4024577,0,71,3631551,157,3641751,25,3631551,44,3641751,150,13,0,1980-01-06T04:07:07,1633361066.695489,2021-10-04T18:24:26
315968840,664400,4037577,0,71,3631551,157,3641751,25,3631551,44,3641751,35,13,0,1980-01-06T04:07:20,1633361079.5251958,2021-10-04T18:24:39
315968854,664300,4051577,0,71,3631551,157,3641751,25,3631551,44,3641751,187,13,0,1980-01-06T04:07:34,1633361092.955832,2021-10-04T18:24:52
315968867,664400,4064577,0,71,3631551,157,3641751,25,3631551,44,3641751,73,13,0,1980-01-06T04:07:47,1633361105.705509,2021-10-04T18:25:05
315968880,664300,4077577,0,71,3631551,157,3641751,25,3631551,44,3641751,214,13,0,1980-01-06T04:08:00,1633361119.0849528,2021-10-04T18:25:19
315968894,664400,4091577,0,71,3631551,157,3641751,25,3631551,44,3641751,110,13,0,1980-01-06T04:08:14,1633361132.475153,2021-10-04T18:25:32
315968908,664300,4105577,0,71,3631551,157,3641751,25,3631551,44,3641751,6,13,0,1980-01-06T04:08:28,1633361148.7548609,2021-10-04T18:25:48
315968922,664300,4119577,0,71,3631551,157,3641751,25,3631551,44,3641751,159,13,0,1980-01-06T04:08:42,1633361161.485916,2021-10-04T18:26:01
315968935,664300,4132577,0,71,3631551,157,3641751,25,3631551,44,3641751,43,13,0,1980-01-06T04:08:55,1633361174.8147569,2021-10-04T18:26:14
315968949,664300,4146577,0,71,3631551,157,3641751,25,3631551,44,3641751,196,13,0,1980-01-06T04:09:09,1633361188.224469,2021-10-04T18:26:28
315968963,664400,4160577,0,71,3631551,157,3641751,25,3631551,44,3641751,92,13,0,1980-01-06T04:09:23,1633361201.606113,2021-10-04T18:26:41
315968976,664300,4173577,0,71,3631551,157,3641751,25,3631551,44,3641751,234,13,0,1980-01-06T04:09:36,1633361215.004521,2021-10-04T18:26:55
315968990,664400,4187577,0,71,3631551,157,3641751,25,3631551,44,3641751,129,13,0,1980-01-06T04:09:50,1633361228.394057,2021-10-04T18:27:08
315969004,664300,4201577,0,71,3631551,157,3641751,25,3631551,44,3641751,25,13,0,1980-01-06T04:10:04,1633361243.9749599,2021-10-04T18:27:23
315969017,664400,4214577,0,71,3631551,157,3641751,25,3631551,44,3641751,167,13,0,1980-01-06T04:10:17,1633361257.243981,2021-10-04T18:27:37
315964806,36000,8557,3,2,1331,1,1128,2,1331,1,1128,84,13,0,1980-01-06T03:00:06,1633362584.591456,2021-10-04T18:49:44
315964818,36000,20557,1,6,12131,1,1128,2,1331,2,11531,214,13,0,1980-01-06T03:00:18,1633362597.611073,2021-10-04T18:49:57
315964833,36000,35557,0,6,12131,19,31531,2,1331,2,11531,121,13,0,1980-01-06T03:00:33,1633362612.701084,2021-10-04T18:50:12
315964848,36000,50557,0,6,12131,19,31531,2,1331,2,11531,28,13,0,1980-01-06T03:00:48,1633362625.782068,2021-10-04T18:50:25
315964861,36000,63557,0,6,12131,19,31531,2,1331,2,11531,170,13,0,1980-01-06T03:01:01,1633362638.640992,2021-10-04T18:50:38
315964887,36000,89557,0,6,12131,20,71731,2,1331,3,71731,196,13,0,1980-01-06T03:01:27,1633362666.150296,2021-10-04T18:51:06
315964900,36000,102557,0,6,12131,20,71731,2,1331,3,71731,81,13,0,1980-01-06T03:01:40,1633362679.140401,2021-10-04T18:51:19
315964914,36000,116557,0,6,12131,20,71731,2,1331,3,71731,235,13,0,1980-01-06T03:01:54,1633362692.17998,2021-10-04T18:51:32
315964927,36000,129557,0,6,12131,20,71731,2,1331,3,71731,134,13,0,1980-01-06T03:02:07,1633362705.819989,2021-10-04T18:51:45
315964942,36000,144557,0,6,12131,20,71731,2,1331,3,71731,56,13,0,1980-01-06T03:02:22,1633362719.4701688,2021-10-04T18:51:59
315964954,36000,156557,0,6,12131,20,71731,2,1331,3,71731,198,13,0,1980-01-06T03:02:34,1633362734.449885,2021-10-04T18:52:14
315964982,36000,184557,0,6,12131,20,71731,2,1331,3,71731,18,13,0,1980-01-06T03:03:02,1633362760.380208,2021-10-04T18:52:40
315964996,36000,198557,0,6,12131,20,71731,2,1331,3,71731,185,13,0,1980-01-06T03:03:16,1633362774.0,2021-10-04T18:52:54
315965011,70300,211557,0,6,12131,20,71731,2,1331,3,71731,82,13,0,1980-01-06T03:03:31,1633362789.040813,2021-10-04T18:53:09
315965028,70300,228557,0,6,12131,20,71731,2,1331,3,71731,29,13,0,1980-01-06T03:03:48,1633362805.2491078,2021-10-04T18:53:25
315965041,70300,241557,0,6,12131,20,71731,2,1331,3,71731,182,13,0,1980-01-06T03:04:01,1633362819.689293,2021-10-04T18:53:39
315965057,70300,257557,0,6,12131,20,71731,2,1331,3,71731,116,13,0,1980-01-06T03:04:17,1633362833.2287169,2021-10-04T18:53:53
315965070,70300,270557,0,6,12131,20,71731,2,1331,3,71731,15,13,0,1980-01-06T03:04:30,1633362848.2488,2021-10-04T18:54:08
315965088,70300,288557,0,6,12131,20,71731,2,1331,3,71731,229,13,0,1980-01-06T03:04:48,1633362863.808765,2021-10-04T18:54:23
315965148,243800,348557,0,6,12131,20,71731,2,1331,3,71731,173,13,0,1980-01-06T03:05:48,1633362923.5672839,2021-10-04T18:55:23
315965177,243800,377557,0,6,12131,20,71731,2,1331,3,71731,4,13,0,1980-01-06T03:06:17,1633362954.318068,2021-10-04T18:55:54
315965257,243800,457557,0,6,12131,20,71731,2,1331,3,71731,185,13,0,1980-01-06T03:07:37,1633363033.155004,2021-10-04T18:57:13
315965317,243800,517557,0,6,12131,20,71731,2,1331,3,71731,129,13,0,1980-01-06T03:08:37,1633363094.384217,2021-10-04T18:58:14
315965332,101700,532557,0,6,12131,20,71731,2,1331,3,71731,51,13,0,1980-01-06T03:08:52,1633363109.943457,2021-10-04T18:58:29
315965349,101700,549557,0,6,12131,20,71731,2,1331,3,71731,254,13,0,1980-01-06T03:09:09,1633363125.503265,2021-10-04T18:58:45
315965367,101700,567557,0,6,12131,20,71731,2,1331,3,71731,211,13,0,1980-01-06T03:09:27,1633363146.462728,2021-10-04T18:59:06
315965384,101700,584557,0,6,12131,20,71731,2,1331,3,71731,157,13,0,1980-01-06T03:09:44,1633363160.0027568,2021-10-04T18:59:20
315965396,101700,596557,0,6,12131,20,71731,2,1331,3,71731,43,13,0,1980-01-06T03:09:56,1633363174.9638329,2021-10-04T18:59:34
315965412,101700,612557,0,6,12131,20,71731,2,1331,3,71731,233,13,0,1980-01-06T03:10:12,1633363189.912953,2021-10-04T18:59:49
315965428,101700,628557,0,6,12131,20,71731,2,1331,3,71731,167,13,0,1980-01-06T03:10:28,1633363203.5334408,2021-10-04T19:00:03
315965464,101700,664557,0,6,12131,20,71731,2,1331,3,71731,82,13,0,1980-01-06T03:11:04,1633363240.263185,2021-10-04T19:00:40
315965480,101700,680557,0,6,12131,20,71731,2,1331,3,71731,16,13,0,1980-01-06T03:11:20,1633363257.9019408,2021-10-04T19:00:57
315965497,101700,697557,0,6,12131,20,71731,2,1331,3,71731,217,13,0,1980-01-06T03:11:37,1633363274.950796,2021-10-04T19:01:14
315965517,225500,717557,0,6,12131,20,71731,2,1331,3,71731,199,13,0,1980-01-06T03:11:57,1633363296.570852,2021-10-04T19:01:36
315965535,225500,735557,0,6,12131,20,71731,2,1331,3,71731,157,13,0,1980-01-06T03:12:15,1633363314.1404688,2021-10-04T19:01:54
315965554,225500,754557,0,6,12131,20,71731,2,1331,3,71731,126,13,0,1980-01-06T03:12:34,1633363331.7707639,2021-10-04T19:02:11
315965569,225500,769557,0,6,12131,20,71731,2,1331,3,71731,48,13,0,1980-01-06T03:12:49,1633363347.370385,2021-10-04T19:02:27
315965589,225500,789557,0,6,12131,20,71731,2,1331,3,71731,30,13,0,1980-01-06T03:13:09,1633363368.4096599,2021-10-04T19:02:48
