time_s,time_us,time_steady,last_report_time,last_good_report_time,reports_counter,bad_reports_counter,last_mistake,ignorance_depth,punishments_counter,last_punishment_time,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965027,585200,228175,228152,228152,228,0,0,0,0,0,138,13,0,1980-01-06T03:03:47,1633357269.545068,2021-10-04T17:21:09
315965052,585200,253175,253152,253152,253,0,0,0,0,0,178,13,0,1980-01-06T03:04:12,1633357295.0458798,2021-10-04T17:21:35
315965077,585200,278175,278152,278152,278,0,0,0,0,0,218,13,0,1980-01-06T03:04:37,1633357319.8255248,2021-10-04T17:21:59
315965102,585200,303175,303152,303152,303,0,0,0,0,0,4,13,0,1980-01-06T03:05:02,1633357344.5859568,2021-10-04T17:22:24
315965127,585200,328175,328152,328152,328,0,0,0,0,0,44,13,0,1980-01-06T03:05:27,1633357369.355865,2021-10-04T17:22:49
315965152,585200,353175,353152,353152,353,0,0,0,0,0,84,13,0,1980-01-06T03:05:52,1633357394.736773,2021-10-04T17:23:14
315965177,585200,378175,378152,378152,378,0,0,0,0,0,126,13,0,1980-01-06T03:06:17,1633357419.7262769,2021-10-04T17:23:39
315965202,748500,403175,403152,403152,403,0,0,0,0,0,166,13,0,1980-01-06T03:06:42,1633357444.506033,2021-10-04T17:24:04
315965227,748500,428175,428152,428152,428,0,0,0,0,0,206,13,0,1980-01-06T03:07:07,1633357469.3264968,2021-10-04T17:24:29
315965252,748500,453175,453152,453152,453,0,0,0,0,0,248,13,0,1980-01-06T03:07:32,1633357494.216477,2021-10-04T17:24:54
315965277,748500,478175,478152,478152,478,0,0,0,0,0,32,13,0,1980-01-06T03:07:57,1633357519.1077008,2021-10-04T17:25:19
315965302,748500,503175,503152,503152,503,0,0,0,0,0,72,13,0,1980-01-06T03:08:22,1633357543.996816,2021-10-04T17:25:43
315965327,748500,528175,528152,528152,528,0,0,0,0,0,114,13,0,1980-01-06T03:08:47,1633357569.467016,2021-10-04T17:26:09
315965352,748500,553175,553152,553152,553,0,0,0,0,0,154,13,0,1980-01-06T03:09:12,1633357594.3769329,2021-10-04T17:26:34
315965377,748500,578175,578152,578152,578,0,0,0,0,0,194,13,0,1980-01-06T03:09:37,1633357619.356912,2021-10-04T17:26:59
315965403,16700,603175,603152,603152,603,0,0,0,0,0,236,13,0,1980-01-06T03:10:03,1633357644.326685,2021-10-04T17:27:24
315965428,16700,628175,628152,628152,628,0,0,0,0,0,20,13,0,1980-01-06T03:10:28,1633357669.2167609,2021-10-04T17:27:49
315965453,16700,653175,653152,653152,653,0,0,0,0,0,60,13,0,1980-01-06T03:10:53,1633357694.016748,2021-10-04T17:28:14
315965478,16700,678175,678152,678152,678,0,0,0,0,0,102,13,0,1980-01-06T03:11:18,1633357718.9370959,2021-10-04T17:28:38
315965503,16700,703175,703152,703152,703,0,0,0,0,0,142,13,0,1980-01-06T03:11:43,1633357743.797025,2021-10-04T17:29:03
315965528,16700,728175,728152,728152,728,0,0,0,0,0,182,13,0,1980-01-06T03:12:08,1633357769.3076198,2021-10-04T17:29:29
315965553,16700,753175,753152,753152,753,0,0,0,0,0,224,13,0,1980-01-06T03:12:33,1633357793.757225,2021-10-04T17:29:53
315965578,16700,778175,778152,778152,778,0,0,0,0,0,8,13,0,1980-01-06T03:12:58,1633357818.758241,2021-10-04T17:30:18
315965603,143800,803175,803152,803152,803,0,0,0,0,0,48,13,0,1980-01-06T03:13:23,1633357843.898977,2021-10-04T17:30:43
315965628,143800,828175,828152,828152,828,0,0,0,0,0,90,13,0,1980-01-06T03:13:48,1633357868.8070838,2021-10-04T17:31:08
315965653,143800,853175,853152,853152,853,0,0,0,0,0,130,13,0,1980-01-06T03:14:13,1633357893.757421,2021-10-04T17:31:33
315965678,143800,878175,878152,878152,878,0,0,0,0,0,170,13,0,1980-01-06T03:14:38,1633357919.2772129,2021-10-04T17:31:59
315965703,143800,903175,903152,903152,903,0,0,0,0,0,212,13,0,1980-01-06T03:15:03,1633357944.1968088,2021-10-04T17:32:24
315965728,143800,928175,928152,928152,928,0,0,0,0,0,252,13,0,1980-01-06T03:15:28,1633357969.2074878,2021-10-04T17:32:49
315965753,143800,953175,953152,953152,953,0,0,0,0,0,36,13,0,1980-01-06T03:15:53,1633357994.207108,2021-10-04T17:33:14
315965778,143800,978175,978152,978152,978,0,0,0,0,0,78,13,0,1980-01-06T03:16:18,1633358019.148576,2021-10-04T17:33:39
315965803,143800,1003175,1003152,1003152,1003,0,0,0,0,0,118,13,0,1980-01-06T03:16:43,1633358044.0181448,2021-10-04T17:34:04
315965828,143800,1028175,1028152,1028152,1028,0,0,0,0,0,158,13,0,1980-01-06T03:17:08,1633358069.127557,2021-10-04T17:34:29
315965853,143800,1053175,1053152,1053152,1053,0,0,0,0,0,200,13,0,1980-01-06T03:17:33,1633358094.098224,2021-10-04T17:34:54
315965878,143800,1078175,1078152,1078152,1078,0,0,0,0,0,240,13,0,1980-01-06T03:17:58,1633358119.0567238,2021-10-04T17:35:19
315965903,415100,1103175,1103152,1103152,1103,0,0,0,0,0,24,13,0,1980-01-06T03:18:23,1633358144.287456,2021-10-04T17:35:44
315965928,415100,1128175,1128152,1128152,1128,0,0,0,0,0,66,13,0,1980-01-06T03:18:48,1633358169.436781,2021-10-04T17:36:09
315965953,415100,1153175,1153152,1153152,1153,0,0,0,0,0,106,13,0,1980-01-06T03:19:13,1633358195.3265479,2021-10-04T17:36:35
315965978,415100,1178175,1178152,1178152,1178,0,0,0,0,0,146,13,0,1980-01-06T03:19:38,1633358220.356741,2021-10-04T17:37:00
315966003,415100,1203175,1203152,1203152,1203,0,0,0,0,0,188,13,0,1980-01-06T03:20:03,1633358243.976388,2021-10-04T17:37:23
315966028,415100,1228175,1228152,1228152,1228,0,0,0,0,0,228,13,0,1980-01-06T03:20:28,1633358269.1083689,2021-10-04T17:37:49
315966053,415100,1253175,1253152,1253152,1253,0,0,0,0,0,12,13,0,1980-01-06T03:20:53,1633358294.4562519,2021-10-04T17:38:14
315966078,415100,1278175,1278152,1278152,1278,0,0,0,0,0,54,13,0,1980-01-06T03:21:18,1633358319.656229,2021-10-04T17:38:39
315966103,415100,1303175,1303152,1303152,1303,0,0,0,0,0,94,13,0,1980-01-06T03:21:43,1633358344.906152,2021-10-04T17:39:04
315966128,415100,1328175,1328152,1328152,1328,0,0,0,0,0,134,13,0,1980-01-06T03:22:08,1633358369.986117,2021-10-04T17:39:29
315966153,415100,1353175,1353152,1353152,1353,0,0,0,0,0,176,13,0,1980-01-06T03:22:33,1633358395.1364288,2021-10-04T17:39:55
315966178,415100,1378175,1378152,1378152,1378,0,0,0,0,0,216,13,0,1980-01-06T03:22:58,1633358419.656117,2021-10-04T17:40:19
315966203,665200,1403175,1403152,1403152,1403,0,0,0,0,0,0,13,0,1980-01-06T03:23:23,1633358444.9358718,2021-10-04T17:40:44
315966228,665200,1428175,1428152,1428152,1428,0,0,0,0,0,42,13,0,1980-01-06T03:23:48,1633358470.1360009,2021-10-04T17:41:10
315966253,665200,1453175,1453152,1453152,1453,0,0,0,0,0,82,13,0,1980-01-06T03:24:13,1633358495.4457679,2021-10-04T17:41:35
315966278,664200,1478174,1478151,1477152,1478,1,-4,1,0,0,121,13,0,1980-01-06T03:24:38,1633358520.1265008,2021-10-04T17:42:00
315966303,664200,1503174,1503151,1486152,1503,21,-4,17,5,1502818,143,13,0,1980-01-06T03:25:03,1633358545.466209,2021-10-04T17:42:25
315966328,664200,1528174,1528151,1486152,1528,46,-4,42,9,1523588,158,13,0,1980-01-06T03:25:28,1633358571.476481,2021-10-04T17:42:51
315966353,664200,1553174,1553151,1486152,1553,71,-4,67,14,1549588,173,13,0,1980-01-06T03:25:53,1633358595.6469,2021-10-04T17:43:15
315966378,664200,1578174,1578151,1486152,1578,96,-4,92,19,1575588,190,13,0,1980-01-06T03:26:18,1633358620.876869,2021-10-04T17:43:40
315966403,923400,1603174,1603151,1486152,1603,121,-4,117,24,1601588,205,13,0,1980-01-06T03:26:43,1633358646.1266608,2021-10-04T17:44:06
315966428,923400,1628174,1628151,1486152,1628,146,-4,142,29,1627588,220,13,0,1980-01-06T03:27:08,1633358668.6870959,2021-10-04T17:44:28
315966453,923400,1653174,1653151,1486152,1653,171,-4,167,33,1648406,237,13,0,1980-01-06T03:27:33,1633358694.137068,2021-10-04T17:44:54
315966478,923400,1678174,1678151,1486152,1678,196,-4,192,38,1674406,252,13,0,1980-01-06T03:27:58,1633358718.935961,2021-10-04T17:45:18
315966504,103900,1703174,1703151,1486152,1703,221,-4,217,43,1700406,11,13,0,1980-01-06T03:28:24,1633358744.2561798,2021-10-04T17:45:44
315966529,103900,1728174,1728151,1486152,1728,246,-4,242,48,1726406,28,13,0,1980-01-06T03:28:49,1633358769.606204,2021-10-04T17:46:09
315966554,103900,1753174,1753151,1486152,1753,271,-4,267,53,1752406,43,13,0,1980-01-06T03:29:14,1633358795.1144688,2021-10-04T17:46:35
315966579,103900,1778174,1778151,1486152,1778,296,-4,292,57,1773185,58,13,0,1980-01-06T03:29:39,1633358820.4830039,2021-10-04T17:47:00
315966604,103900,1803174,1803151,1486152,1803,321,-4,317,62,1799185,75,13,0,1980-01-06T03:30:04,1633358845.292408,2021-10-04T17:47:25
315966629,103900,1828174,1828151,1486152,1828,346,-4,342,67,1825185,90,13,0,1980-01-06T03:30:29,1633358871.479449,2021-10-04T17:47:51
315966654,103900,1853174,1853151,1486152,1853,371,-4,367,72,1851185,105,13,0,1980-01-06T03:30:54,1633358895.5898678,2021-10-04T17:48:15
315966679,103900,1878174,1878151,1486152,1878,396,-4,392,77,1877185,122,13,0,1980-01-06T03:31:19,1633358921.008348,2021-10-04T17:48:41
315966704,103900,1903174,1903151,1486152,1903,421,-4,417,81,1898000,137,13,0,1980-01-06T03:31:44,1633358943.676632,2021-10-04T17:49:03
315966729,103900,1928174,1928151,1486152,1928,446,-4,442,86,1924000,152,13,0,1980-01-06T03:32:09,1633358969.145581,2021-10-04T17:49:29
315966754,103900,1953174,1953151,1486152,1953,471,-4,467,91,1950000,169,13,0,1980-01-06T03:32:34,1633358994.703893,2021-10-04T17:49:54
315966779,103900,1978174,1978151,1486152,1978,496,-4,492,96,1976000,184,13,0,1980-01-06T03:32:59,1633359020.182677,2021-10-04T17:50:20
315966804,234600,2003174,2003151,1486152,2003,521,-4,517,101,2002000,199,13,0,1980-01-06T03:33:24,1633359045.071637,2021-10-04T17:50:45
315966829,234800,2028174,2028151,1486152,2028,546,-4,542,106,2028000,216,13,0,1980-01-06T03:33:49,1633359070.391912,2021-10-04T17:51:10
315966854,234800,2053174,2053151,1486152,2053,571,-4,567,110,2048818,231,13,0,1980-01-06T03:34:14,1633359095.240089,2021-10-04T17:51:35
315966879,234800,2078174,2078151,1486152,2078,596,-4,592,115,2074818,246,13,0,1980-01-06T03:34:39,1633359119.099488,2021-10-04T17:51:59
315966904,234800,2103174,2103151,1486152,2103,621,-4,617,120,2100818,7,13,0,1980-01-06T03:35:04,1633359145.7585368,2021-10-04T17:52:25
315966929,234800,2128174,2128151,1486152,2128,646,-4,642,125,2126818,22,13,0,1980-01-06T03:35:29,1633359169.9872608,2021-10-04T17:52:49
315966954,234800,2153174,2153151,1486152,2153,671,-4,667,130,2152818,37,13,0,1980-01-06T03:35:54,1633359194.746485,2021-10-04T17:53:14
315966979,234800,2178174,2178151,1486152,2178,696,-4,692,134,2173588,54,13,0,1980-01-06T03:36:19,1633359220.126128,2021-10-04T17:53:40
315967004,450600,2203174,2203151,1486152,2203,721,-4,717,139,2199588,69,13,0,1980-01-06T03:36:44,1633359245.4247608,2021-10-04T17:54:05
315967029,450600,2228174,2228151,1486152,2228,746,-4,742,144,2225588,84,13,0,1980-01-06T03:37:09,1633359270.274176,2021-10-04T17:54:30
315967054,450600,2253174,2253151,1486152,2253,771,-4,767,149,2251588,101,13,0,1980-01-06T03:37:34,1633359295.683065,2021-10-04T17:54:55
315967079,450600,2278174,2278151,1486152,2278,796,-4,792,154,2277588,116,13,0,1980-01-06T03:37:59,1633359320.3549209,2021-10-04T17:55:20
315967104,566300,2303174,2303151,1486152,2303,821,-4,817,158,2298406,131,13,0,1980-01-06T03:38:24,1633359345.7922568,2021-10-04T17:55:45
315967129,566300,2328174,2328151,1486152,2328,846,-4,842,163,2324406,148,13,0,1980-01-06T03:38:49,1633359371.10158,2021-10-04T17:56:11
315967154,566300,2353174,2353151,1486152,2353,871,-4,867,168,2350406,163,13,0,1980-01-06T03:39:14,1633359393.690441,2021-10-04T17:56:33
315967179,566300,2378174,2378151,1486152,2378,896,-4,892,173,2376406,178,13,0,1980-01-06T03:39:39,1633359418.97078,2021-10-04T17:56:58
315967204,693400,2403174,2403151,1486152,2403,921,-4,917,178,2402406,195,13,0,1980-01-06T03:40:04,1633359443.879269,2021-10-04T17:57:23
315967229,693400,2428174,2428151,1486152,2428,946,-4,942,182,2423185,210,13,0,1980-01-06T03:40:29,1633359469.338608,2021-10-04T17:57:49
315967254,693400,2453174,2453151,1486152,2453,971,-4,967,187,2449185,225,13,0,1980-01-06T03:40:54,1633359494.1386878,2021-10-04T17:58:14
315967279,693400,2478174,2478151,1486152,2478,996,-4,992,192,2475185,242,13,0,1980-01-06T03:41:19,1633359519.4475448,2021-10-04T17:58:39
315967304,693400,2503174,2503151,1486152,2503,1021,-4,1017,197,2501185,1,13,0,1980-01-06T03:41:44,1633359544.8372998,2021-10-04T17:59:04
315967329,693400,2528174,2528151,1486152,2528,1046,-4,1042,202,2527185,16,13,0,1980-01-06T03:42:09,1633359569.6969929,2021-10-04T17:59:29
315967354,693400,2553174,2553151,1486152,2553,1071,-4,1067,206,2548000,33,13,0,1980-01-06T03:42:34,1633359595.0259368,2021-10-04T17:59:55
315967379,693400,2578174,2578151,1486152,2578,1096,-4,1092,211,2574000,48,13,0,1980-01-06T03:42:59,1633359619.7554889,2021-10-04T18:00:19
315967404,933700,2603174,2603151,1486152,2603,1121,-4,1117,216,2600000,63,13,0,1980-01-06T03:43:24,1633359645.12556,2021-10-04T18:00:45
315967429,933700,2628174,2628151,1486152,2628,1146,-4,1142,221,2626000,80,13,0,1980-01-06T03:43:49,1633359670.404368,2021-10-04T18:01:10
315967454,933700,2653174,2653151,1486152,2653,1171,-4,1167,226,2652000,95,13,0,1980-01-06T03:44:14,1633359695.213865,2021-10-04T18:01:35
315967479,933700,2678174,2678151,1486152,2678,1196,-4,1192,231,2678000,110,13,0,1980-01-06T03:44:39,1633359720.5344489,2021-10-04T18:02:00
315967505,51200,2703174,2703151,1486152,2703,1221,-4,1217,235,2698818,127,13,0,1980-01-06T03:45:05,1633359745.203593,2021-10-04T18:02:25
315967530,51200,2728174,2728151,1486152,2728,1246,-4,1242,240,2724818,142,13,0,1980-01-06T03:45:30,1633359770.6936119,2021-10-04T18:02:50
315967555,51200,2753174,2753151,1486152,2753,1271,-4,1267,245,2750818,157,13,0,1980-01-06T03:45:55,1633359796.1028519,2021-10-04T18:03:16
315967580,51200,2778174,2778151,1486152,2778,1296,-4,1292,250,2776818,174,13,0,1980-01-06T03:46:20,1633359818.581816,2021-10-04T18:03:38
315967605,51200,2803174,2803151,1486152,2803,1321,-4,1317,255,2802818,189,13,0,1980-01-06T03:46:45,1633359843.9219449,2021-10-04T18:04:03
315967630,51200,2828174,2828151,1486152,2828,1346,-4,1342,259,2823588,204,13,0,1980-01-06T03:47:10,1633359869.1708648,2021-10-04T18:04:29
315967655,51200,2853174,2853151,1486152,2853,1371,-4,1367,264,2849588,221,13,0,1980-01-06T03:47:35,1633359893.8805199,2021-10-04T18:04:53
315967680,51200,2878174,2878151,1486152,2878,1396,-4,1392,269,2875588,236,13,0,1980-01-06T03:48:00,1633359919.21064,2021-10-04T18:05:19
315967705,51200,2903174,2903151,1486152,2903,1421,-4,1417,274,2901588,251,13,0,1980-01-06T03:48:25,1633359944.4903839,2021-10-04T18:05:44
315967730,51200,2928174,2928151,1486152,2928,1446,-4,1442,279,2927588,12,13,0,1980-01-06T03:48:50,1633359969.359297,2021-10-04T18:06:09
315967755,51200,2953174,2953151,1486152,2953,1471,-4,1467,283,2948406,27,13,0,1980-01-06T03:49:15,1633359994.730105,2021-10-04T18:06:34
315967780,51200,2978174,2978151,1486152,2978,1496,-4,1492,288,2974406,42,13,0,1980-01-06T03:49:40,1633360019.5485408,2021-10-04T18:06:59
315967805,317600,3003174,3003151,1486152,3003,1521,-4,1517,293,3000406,59,13,0,1980-01-06T03:50:05,1633360044.928541,2021-10-04T18:07:24
315967830,317600,3028174,3028151,1486152,3028,1546,-4,1542,298,3026406,74,13,0,1980-01-06T03:50:30,1633360070.2179449,2021-10-04T18:07:50
315967855,317600,3053174,3053151,1486152,3053,1571,-4,1567,303,3052406,89,13,0,1980-01-06T03:50:55,1633360094.9780328,2021-10-04T18:08:14
315967880,317600,3078174,3078151,1486152,3078,1596,-4,1592,307,3073185,106,13,0,1980-01-06T03:51:20,1633360120.327157,2021-10-04T18:08:40
315967905,317600,3103174,3103151,1486152,3103,1621,-4,1617,312,3099185,121,13,0,1980-01-06T03:51:45,1633360145.036828,2021-10-04T18:09:05
315967930,317600,3128174,3128151,1486152,3128,1646,-4,1642,317,3125185,136,13,0,1980-01-06T03:52:10,1633360170.456696,2021-10-04T18:09:30
315967955,317600,3153174,3153151,1486152,3153,1671,-4,1667,322,3151185,153,13,0,1980-01-06T03:52:35,1633360195.676493,2021-10-04T18:09:55
315967980,317600,3178174,3178151,1486152,3178,1696,-4,1692,327,3177185,168,13,0,1980-01-06T03:53:00,1633360220.350005,2021-10-04T18:10:20
315968005,431200,3203174,3203151,1486152,3203,1721,-4,1717,331,3198000,183,13,0,1980-01-06T03:53:25,1633360245.5762649,2021-10-04T18:10:45
315968030,431200,3228174,3228151,1486152,3228,1746,-4,1742,336,3224000,200,13,0,1980-01-06T03:53:50,1633360270.935976,2021-10-04T18:11:10
315968055,431200,3253174,3253151,1486152,3253,1771,-4,1767,341,3250000,215,13,0,1980-01-06T03:54:15,1633360293.574813,2021-10-04T18:11:33
315968080,431200,3278174,3278151,1486152,3278,1796,-4,1792,346,3276000,230,13,0,1980-01-06T03:54:40,1633360318.9149928,2021-10-04T18:11:58
315968105,561100,3303174,3303151,1486152,3303,1821,-4,1817,351,3302000,247,13,0,1980-01-06T03:55:05,1633360344.344276,2021-10-04T18:12:24
