time_s,time_us,time_steady,iTOW,fTOW,week,gpsFix,flags,ecefX,ecefY,ecefZ,pAcc,ecefVX,ecefVY,ecefVZ,sAcc,pDOP,reserved1,numSV,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian,lat,lon,h
315964811,97000,11095,11000,0,0,0,64,637813700,0,0,649519040,0,0,0,2151,9999,0,0,215,11,0,1980-01-06T03:00:11,1633362586.371532,2021-10-04T18:49:46,0.0,0.0,0.0
315964815,92000,15086,15000,0,0,0,64,637813700,0,0,649519040,0,0,0,2264,9999,0,0,64,11,0,1980-01-06T03:00:15,1633362591.37152,2021-10-04T18:49:51,0.0,0.0,0.0
315964823,102000,23088,23000,0,0,0,64,637813700,0,0,649519040,0,0,0,2475,9999,0,0,9,11,0,1980-01-06T03:00:23,1633362599.4112759,2021-10-04T18:49:59,0.0,0.0,0.0
315964828,107000,28087,28000,0,0,0,64,637813700,0,0,649519040,0,0,0,2598,9999,0,0,137,11,0,1980-01-06T03:00:28,1633362603.841264,2021-10-04T18:50:03,0.0,0.0,0.0
315964836,130000,36102,36000,0,0,0,64,637813700,0,0,649519040,0,0,0,2784,9999,0,0,88,11,0,1980-01-06T03:00:36,1633362616.5808768,2021-10-04T18:50:16,0.0,0.0,0.0
315964843,132000,43098,43000,0,0,0,64,637813700,0,0,649519040,0,0,0,2937,9999,0,0,12,11,0,1980-01-06T03:00:43,1633362618.9810798,2021-10-04T18:50:18,0.0,0.0,0.0
315964848,136000,48097,48000,0,0,0,64,637813700,0,0,649519040,0,0,0,3041,9999,0,0,140,11,0,1980-01-06T03:00:48,1633362624.620705,2021-10-04T18:50:24,0.0,0.0,0.0
315964853,140000,53095,53000,0,0,0,64,637813700,0,0,649519040,0,0,0,3142,9999,0,0,11,11,0,1980-01-06T03:00:53,1633362629.570988,2021-10-04T18:50:29,0.0,0.0,0.0
315964862,185000,62132,62000,0,0,0,64,637813700,0,0,649519104,0,0,0,3317,9999,0,0,244,11,0,1980-01-06T03:01:02,1633362637.482272,2021-10-04T18:50:37,0.0,0.0,0.0
315964866,166000,66108,66000,0,0,0,64,637813700,0,0,649519104,0,0,0,3391,9999,0,0,89,11,0,1980-01-06T03:01:06,1633362642.510989,2021-10-04T18:50:42,0.0,0.0,0.0
315964870,146000,70085,70000,0,0,0,64,637813700,0,0,649519104,0,0,0,3464,9999,0,0,189,11,0,1980-01-06T03:01:10,1633362648.140492,2021-10-04T18:50:48,0.0,0.0,0.0
315964875,151000,75085,75000,0,0,0,64,637813700,0,0,649519104,0,0,0,3553,9999,0,0,60,11,0,1980-01-06T03:01:15,1633362650.4917839,2021-10-04T18:50:50,0.0,0.0,0.0
315964879,194000,79124,79000,0,0,0,64,637813700,0,0,649519104,0,0,0,3623,9999,0,0,166,11,0,1980-01-06T03:01:19,1633362655.5007448,2021-10-04T18:50:55,0.0,0.0,0.0
315964884,198000,84122,84000,0,0,0,64,637813700,0,0,649519104,0,0,0,3708,9999,0,0,37,11,0,1980-01-06T03:01:24,1633362661.15058,2021-10-04T18:51:01,0.0,0.0,0.0
315964888,179000,88100,88000,0,0,0,64,637813700,0,0,649519104,0,0,0,3775,9999,0,0,138,11,0,1980-01-06T03:01:28,1633362663.520452,2021-10-04T18:51:03,0.0,0.0,0.0
315964893,184000,93099,93000,0,0,0,64,637813700,0,0,649519168,0,0,0,3857,9999,0,0,9,11,0,1980-01-06T03:01:33,1633362668.5119128,2021-10-04T18:51:08,0.0,0.0,0.0
315964897,214000,97125,97000,0,0,0,64,637813700,0,0,649519168,0,0,0,3921,9999,0,0,110,11,0,1980-01-06T03:01:37,1633362674.090644,2021-10-04T18:51:14,0.0,0.0,0.0
315964906,215000,106117,106000,0,0,0,64,637813700,0,0,649519232,0,0,0,4062,9999,0,0,87,11,0,1980-01-06T03:01:46,1633362681.530376,2021-10-04T18:51:21,0.0,0.0,0.0
315964910,198000,110097,110000,0,0,0,64,637813700,0,0,649519232,0,0,0,4123,9999,0,0,187,11,0,1980-01-06T03:01:50,1633362687.140368,2021-10-04T18:51:27,0.0,0.0,0.0
315964915,203000,115096,115000,0,0,0,64,637813700,0,0,649519232,0,0,0,4198,9999,0,0,58,11,0,1980-01-06T03:01:55,1633362691.560093,2021-10-04T18:51:31,0.0,0.0,0.0
315964919,234000,119123,119000,0,0,0,64,637813700,0,0,649519232,0,0,0,4257,9999,0,0,159,11,0,1980-01-06T03:01:59,1633362694.560181,2021-10-04T18:51:34,0.0,0.0,0.0
315964924,201000,124086,124000,0,0,0,64,637813700,0,0,649519232,0,0,0,4330,9999,0,0,34,11,0,1980-01-06T03:02:04,1633362700.1502678,2021-10-04T18:51:40,0.0,0.0,0.0
315964929,206000,129085,129000,0,0,0,64,637813700,0,0,649519232,0,0,0,4402,9999,0,0,161,11,0,1980-01-06T03:02:09,1633362705.210345,2021-10-04T18:51:45,0.0,0.0,0.0
315964933,235000,133111,133000,0,0,0,64,637813700,0,0,649519296,0,0,0,4458,9999,0,0,7,11,0,1980-01-06T03:02:13,1633362710.889781,2021-10-04T18:51:50,0.0,0.0,0.0
315964939,214000,139083,139000,0,0,0,64,637813700,0,0,649519296,0,0,0,4541,9999,0,0,160,11,0,1980-01-06T03:02:19,1633362716.500277,2021-10-04T18:51:56,0.0,0.0,0.0
315964943,244000,143109,143000,0,0,0,64,637813700,0,0,649519360,0,0,0,4596,9999,0,0,5,11,0,1980-01-06T03:02:23,1633362718.860157,2021-10-04T18:51:58,0.0,0.0,0.0
315964948,248000,148109,148000,0,0,0,64,637813700,0,0,649519360,0,0,0,4664,9999,0,0,132,11,0,1980-01-06T03:02:28,1633362724.4798129,2021-10-04T18:52:04,0.0,0.0,0.0
315964953,253000,153109,153000,0,0,0,64,637813700,0,0,649519424,0,0,0,4730,9999,0,0,3,11,0,1980-01-06T03:02:33,1633362729.470185,2021-10-04T18:52:09,0.0,0.0,0.0
315964957,249000,157100,157000,0,0,0,64,637813700,0,0,649519424,0,0,0,4783,9999,0,0,109,11,0,1980-01-06T03:02:37,1633362734.449885,2021-10-04T18:52:14,0.0,0.0,0.0
315964962,254000,162101,162000,0,0,0,64,637813700,0,0,649519424,0,0,0,4848,9999,0,0,237,11,0,1980-01-06T03:02:42,1633362737.420457,2021-10-04T18:52:17,0.0,0.0,0.0
315964967,260000,167102,167000,0,0,0,64,637813700,0,0,649519488,0,0,0,4912,9999,0,0,108,11,0,1980-01-06T03:02:47,1633362743.0200999,2021-10-04T18:52:23,0.0,0.0,0.0
315964971,241000,171078,171000,0,0,0,64,637813700,0,0,649519488,0,0,0,4962,9999,0,0,208,11,0,1980-01-06T03:02:51,1633362747.4600248,2021-10-04T18:52:27,0.0,0.0,0.0
315964975,283000,175117,175000,0,0,0,64,637813700,0,0,649519488,0,0,0,5012,9999,0,0,58,11,0,1980-01-06T03:02:55,1633362753.0599039,2021-10-04T18:52:33,0.0,0.0,0.0
315964980,289000,180118,180000,0,0,0,64,637813700,0,0,649519552,0,0,0,5074,9999,0,0,185,11,0,1980-01-06T03:03:00,1633362756.5893998,2021-10-04T18:52:36,0.0,0.0,0.0
315964985,294000,185118,185000,0,0,0,64,637813700,0,0,649519616,0,0,0,5136,9999,0,0,57,11,0,1980-01-06T03:03:05,1633362760.959545,2021-10-04T18:52:40,0.0,0.0,0.0
315964989,275000,189094,189000,0,0,0,64,637813700,0,0,649519680,0,0,0,5184,9999,0,0,157,11,0,1980-01-06T03:03:09,1633362766.019397,2021-10-04T18:52:46,0.0,0.0,0.0
315964994,279000,194094,194000,0,0,0,64,637813700,0,0,649519680,0,0,0,5244,9999,0,0,28,11,0,1980-01-06T03:03:14,1633362771.620893,2021-10-04T18:52:51,0.0,0.0,0.0
315964998,273000,198084,198000,0,0,0,64,637813700,0,0,649519680,0,0,0,5292,9999,0,0,133,11,0,1980-01-06T03:03:18,1633362774.59966,2021-10-04T18:52:54,0.0,0.0,0.0
315965003,274000,203083,203000,0,0,0,64,637813700,0,0,649519744,0,0,0,5350,9999,0,0,4,11,0,1980-01-06T03:03:23,1633362779.619904,2021-10-04T18:52:59,0.0,0.0,0.0
315965008,273000,208082,208000,0,0,0,64,637813700,0,0,649519744,0,0,0,5408,9999,0,0,131,11,0,1980-01-06T03:03:28,1633362787.299597,2021-10-04T18:53:07,0.0,0.0,0.0
315965012,303000,212109,212000,0,0,0,64,637813700,0,0,649519872,0,0,0,5454,9999,0,0,233,11,0,1980-01-06T03:03:32,1633362789.629492,2021-10-04T18:53:09,0.0,0.0,0.0
315965019,304000,219103,219000,0,0,0,64,637813700,0,0,649519872,0,0,0,5534,9999,0,0,157,11,0,1980-01-06T03:03:39,1633362794.651732,2021-10-04T18:53:14,0.0,0.0,0.0
315965025,330000,225125,225000,0,0,0,64,637813700,0,0,649519936,0,0,0,5601,9999,0,0,54,11,0,1980-01-06T03:03:45,1633362800.8191159,2021-10-04T18:53:20,0.0,0.0,0.0
315965028,286000,228080,228000,0,0,0,64,637813700,0,0,649520000,0,0,0,5635,9999,0,0,128,11,0,1980-01-06T03:03:48,1633362805.8291,2021-10-04T18:53:25,0.0,0.0,0.0
315965038,288000,238083,238000,0,0,0,64,637813700,0,0,649520128,0,0,0,5745,9999,0,0,126,11,0,1980-01-06T03:03:58,1633362814.3995528,2021-10-04T18:53:34,0.0,0.0,0.0
315965043,300000,243095,243000,0,0,0,64,637813700,0,0,649520128,0,0,0,5799,9999,0,0,2,11,0,1980-01-06T03:04:03,1633362820.899333,2021-10-04T18:53:40,0.0,0.0,0.0
315965049,322000,249117,249000,0,0,0,64,637813700,0,0,649520192,0,0,0,5863,9999,0,0,156,11,0,1980-01-06T03:04:09,1633362825.908833,2021-10-04T18:53:45,0.0,0.0,0.0
315965054,321000,254116,254000,0,0,0,64,637813700,0,0,649520320,0,0,0,5916,9999,0,0,27,11,0,1980-01-06T03:04:14,1633362831.4686918,2021-10-04T18:53:51,0.0,0.0,0.0
315965059,321000,259115,259000,0,0,0,64,637813700,0,0,649520320,0,0,0,5969,9999,0,0,154,11,0,1980-01-06T03:04:19,1633362834.398733,2021-10-04T18:53:54,0.0,0.0,0.0
315965063,298000,263093,263000,0,0,0,64,637813700,0,0,649520384,0,0,0,6010,9999,0,0,255,11,0,1980-01-06T03:04:23,1633362839.388813,2021-10-04T18:53:59,0.0,0.0,0.0
315965068,298000,268093,268000,0,0,0,64,637813700,0,0,649520512,0,0,0,6062,9999,0,0,126,11,0,1980-01-06T03:04:28,1633362847.058972,2021-10-04T18:54:07,0.0,0.0,0.0
315965072,338000,272132,272000,0,0,0,64,637813700,0,0,649520576,0,0,0,6103,9999,0,0,232,11,0,1980-01-06T03:04:32,1633362849.4305289,2021-10-04T18:54:09,0.0,0.0,0.0
315965078,298000,278092,278000,0,0,0,64,637813700,0,0,649520640,0,0,0,6164,9999,0,0,124,11,0,1980-01-06T03:04:38,1633362856.438777,2021-10-04T18:54:16,0.0,0.0,0.0
315965086,316000,286110,286000,0,0,0,64,637813700,0,0,649520768,0,0,0,6245,9999,0,0,75,11,0,1980-01-06T03:04:46,1633362862.029816,2021-10-04T18:54:22,0.0,0.0,0.0
315965095,296000,295091,295000,0,0,0,64,637813700,0,0,649520896,0,0,0,6334,9999,0,0,46,11,0,1980-01-06T03:04:55,1633362871.988713,2021-10-04T18:54:31,0.0,0.0,0.0
315965105,306000,305101,305000,0,0,0,64,637813700,0,0,649521024,0,0,0,6432,9999,0,0,49,11,0,1980-01-06T03:05:05,1633362882.628533,2021-10-04T18:54:42,0.0,0.0,0.0
315965110,306000,310100,310000,0,0,0,64,637813700,0,0,649521152,0,0,0,6481,9999,0,0,176,11,0,1980-01-06T03:05:10,1633362887.678413,2021-10-04T18:54:47,0.0,0.0,0.0
315965125,306000,325100,325000,0,0,0,64,637813700,0,0,649521472,0,0,0,6624,9999,0,0,46,11,0,1980-01-06T03:05:25,1633362903.277976,2021-10-04T18:55:03,0.0,0.0,0.0
315965146,327000,346122,346000,0,0,0,64,637813700,0,0,649521920,0,0,0,6819,9999,0,0,70,11,0,1980-01-06T03:05:46,1633362921.832772,2021-10-04T18:55:21,0.0,0.0,0.0
315965150,318000,350113,350000,0,0,0,64,637813700,0,0,649521920,0,0,0,6856,9999,0,0,175,11,0,1980-01-06T03:05:50,1633362928.827513,2021-10-04T18:55:28,0.0,0.0,0.0
315965162,309000,362103,362000,0,0,0,64,637813700,0,0,649522304,0,0,0,6964,9999,0,0,227,11,0,1980-01-06T03:06:02,1633362937.407357,2021-10-04T18:55:37,0.0,0.0,0.0
315965166,288000,366083,366000,0,0,0,64,637813700,0,0,649522368,0,0,0,7000,9999,0,0,72,11,0,1980-01-06T03:06:06,1633362942.486901,2021-10-04T18:55:42,0.0,0.0,0.0
315965199,314000,399109,399000,0,0,0,64,637813700,0,0,649523264,0,0,0,7289,9999,0,0,148,11,0,1980-01-06T03:06:39,1633362976.6967928,2021-10-04T18:56:16,0.0,0.0,0.0
315965205,291000,405085,405000,0,0,0,64,637813700,0,0,649523392,0,0,0,7340,9999,0,0,45,11,0,1980-01-06T03:06:45,1633362983.7381768,2021-10-04T18:56:23,0.0,0.0,0.0
315965242,312000,442106,442000,0,0,0,64,637813700,0,0,649524608,0,0,0,7649,9999,0,0,226,11,0,1980-01-06T03:07:22,1633363018.935281,2021-10-04T18:56:58,0.0,0.0,0.0
315965255,322000,455116,455000,0,0,0,64,637813700,0,0,649525056,0,0,0,7754,9999,0,0,44,11,0,1980-01-06T03:07:35,1633363032.5749369,2021-10-04T18:57:12,0.0,0.0,0.0
315965265,325000,465119,465000,0,0,0,64,637813700,0,0,649525440,0,0,0,7834,9999,0,0,43,11,0,1980-01-06T03:07:45,1633363042.525944,2021-10-04T18:57:22,0.0,0.0,0.0
315965271,301000,471095,471000,0,0,0,64,637813700,0,0,649525696,0,0,0,7882,9999,0,0,196,11,0,1980-01-06T03:07:51,1633363047.484577,2021-10-04T18:57:27,0.0,0.0,0.0
315965276,315000,476109,476000,0,0,0,64,637813700,0,0,649525824,0,0,0,7921,9999,0,0,72,11,0,1980-01-06T03:07:56,1633363052.484781,2021-10-04T18:57:32,0.0,0.0,0.0
315965296,321000,496115,496000,0,0,0,64,637813700,0,0,649526720,0,0,0,8078,9999,0,0,70,11,0,1980-01-06T03:08:16,1633363073.2542958,2021-10-04T18:57:53,0.0,0.0,0.0
315965321,293000,521087,521000,0,0,0,64,637813700,0,0,649527872,0,0,0,8269,9999,0,0,199,11,0,1980-01-06T03:08:41,1633363096.7644079,2021-10-04T18:58:16,0.0,0.0,0.0
315965327,317000,527111,527000,0,0,0,64,637813700,0,0,649528128,0,0,0,8314,9999,0,0,97,11,0,1980-01-06T03:08:47,1633363102.363657,2021-10-04T18:58:22,0.0,0.0,0.0
315965331,296000,531090,531000,0,0,0,64,637813700,0,0,649528320,0,0,0,8344,9999,0,0,198,11,0,1980-01-06T03:08:51,1633363109.365296,2021-10-04T18:58:29,0.0,0.0,0.0
315965337,319000,537113,537000,0,0,0,64,637813700,0,0,649528576,0,0,0,8389,9999,0,0,96,11,0,1980-01-06T03:08:57,1633363116.383785,2021-10-04T18:58:36,0.0,0.0,0.0
315965345,325000,545119,545000,0,0,0,64,637813700,0,0,649529024,0,0,0,8448,9999,0,0,42,11,0,1980-01-06T03:09:05,1633363121.943112,2021-10-04T18:58:41,0.0,0.0,0.0
315965349,317000,549111,549000,0,0,0,64,637813700,0,0,649529216,0,0,0,8478,9999,0,0,148,11,0,1980-01-06T03:09:09,1633363124.9236798,2021-10-04T18:58:44,0.0,0.0,0.0
315965354,318000,554112,554000,0,0,0,64,637813700,0,0,649529472,0,0,0,8515,9999,0,0,19,11,0,1980-01-06T03:09:14,1633363131.883492,2021-10-04T18:58:51,0.0,0.0,0.0
315965361,315000,561109,561000,0,0,0,64,637813700,0,0,649530048,0,0,0,8566,9999,0,0,199,11,0,1980-01-06T03:09:21,1633363139.443112,2021-10-04T18:58:59,0.0,0.0,0.0
315965364,320000,564114,564000,0,0,0,64,637813700,0,0,649530368,0,0,0,8588,9999,0,0,18,11,0,1980-01-06T03:09:24,1633363146.462728,2021-10-04T18:59:06,0.0,0.0,0.0
315965372,291000,572085,572000,0,0,0,64,637813700,0,0,649531008,0,0,0,8646,9999,0,0,224,11,0,1980-01-06T03:09:32,1633363149.433425,2021-10-04T18:59:09,0.0,0.0,0.0
315965379,323000,579117,579000,0,0,0,64,637813700,0,0,649531648,0,0,0,8696,9999,0,0,144,11,0,1980-01-06T03:09:39,1633363155.0129719,2021-10-04T18:59:15,0.0,0.0,0.0
315965383,315000,583109,583000,0,0,0,64,637813700,0,0,649532032,0,0,0,8725,9999,0,0,250,11,0,1980-01-06T03:09:43,1633363160.0027568,2021-10-04T18:59:20,0.0,0.0,0.0
315965388,316000,588110,588000,0,0,0,64,637813700,0,0,649532480,0,0,0,8761,9999,0,0,121,11,0,1980-01-06T03:09:48,1633363164.982724,2021-10-04T18:59:24,0.0,0.0,0.0
315965392,295000,592089,592000,0,0,0,64,637813700,0,0,649532800,0,0,0,8789,9999,0,0,222,11,0,1980-01-06T03:09:52,1633363168.543161,2021-10-04T18:59:28,0.0,0.0,0.0
315965397,296000,597090,597000,0,0,0,64,637813700,0,0,649533248,0,0,0,8825,9999,0,0,93,11,0,1980-01-06T03:09:57,1633363174.9638329,2021-10-04T18:59:34,0.0,0.0,0.0
315965403,319000,603113,603000,0,0,0,64,637813700,0,0,649533824,0,0,0,8867,9999,0,0,248,11,0,1980-01-06T03:10:03,1633363180.5523,2021-10-04T18:59:40,0.0,0.0,0.0
315965408,320000,608113,608000,0,0,0,64,637813700,0,0,649534272,0,0,0,8902,9999,0,0,119,11,0,1980-01-06T03:10:08,1633363187.5520718,2021-10-04T18:59:47,0.0,0.0,0.0
315965412,311000,612105,612000,0,0,0,64,637813700,0,0,649534720,0,0,0,8930,9999,0,0,224,11,0,1980-01-06T03:10:12,1633363190.492269,2021-10-04T18:59:50,0.0,0.0,0.0
315965419,296000,619090,619000,0,0,0,64,637813700,0,0,649535360,0,0,0,8979,9999,0,0,144,11,0,1980-01-06T03:10:19,1633363195.503417,2021-10-04T18:59:55,0.0,0.0,0.0
315965424,297000,624091,624000,0,0,0,64,637813700,0,0,649535872,0,0,0,9014,9999,0,0,15,11,0,1980-01-06T03:10:24,1633363201.1421049,2021-10-04T19:00:01,0.0,0.0,0.0
315965428,288000,628082,628000,0,0,0,64,637813700,0,0,649536256,0,0,0,9042,9999,0,0,120,11,0,1980-01-06T03:10:28,1633363208.221721,2021-10-04T19:00:08,0.0,0.0,0.0
315965433,289000,633083,633000,0,0,0,64,637813700,0,0,649536768,0,0,0,9076,9999,0,0,248,11,0,1980-01-06T03:10:33,1633363211.2124128,2021-10-04T19:00:11,0.0,0.0,0.0
315965441,295000,641089,641000,0,0,0,64,637813700,0,0,649537536,0,0,0,9131,9999,0,0,194,11,0,1980-01-06T03:10:41,1633363218.88194,2021-10-04T19:00:18,0.0,0.0,0.0
315965451,310000,651103,651000,0,0,0,64,637813700,0,0,649538560,0,0,0,9199,9999,0,0,198,11,0,1980-01-06T03:10:51,1633363232.951628,2021-10-04T19:00:32,0.0,0.0,0.0
315965458,294000,658087,658000,0,0,0,64,637813700,0,0,649539328,0,0,0,9247,9999,0,0,117,11,0,1980-01-06T03:10:58,1633363236.471916,2021-10-04T19:00:36,0.0,0.0,0.0
315965465,290000,665084,665000,0,0,0,64,637813700,0,0,649540032,0,0,0,9294,9999,0,0,41,11,0,1980-01-06T03:11:05,1633363240.8428888,2021-10-04T19:00:40,0.0,0.0,0.0
315965469,317000,669111,669000,0,0,0,64,637813700,0,0,649540480,0,0,0,9321,9999,0,0,143,11,0,1980-01-06T03:11:09,1633363248.4816449,2021-10-04T19:00:48,0.0,0.0,0.0
315965481,315000,681109,681000,0,0,0,64,637813700,0,0,649541824,0,0,0,9401,9999,0,0,194,11,0,1980-01-06T03:11:21,1633363258.5222769,2021-10-04T19:00:58,0.0,0.0,0.0
315965487,290000,687084,687000,0,0,0,64,637813700,0,0,649542464,0,0,0,9441,9999,0,0,91,11,0,1980-01-06T03:11:27,1633363265.5429919,2021-10-04T19:01:05,0.0,0.0,0.0
315965495,309000,695102,695000,0,0,0,64,637813700,0,0,649543360,0,0,0,9493,9999,0,0,42,11,0,1980-01-06T03:11:35,1633363273.1708848,2021-10-04T19:01:13,0.0,0.0,0.0
315965498,314000,698107,698000,0,0,0,64,637813700,0,0,649543680,0,0,0,9513,9999,0,0,116,11,0,1980-01-06T03:11:38,1633363280.1909559,2021-10-04T19:01:20,0.0,0.0,0.0
315965506,284000,706078,706000,0,0,0,64,637813700,0,0,649544576,0,0,0,9566,9999,0,0,66,11,0,1980-01-06T03:11:46,1633363283.1210449,2021-10-04T19:01:23,0.0,0.0,0.0
315965512,307000,712100,712000,0,0,0,64,637813700,0,0,649545280,0,0,0,9605,9999,0,0,220,11,0,1980-01-06T03:11:52,1633363290.750876,2021-10-04T19:01:30,0.0,0.0,0.0
315965518,330000,718123,718000,0,0,0,64,637813700,0,0,649545984,0,0,0,9644,9999,0,0,118,11,0,1980-01-06T03:11:58,1633363297.150892,2021-10-04T19:01:37,0.0,0.0,0.0
315965523,282000,723076,723000,0,0,0,64,637813700,0,0,649546624,0,0,0,9676,9999,0,0,244,11,0,1980-01-06T03:12:03,1633363304.750541,2021-10-04T19:01:44,0.0,0.0,0.0
315965530,327000,730120,730000,0,0,0,64,637813700,0,0,649547456,0,0,0,9721,9999,0,0,168,11,0,1980-01-06T03:12:10,1633363308.290861,2021-10-04T19:01:48,0.0,0.0,0.0
315965536,301000,736095,736000,0,0,0,64,637813700,0,0,649548224,0,0,0,9760,9999,0,0,65,11,0,1980-01-06T03:12:16,1633363314.730844,2021-10-04T19:01:54,0.0,0.0,0.0
315965543,285000,743079,743000,0,0,0,64,637813700,0,0,649548992,0,0,0,9804,9999,0,0,240,11,0,1980-01-06T03:12:23,1633363322.340648,2021-10-04T19:02:02,0.0,0.0,0.0
315965551,304000,751097,751000,0,0,0,64,637813700,0,0,649550016,0,0,0,9855,9999,0,0,191,11,0,1980-01-06T03:12:31,1633363330.001744,2021-10-04T19:02:10,0.0,0.0,0.0
315965555,283000,755076,755000,0,0,0,64,637813700,0,0,649550528,0,0,0,9881,9999,0,0,35,11,0,1980-01-06T03:12:35,1633363332.932324,2021-10-04T19:02:12,0.0,0.0,0.0
315965562,327000,762120,762000,0,0,0,64,637813700,0,0,649551424,0,0,0,9925,9999,0,0,216,11,0,1980-01-06T03:12:42,1633363337.91064,2021-10-04T19:02:17,0.0,0.0,0.0
315965566,306000,766099,766000,0,0,0,64,637813700,0,0,649551936,0,0,0,9950,9999,0,0,60,11,0,1980-01-06T03:12:46,1633363345.570473,2021-10-04T19:02:25,0.0,0.0,0.0
315965573,303000,773096,773000,0,0,0,64,637813700,0,0,649552832,0,0,0,9994,9999,0,0,240,11,0,1980-01-06T03:12:53,1633363352.0097609,2021-10-04T19:02:32,0.0,0.0,0.0
315965577,330000,777123,777000,0,0,0,64,637813700,0,0,649553408,0,0,0,10019,9999,0,0,85,11,0,1980-01-06T03:12:57,1633363355.5302489,2021-10-04T19:02:35,0.0,0.0,0.0
315965585,300000,785093,785000,0,0,0,64,637813700,0,0,649554432,0,0,0,10069,9999,0,0,35,11,0,1980-01-06T03:13:05,1633363362.5410519,2021-10-04T19:02:42,0.0,0.0,0.0
315965590,301000,790094,790000,0,0,0,64,637813700,0,0,649555072,0,0,0,10100,9999,0,0,162,11,0,1980-01-06T03:13:10,1633363369.640432,2021-10-04T19:02:49,0.0,0.0,0.0
