time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965013,260000,214079,13.4375,92,12,3,1980-01-06T03:03:33,1633357256.5748398,2021-10-04T17:20:56
315965020,287000,221076,13.4375,184,12,3,1980-01-06T03:03:40,1633357263.356009,2021-10-04T17:21:03
315965027,11000,228080,13.5,14,12,3,1980-01-06T03:03:47,1633357270.1548998,2021-10-04T17:21:10
315965035,311000,236079,13.3125,106,12,3,1980-01-06T03:03:55,1633357276.935525,2021-10-04T17:21:16
315965041,72000,242080,13.1875,178,12,3,1980-01-06T03:04:01,1633357283.1852598,2021-10-04T17:21:23
315965048,94000,249077,13.0625,255,12,3,1980-01-06T03:04:08,1633357289.985285,2021-10-04T17:21:29
315965055,126000,256079,12.875,61,12,3,1980-01-06T03:04:15,1633357296.7857969,2021-10-04T17:21:36
315965061,193000,262080,12.75,116,12,3,1980-01-06T03:04:21,1633357302.9755719,2021-10-04T17:21:42
315965068,216000,269076,12.6875,180,12,3,1980-01-06T03:04:28,1633357311.856281,2021-10-04T17:21:51
315965075,245000,276079,12.5,242,12,3,1980-01-06T03:04:35,1633357318.645565,2021-10-04T17:21:58
315965082,271000,283079,12.3125,50,12,3,1980-01-06T03:04:42,1633357325.4260879,2021-10-04T17:22:05
315965089,297000,290078,12.0625,112,12,3,1980-01-06T03:04:49,1633357331.6261399,2021-10-04T17:22:11
315965096,17000,297078,11.9375,176,12,3,1980-01-06T03:04:56,1633357338.385428,2021-10-04T17:22:18
315965102,82000,303078,11.6875,230,12,3,1980-01-06T03:05:02,1633357344.5859568,2021-10-04T17:22:24
315965109,106000,310077,11.4375,36,12,3,1980-01-06T03:05:09,1633357351.415817,2021-10-04T17:22:31
315965115,173000,316078,11.1875,90,12,3,1980-01-06T03:05:15,1633357358.1658719,2021-10-04T17:22:38
315965123,206000,324079,10.875,162,12,3,1980-01-06T03:05:23,1633357364.936173,2021-10-04T17:22:44
315965137,258000,338077,10.3125,32,12,3,1980-01-06T03:05:37,1633357380.636304,2021-10-04T17:23:00
315965144,286000,345079,10.0,96,12,3,1980-01-06T03:05:44,1633357386.777621,2021-10-04T17:23:06
315965151,308000,352076,9.8125,164,12,3,1980-01-06T03:05:51,1633357393.567488,2021-10-04T17:23:13
315965158,31000,359078,9.5625,228,12,3,1980-01-06T03:05:58,1633357400.376525,2021-10-04T17:23:20
315965165,56000,366078,9.3125,39,12,3,1980-01-06T03:06:05,1633357407.2068129,2021-10-04T17:23:27
315965171,122000,372077,9.125,118,12,3,1980-01-06T03:06:11,1633357414.0265439,2021-10-04T17:23:34
315965178,149000,379121,9.0,239,12,3,1980-01-06T03:06:18,1633357420.30592,2021-10-04T17:23:40
315965185,173000,386078,8.875,72,12,3,1980-01-06T03:06:25,1633357427.087996,2021-10-04T17:23:47
315965192,204000,393079,8.75,171,12,3,1980-01-06T03:06:32,1633357433.246248,2021-10-04T17:23:53
315965199,226000,400079,8.625,27,12,3,1980-01-06T03:06:39,1633357442.1561608,2021-10-04T17:24:02
315965206,286000,407079,8.4375,96,12,3,1980-01-06T03:06:46,1633357448.956089,2021-10-04T17:24:08
315965213,309000,414077,8.375,165,12,3,1980-01-06T03:06:53,1633357456.3366249,2021-10-04T17:24:16
315965220,335000,421077,8.3125,234,12,3,1980-01-06T03:07:00,1633357462.537637,2021-10-04T17:24:22
315965227,360000,428079,8.125,42,12,3,1980-01-06T03:07:07,1633357469.3264968,2021-10-04T17:24:29
315965234,85000,435079,7.8125,104,12,3,1980-01-06T03:07:14,1633357476.159569,2021-10-04T17:24:36
315965241,105000,442077,7.5625,168,12,3,1980-01-06T03:07:21,1633357482.3861768,2021-10-04T17:24:42
315965247,169000,448079,7.3125,222,12,3,1980-01-06T03:07:27,1633357489.216356,2021-10-04T17:24:49
315965255,150000,456077,6.9375,38,12,3,1980-01-06T03:07:35,1633357498.1064248,2021-10-04T17:24:58
315965269,192000,470078,6.5625,164,12,3,1980-01-06T03:07:49,1633357511.766324,2021-10-04T17:25:11
315965275,250000,476076,6.5,218,12,3,1980-01-06T03:07:55,1633357517.946301,2021-10-04T17:25:17
315965282,272000,483076,6.375,24,12,3,1980-01-06T03:08:02,1633357524.696452,2021-10-04T17:25:24
315965288,40000,489082,6.25,81,12,3,1980-01-06T03:08:08,1633357530.90652,2021-10-04T17:25:30
315965296,22000,497081,6.1875,155,12,3,1980-01-06T03:08:16,1633357537.746393,2021-10-04T17:25:37
315965303,38000,504076,6.125,13,12,3,1980-01-06T03:08:23,1633357544.586736,2021-10-04T17:25:44
315965310,97000,511079,6.125,75,12,3,1980-01-06T03:08:30,1633357554.046473,2021-10-04T17:25:54
315965316,155000,517077,6.125,129,12,3,1980-01-06T03:08:36,1633357560.297029,2021-10-04T17:26:00
315965324,181000,525080,6.0625,249,12,3,1980-01-06T03:08:44,1633357567.066977,2021-10-04T17:26:07
