time_s,time_us,time_steady,temperature,pressure,humidity,altitude,seq,srcSystem,srcComponent,time_gregorian
315966988,212300,2187152,-38.25270637049689,30000.0,15.950114475250928,9177.1826171875,149,13,1,1980-01-06T03:36:28
315966989,212300,2188152,-37.3925321234701,30000.0,15.910898067297522,9177.1826171875,159,13,1,1980-01-06T03:36:29
315966990,212300,2189152,-37.39601976171316,30000.0,15.911037836443398,9177.1826171875,170,13,1,1980-01-06T03:36:30
315966991,212300,2190152,-38.43786626393994,30000.0,15.952226324538,9177.1826171875,182,13,1,1980-01-06T03:36:31
315966992,212300,2191152,-37.4664066132158,30000.0,15.903468510481408,9177.1826171875,192,13,1,1980-01-06T03:36:32
315966993,212300,2192152,-38.44928021728665,30000.0,15.942334611905617,9177.1826171875,202,13,1,1980-01-06T03:36:33
315966994,212300,2193152,-38.300581654083885,30000.0,15.936475273386748,9177.1826171875,214,13,1,1980-01-06T03:36:34
315966995,212300,2194152,-37.436920236297716,30000.0,15.90748200910825,9177.1826171875,225,13,1,1980-01-06T03:36:35
315966996,212300,2195152,-37.440407872790004,30000.0,15.907613996029763,9177.1826171875,235,13,1,1980-01-06T03:36:36
315966997,212300,2196152,-38.41472129846386,30000.0,15.940974417835031,9177.1826171875,247,13,1,1980-01-06T03:36:37
315966998,212300,2197152,-38.31484911768894,30000.0,15.94221889579512,9177.1826171875,1,13,1,1980-01-06T03:36:38
315966999,212300,2198152,-38.54946930010192,30000.0,15.946274020381534,9177.1826171875,11,13,1,1980-01-06T03:36:39
315967000,212300,2199152,-38.303752201750626,30000.0,15.931431741400768,9177.1826171875,24,13,1,1980-01-06T03:36:40
315967001,428100,2200152,-37.59037611182555,30000.0,15.892835750269706,9177.1826171875,34,13,1,1980-01-06T03:36:41
315967002,428100,2201152,-37.56723092451348,30000.0,15.891919719650717,9177.1826171875,44,13,1,1980-01-06T03:36:42
315967003,428100,2202152,-37.53964692624265,30000.0,15.890817080558879,9177.1826171875,56,13,1,1980-01-06T03:36:43
315967004,428100,2203152,-38.41598951590711,30000.0,15.920329147000357,9177.1826171875,66,13,1,1980-01-06T03:36:44
315967005,428100,2204152,-37.542817501194236,30000.0,15.885764417170588,9177.1826171875,77,13,1,1980-01-06T03:36:45
315967006,428100,2205152,-38.463864711085535,30000.0,15.917042118980383,9177.1826171875,89,13,1,1980-01-06T03:36:46
315967007,428100,2206152,-38.65282880454388,30000.0,15.919313989228995,9177.1826171875,99,13,1,1980-01-06T03:36:47
315967008,428100,2207152,-37.602424289124585,30000.0,15.882949197927228,9177.1826171875,109,13,1,1980-01-06T03:36:48
