time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian
0,632000,668,-2.227935791015625,8.107999801635742,0,12,0,1970-01-01T03:00:00
1,272000,5156,-0.965972900390625,8.272000312805176,36,12,0,1970-01-01T03:00:01
4,949000,5166,-0.7459716796875,8.267999649047852,40,12,0,1970-01-01T03:00:04
5,589000,5832,-0.792938232421875,8.284000396728516,50,12,0,1970-01-01T03:00:05
6,228000,6498,-0.792022705078125,8.288000106811523,76,12,0,1970-01-01T03:00:06
315964804,132000,7165,-0.7869873046875,8.288000106811523,103,12,0,1980-01-06T03:00:04
315964804,774000,7834,-0.963958740234375,8.251999855041504,106,12,0,1980-01-06T03:00:04
315964805,414000,8500,-0.7049560546875,8.295999526977539,114,12,0,1980-01-06T03:00:05
315964806,54000,9167,-0.699005126953125,8.272000312805176,134,12,0,1980-01-06T03:00:06
315964806,696000,9836,-0.9239501953125,8.263999938964844,136,12,0,1980-01-06T03:00:06
315964807,336000,10503,-2.160919189453125,8.104000091552734,161,12,0,1980-01-06T03:00:07
315964807,976000,11170,-2.609893798828125,8.04800033569336,186,12,0,1980-01-06T03:00:07
315964808,618000,11838,-2.15789794921875,8.107999801635742,188,12,0,1980-01-06T03:00:08
315964809,258000,12505,-2.129974365234375,8.112000465393066,222,12,0,1980-01-06T03:00:09
315964809,898000,13172,-2.112945556640625,8.116000175476074,230,12,0,1980-01-06T03:00:09
315964810,540000,13840,-2.394927978515625,8.079999923706055,232,12,0,1980-01-06T03:00:10
315964811,179000,14507,-2.389892578125,8.079999923706055,240,12,0,1980-01-06T03:00:11
315964811,819000,15173,-2.377899169921875,8.079999923706055,248,12,0,1980-01-06T03:00:11
315964812,461000,15842,-2.075958251953125,8.112000465393066,250,12,0,1980-01-06T03:00:12
315964813,408000,16508,-2.240936279296875,8.12399959564209,2,12,0,1980-01-06T03:00:13
315964814,47000,17174,-2.353912353515625,8.107999801635742,10,12,0,1980-01-06T03:00:14
315964814,689000,17843,-2.062957763671875,8.119999885559082,12,12,0,1980-01-06T03:00:14
315964815,329000,18509,-2.06396484375,8.119999885559082,20,12,0,1980-01-06T03:00:15
315964815,969000,19176,-2.056915283203125,8.12399959564209,28,12,0,1980-01-06T03:00:15
315964816,611000,19845,-1.524993896484375,8.156000137329102,30,12,0,1980-01-06T03:00:16
315964817,250000,20511,-1.759918212890625,8.156000137329102,38,12,0,1980-01-06T03:00:17
315964817,890000,21177,-1.76092529296875,8.15999984741211,46,12,0,1980-01-06T03:00:17
315964818,532000,21846,-1.75396728515625,8.15999984741211,48,12,0,1980-01-06T03:00:18
315964819,171000,22512,-1.76495361328125,8.15999984741211,56,12,0,1980-01-06T03:00:19
315964819,811000,23178,-1.733917236328125,8.15999984741211,64,12,0,1980-01-06T03:00:19
315964820,453000,23847,-1.490936279296875,8.196000099182129,66,12,0,1980-01-06T03:00:20
315964821,404000,24513,-1.48992919921875,8.008000373840332,74,12,0,1980-01-06T03:00:21
315964822,44000,29742,-2.88995361328125,8.01200008392334,179,12,0,1980-01-06T03:00:22
315964826,432000,29751,-1.772918701171875,8.156000137329102,183,12,0,1980-01-06T03:00:26
315964827,73000,30419,-1.492950439453125,8.196000099182129,195,12,0,1980-01-06T03:00:27
315964827,715000,31088,-1.47894287109375,8.192000389099121,201,12,0,1980-01-06T03:00:27
315964828,355000,31755,-1.483978271484375,8.192000389099121,218,12,0,1980-01-06T03:00:28
315964828,994000,32421,-1.781982421875,8.156000137329102,226,12,0,1980-01-06T03:00:28
315964829,637000,33090,-1.778961181640625,8.152000427246094,232,12,0,1980-01-06T03:00:29
315964830,276000,33756,-1.7779541015625,8.156000137329102,236,12,0,1980-01-06T03:00:30
315964830,916000,34422,-1.7779541015625,8.156000137329102,244,12,0,1980-01-06T03:00:30
315964831,971000,35092,-1.477935791015625,8.180000305175781,250,12,0,1980-01-06T03:00:31
315964832,610000,35758,-1.542938232421875,8.196000099182129,6,12,0,1980-01-06T03:00:32
315964833,250000,36424,-1.47198486328125,8.196000099182129,14,12,0,1980-01-06T03:00:33
315964833,889000,37089,-1.47491455078125,8.199999809265137,20,12,0,1980-01-06T03:00:33
315964834,532000,37759,-1.4739990234375,8.196000099182129,24,12,0,1980-01-06T03:00:34
315964835,171000,38425,-1.472991943359375,8.184000015258789,32,12,0,1980-01-06T03:00:35
315964835,814000,39095,-1.554931640625,8.156000137329102,38,12,0,1980-01-06T03:00:35
