time_s,time_us,time_steady,rx_packet_start_cnt,rx_packet_done_cnt,rx_cmds_start_cnt,rx_cmds_done_cnt,rx_drops_start_cnt,rx_drops_done_cnt,tx_psize_start_cnt,tx_psize_done_cnt,tx_packet_start_cnt,tx_packet_done_cnt,tx_zeroes_start_cnt,tx_zeroes_done_cnt,tx_empty_buffer_cnt,tx_overruns_cnt,cmds_get_size_cnt,cmds_get_packet_cnt,cmds_set_packet_cnt,cmds_invalid_cnt,restarts_cnt,berr_cnt,arlo_cnt,ovf_cnt,af_cnt,btf_cnt,tx_wrong_size_cnt,rx_wrong_size_cnt,seq,srcSystem,srcComponent,time_gregorian
315964917,287000,119807,104,104,3744,3744,0,0,1376,1376,1376,1376,0,0,888,34,2264,1376,104,0,1,0,0,0,887,0,0,0,131,13,0,1980-01-06T03:01:57
315964920,287000,122807,107,107,3840,3840,0,0,1411,1411,1411,1411,0,0,911,34,2322,1411,107,0,1,0,0,0,910,0,0,0,166,13,0,1980-01-06T03:02:00
315964923,287000,125807,109,109,3937,3937,0,0,1447,1447,1447,1447,0,0,934,34,2381,1447,109,0,1,0,0,0,933,0,0,0,202,13,0,1980-01-06T03:02:03
315964926,287000,128807,112,112,4036,4036,0,0,1483,1483,1483,1483,0,0,958,34,2441,1483,112,0,1,0,0,0,957,0,0,0,238,13,0,1980-01-06T03:02:06
315964929,287000,131807,115,115,4132,4132,0,0,1518,1518,1518,1518,0,0,981,34,2499,1518,115,0,1,0,0,0,980,0,0,0,17,13,0,1980-01-06T03:02:09
315964932,287000,134807,118,118,4230,4230,0,0,1554,1554,1554,1554,0,0,1004,34,2558,1554,118,0,1,0,0,0,1003,0,0,0,53,13,0,1980-01-06T03:02:12
315964935,287000,137807,120,120,4325,4325,0,0,1589,1589,1589,1589,0,0,1027,34,2616,1589,120,0,1,0,0,0,1026,0,0,0,88,13,0,1980-01-06T03:02:15
315964938,287000,140807,123,123,4423,4423,0,0,1625,1625,1625,1625,0,0,1050,34,2675,1625,123,0,1,0,0,0,1049,0,0,0,124,13,0,1980-01-06T03:02:18
315964941,287000,143807,126,126,4522,4522,0,0,1661,1661,1661,1661,0,0,1074,34,2735,1661,126,0,1,0,0,0,1073,0,0,0,160,13,0,1980-01-06T03:02:21
315964944,287000,146807,128,128,4617,4617,0,0,1696,1696,1696,1696,0,0,1097,34,2793,1696,128,0,1,0,0,0,1096,0,0,0,195,13,0,1980-01-06T03:02:24
315964947,287000,149807,131,131,4715,4715,0,0,1732,1732,1732,1732,0,0,1120,34,2852,1732,131,0,1,0,0,0,1119,0,0,0,231,13,0,1980-01-06T03:02:27
315964950,287000,152807,134,134,4812,4812,0,0,1767,1767,1767,1767,0,0,1144,34,2911,1767,134,0,1,0,0,0,1143,0,0,0,10,13,0,1980-01-06T03:02:30
315964953,287000,155807,136,136,4909,4909,0,0,1803,1803,1803,1803,0,0,1167,34,2970,1803,136,0,1,0,0,0,1166,0,0,0,46,13,0,1980-01-06T03:02:33
315964956,287000,158807,139,139,5007,5007,0,0,1839,1839,1839,1839,0,0,1190,34,3029,1839,139,0,1,0,0,0,1189,0,0,0,82,13,0,1980-01-06T03:02:36
315964959,287000,161807,142,142,5104,5104,0,0,1874,1874,1874,1874,0,0,1214,34,3088,1874,142,0,1,0,0,0,1213,0,0,0,117,13,0,1980-01-06T03:02:39
315964962,287000,164807,145,145,5202,5202,0,0,1910,1910,1910,1910,0,0,1237,34,3147,1910,145,0,1,0,0,0,1236,0,0,0,153,13,0,1980-01-06T03:02:42
315964965,287000,167807,147,147,5297,5297,0,0,1945,1945,1945,1945,0,0,1260,34,3205,1945,147,0,1,0,0,0,1259,0,0,0,188,13,0,1980-01-06T03:02:45
315964968,287000,170807,150,150,5395,5395,0,0,1981,1981,1981,1981,0,0,1283,34,3264,1981,150,0,1,0,0,0,1282,0,0,0,224,13,0,1980-01-06T03:02:48
315964971,287000,173807,153,153,5494,5494,0,0,2017,2017,2017,2017,0,0,1307,34,3324,2017,153,0,1,0,0,0,1306,0,0,0,4,13,0,1980-01-06T03:02:51
315964974,287000,176807,155,155,5589,5589,0,0,2052,2052,2052,2052,0,0,1330,34,3382,2052,155,0,1,0,0,0,1329,0,0,0,39,13,0,1980-01-06T03:02:54
315964977,287000,179807,158,158,5688,5688,0,0,2088,2088,2088,2088,0,0,1354,34,3442,2088,158,0,1,0,0,0,1353,0,0,0,75,13,0,1980-01-06T03:02:57
315964980,287000,182807,161,161,5784,5784,0,0,2123,2123,2123,2123,0,0,1377,34,3500,2123,161,0,1,0,0,0,1376,0,0,0,110,13,0,1980-01-06T03:03:00
315964983,287000,185807,164,164,5882,5882,0,0,2159,2159,2159,2159,0,0,1400,34,3559,2159,164,0,1,0,0,0,1399,0,0,0,146,13,0,1980-01-06T03:03:03
315964986,287000,188807,166,166,5979,5979,0,0,2195,2195,2195,2195,0,0,1423,34,3618,2195,166,0,1,0,0,0,1422,0,0,0,182,13,0,1980-01-06T03:03:06
315964989,287000,191807,169,169,6076,6076,0,0,2230,2230,2230,2230,0,0,1447,34,3677,2230,169,0,1,0,0,0,1446,0,0,0,217,13,0,1980-01-06T03:03:09
315964992,287000,194807,172,172,6174,6174,0,0,2266,2266,2266,2266,0,0,1470,34,3736,2266,172,0,1,0,0,0,1469,0,0,0,253,13,0,1980-01-06T03:03:12
315964995,287000,197807,174,174,6269,6269,0,0,2301,2301,2301,2301,0,0,1493,34,3794,2301,174,0,1,0,0,0,1492,0,0,0,32,13,0,1980-01-06T03:03:15
315965000,187400,200807,177,177,6367,6367,0,0,2337,2337,2337,2337,0,0,1516,34,3853,2337,177,0,1,0,0,0,1515,0,0,0,68,13,0,1980-01-06T03:03:20
315965003,187400,203807,180,180,6466,6466,0,0,2373,2373,2373,2373,0,0,1540,34,3913,2373,180,0,1,0,0,0,1539,0,0,0,104,13,0,1980-01-06T03:03:23
315965006,187400,206807,183,183,6562,6562,0,0,2408,2408,2408,2408,0,0,1563,34,3971,2408,183,0,1,0,0,0,1562,0,0,0,139,13,0,1980-01-06T03:03:26
315965009,187400,209807,185,185,6659,6659,0,0,2444,2444,2444,2444,0,0,1586,34,4030,2444,185,0,1,0,0,0,1585,0,0,0,175,13,0,1980-01-06T03:03:29
315965012,187400,212807,188,188,6756,6756,0,0,2479,2479,2479,2479,0,0,1610,34,4089,2479,188,0,1,0,0,0,1609,0,0,0,210,13,0,1980-01-06T03:03:32
315965015,187400,215807,191,191,6854,6854,0,0,2515,2515,2515,2515,0,0,1633,34,4148,2515,191,0,1,0,0,0,1632,0,0,0,246,13,0,1980-01-06T03:03:35
315965018,187400,218807,193,193,6951,6951,0,0,2551,2551,2551,2551,0,0,1656,34,4207,2551,193,0,1,0,0,0,1655,0,0,0,26,13,0,1980-01-06T03:03:38
315965021,187400,221807,196,196,7048,7048,0,0,2586,2586,2586,2586,0,0,1680,34,4266,2586,196,0,1,0,0,0,1679,0,0,0,61,13,0,1980-01-06T03:03:41
315965024,187400,224807,199,199,7146,7146,0,0,2622,2622,2622,2622,0,0,1703,34,4325,2622,199,0,1,0,0,0,1702,0,0,0,97,13,0,1980-01-06T03:03:44
315965027,187400,227807,201,201,7241,7241,0,0,2657,2657,2657,2657,0,0,1726,34,4383,2657,201,0,1,0,0,0,1725,0,0,0,132,13,0,1980-01-06T03:03:47
315965030,187400,230807,204,204,7340,7340,0,0,2693,2693,2693,2693,0,0,1750,34,4443,2693,204,0,1,0,0,0,1749,0,0,0,168,13,0,1980-01-06T03:03:50
315965033,187400,233807,207,207,7438,7438,0,0,2729,2729,2729,2729,0,0,1773,34,4502,2729,207,0,1,0,0,0,1772,0,0,0,204,13,0,1980-01-06T03:03:53
315965036,187400,236807,210,210,7534,7534,0,0,2764,2764,2764,2764,0,0,1796,34,4560,2764,210,0,1,0,0,0,1795,0,0,0,239,13,0,1980-01-06T03:03:56
315965039,187400,239807,212,212,7631,7631,0,0,2800,2800,2800,2800,0,0,1819,34,4619,2800,212,0,1,0,0,0,1818,0,0,0,19,13,0,1980-01-06T03:03:59
315965042,187400,242807,215,215,7727,7727,0,0,2835,2835,2835,2835,0,0,1842,34,4677,2835,215,0,1,0,0,0,1841,0,0,0,54,13,0,1980-01-06T03:04:02
315965045,187400,245807,218,218,7826,7826,0,0,2871,2871,2871,2871,0,0,1866,34,4737,2871,218,0,1,0,0,0,1865,0,0,0,90,13,0,1980-01-06T03:04:05
315965048,187400,248807,220,220,7923,7923,0,0,2907,2907,2907,2907,0,0,1889,34,4796,2907,220,0,1,0,0,0,1888,0,0,0,126,13,0,1980-01-06T03:04:08
315965051,187400,251807,223,223,8019,8019,0,0,2942,2942,2942,2942,0,0,1912,34,4854,2942,223,0,1,0,0,0,1911,0,0,0,161,13,0,1980-01-06T03:04:11
