time_s,time_us,time_steady,rx_packet_start_cnt,rx_packet_done_cnt,rx_cmds_start_cnt,rx_cmds_done_cnt,rx_drops_start_cnt,rx_drops_done_cnt,tx_psize_start_cnt,tx_psize_done_cnt,tx_packet_start_cnt,tx_packet_done_cnt,tx_zeroes_start_cnt,tx_zeroes_done_cnt,tx_empty_buffer_cnt,tx_overruns_cnt,cmds_get_size_cnt,cmds_get_packet_cnt,cmds_set_packet_cnt,cmds_invalid_cnt,restarts_cnt,berr_cnt,arlo_cnt,ovf_cnt,af_cnt,btf_cnt,tx_wrong_size_cnt,rx_wrong_size_cnt,seq,srcSystem,srcComponent,time_gregorian
5,496100,5785,1,1,51,51,0,0,23,23,23,23,0,0,4,34,27,23,1,0,1,0,0,0,3,0,0,0,58,13,0,1970-01-01T03:00:05
315964805,782600,8785,4,4,150,150,0,0,59,59,59,59,0,0,28,34,87,59,4,0,1,0,0,0,27,0,0,0,94,13,0,1980-01-06T03:00:05
315964808,782500,11785,6,6,245,245,0,0,94,94,94,94,0,0,51,34,145,94,6,0,1,0,0,0,50,0,0,0,129,13,0,1980-01-06T03:00:08
315964811,782500,14785,9,9,344,344,0,0,130,130,130,130,0,0,75,34,205,130,9,0,1,0,0,0,74,0,0,0,165,13,0,1980-01-06T03:00:11
315964814,782600,17785,12,12,440,440,0,0,165,165,165,165,0,0,98,34,263,165,12,0,1,0,0,0,97,0,0,0,200,13,0,1980-01-06T03:00:14
6,806700,5807,1,1,51,51,0,0,23,23,23,23,0,0,4,34,27,23,1,0,1,0,0,0,3,0,0,0,58,13,0,1970-01-01T03:00:06
315964830,105700,8807,3,3,149,149,0,0,59,59,59,59,0,0,28,34,87,59,3,0,1,0,0,0,27,0,0,0,94,13,0,1980-01-06T03:00:30
315964833,105700,11807,6,6,245,245,0,0,94,94,94,94,0,0,51,34,145,94,6,0,1,0,0,0,50,0,0,0,129,13,0,1980-01-06T03:00:33
315964836,105700,14807,9,9,343,343,0,0,130,130,130,130,0,0,74,34,204,130,9,0,1,0,0,0,73,0,0,0,165,13,0,1980-01-06T03:00:36
315964839,105700,17807,11,11,439,439,0,0,165,165,165,165,0,0,98,34,263,165,11,0,1,0,0,0,97,0,0,0,200,13,0,1980-01-06T03:00:39
315964842,105700,20807,14,14,537,537,0,0,201,201,201,201,0,0,121,34,322,201,14,0,1,0,0,0,120,0,0,0,236,13,0,1980-01-06T03:00:42
315964845,105700,23807,17,17,635,635,0,0,237,237,237,237,0,0,144,34,381,237,17,0,1,0,0,0,143,0,0,0,16,13,0,1980-01-06T03:00:45
315964848,105700,26807,19,19,730,730,0,0,272,272,272,272,0,0,167,34,439,272,19,0,1,0,0,0,166,0,0,0,51,13,0,1980-01-06T03:00:48
315964851,105700,29807,22,22,828,828,0,0,308,308,308,308,0,0,190,34,498,308,22,0,1,0,0,0,189,0,0,0,87,13,0,1980-01-06T03:00:51
6,806700,5807,0,0,50,50,0,0,23,23,23,23,0,0,4,34,27,23,0,0,1,0,0,0,3,0,0,0,58,13,0,1970-01-01T03:00:06
315964861,867900,8807,2,2,147,147,0,0,59,59,59,59,0,0,27,34,86,59,2,0,1,0,0,0,26,0,0,0,94,13,0,1980-01-06T03:01:01
315964864,867900,11807,5,5,243,243,0,0,94,94,94,94,0,0,50,34,144,94,5,0,1,0,0,0,49,0,0,0,129,13,0,1980-01-06T03:01:04
315964867,867900,14807,8,8,342,342,0,0,130,130,130,130,0,0,74,34,204,130,8,0,1,0,0,0,73,0,0,0,165,13,0,1980-01-06T03:01:07
315964870,867900,17807,11,11,438,438,0,0,165,165,165,165,0,0,97,34,262,165,11,0,1,0,0,0,96,0,0,0,200,13,0,1980-01-06T03:01:10
315964873,867900,20807,13,13,535,535,0,0,201,201,201,201,0,0,120,34,321,201,13,0,1,0,0,0,119,0,0,0,236,13,0,1980-01-06T03:01:13
315964876,867900,23807,16,16,633,633,0,0,237,237,237,237,0,0,143,34,380,237,16,0,1,0,0,0,142,0,0,0,16,13,0,1980-01-06T03:01:16
315964879,867900,26807,19,19,729,729,0,0,272,272,272,272,0,0,166,34,438,272,19,0,1,0,0,0,165,0,0,0,51,13,0,1980-01-06T03:01:19
315964882,867900,29807,21,21,826,826,0,0,308,308,308,308,0,0,189,34,497,308,21,0,1,0,0,0,188,0,0,0,87,13,0,1980-01-06T03:01:22
315964885,867900,32807,24,24,923,923,0,0,343,343,343,343,0,0,213,34,556,343,24,0,1,0,0,0,212,0,0,0,122,13,0,1980-01-06T03:01:25
315964888,867900,35807,27,27,1021,1021,0,0,379,379,379,379,0,0,236,34,615,379,27,0,1,0,0,0,235,0,0,0,158,13,0,1980-01-06T03:01:28
315964891,867900,38807,30,30,1119,1119,0,0,415,415,415,415,0,0,259,34,674,415,30,0,1,0,0,0,258,0,0,0,194,13,0,1980-01-06T03:01:31
315964894,867900,41807,32,32,1214,1214,0,0,450,450,450,450,0,0,282,34,732,450,32,0,1,0,0,0,281,0,0,0,229,13,0,1980-01-06T03:01:34
315964897,867900,44807,35,35,1312,1312,0,0,486,486,486,486,0,0,305,34,791,486,35,0,1,0,0,0,304,0,0,0,9,13,0,1980-01-06T03:01:37
315964900,867900,47807,38,38,1408,1408,0,0,521,521,521,521,0,0,328,34,849,521,38,0,1,0,0,0,327,0,0,0,44,13,0,1980-01-06T03:01:40
315964903,867900,50807,40,40,1505,1505,0,0,557,557,557,557,0,0,351,34,908,557,40,0,1,0,0,0,350,0,0,0,80,13,0,1980-01-06T03:01:43
315964909,593900,53807,43,43,1603,1603,0,0,593,593,593,593,0,0,374,34,967,593,43,0,1,0,0,0,373,0,0,0,116,13,0,1980-01-06T03:01:49
315964912,593900,56807,46,46,1699,1699,0,0,628,628,628,628,0,0,397,34,1025,628,46,0,1,0,0,0,396,0,0,0,151,13,0,1980-01-06T03:01:52
315964915,593900,59807,49,49,1797,1797,0,0,664,664,664,664,0,0,420,34,1084,664,49,0,1,0,0,0,419,0,0,0,187,13,0,1980-01-06T03:01:55
315964918,593900,62807,51,51,1893,1893,0,0,699,699,699,699,0,0,444,34,1143,699,51,0,1,0,0,0,443,0,0,0,222,13,0,1980-01-06T03:01:58
315964921,593900,65807,54,54,1991,1991,0,0,735,735,735,735,0,0,467,34,1202,735,54,0,1,0,0,0,466,0,0,0,2,13,0,1980-01-06T03:02:01
315964924,593900,68807,57,57,2089,2089,0,0,771,771,771,771,0,0,490,34,1261,771,57,0,1,0,0,0,489,0,0,0,38,13,0,1980-01-06T03:02:04
315964927,593900,71807,59,59,2184,2184,0,0,806,806,806,806,0,0,513,34,1319,806,59,0,1,0,0,0,512,0,0,0,73,13,0,1980-01-06T03:02:07
5,725200,4725,0,0,6,6,0,0,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,1,0,0,4,14,13,0,1970-01-01T03:00:05
315964932,5700,8073,2,2,93,93,0,0,37,37,37,37,0,0,13,10,50,37,2,4,1,0,0,0,12,0,0,4,48,13,0,1980-01-06T03:02:12
315964941,5700,11073,4,4,191,191,0,0,73,73,73,73,0,0,37,10,110,73,4,4,1,0,0,0,36,0,0,4,84,13,0,1980-01-06T03:02:21
315964944,5700,14073,7,7,287,287,0,0,108,108,108,108,0,0,60,10,168,108,7,4,1,0,0,0,59,0,0,4,119,13,0,1980-01-06T03:02:24
315964947,5700,17073,10,10,385,385,0,0,144,144,144,144,0,0,83,10,227,144,10,4,1,0,0,0,82,0,0,4,155,13,0,1980-01-06T03:02:27
315964950,5700,20073,12,12,480,480,0,0,179,179,179,179,0,0,106,10,285,179,12,4,1,0,0,0,105,0,0,4,190,13,0,1980-01-06T03:02:30
315964953,5700,23073,15,15,578,578,0,0,215,215,215,215,0,0,129,10,344,215,15,4,1,0,0,0,128,0,0,4,226,13,0,1980-01-06T03:02:33
315964956,5700,26073,18,18,677,677,0,0,251,251,251,251,0,0,153,10,404,251,18,4,1,0,0,0,152,0,0,4,6,13,0,1980-01-06T03:02:36
315964959,5700,29073,21,21,773,773,0,0,286,286,286,286,0,0,176,10,462,286,21,4,1,0,0,0,175,0,0,4,41,13,0,1980-01-06T03:02:39
315964962,5700,32073,23,23,870,870,0,0,322,322,322,322,0,0,199,10,521,322,23,4,1,0,0,0,198,0,0,4,77,13,0,1980-01-06T03:02:42
315964965,5700,35073,26,26,966,966,0,0,357,357,357,357,0,0,222,10,579,357,26,4,1,0,0,0,221,0,0,4,112,13,0,1980-01-06T03:02:45
315964968,5700,38073,29,29,1064,1064,0,0,393,393,393,393,0,0,245,10,638,393,29,4,1,0,0,0,244,0,0,4,148,13,0,1980-01-06T03:02:48
315964971,5700,41073,31,31,1162,1162,0,0,429,429,429,429,0,0,269,10,698,429,31,4,1,0,0,0,268,0,0,4,184,13,0,1980-01-06T03:02:51
5,518200,5807,1,1,51,51,0,0,23,23,23,23,0,0,4,34,27,23,1,0,1,0,0,0,3,0,0,0,58,13,0,1970-01-01T03:00:05
315964806,286600,8807,4,4,150,150,0,0,59,59,59,59,0,0,28,34,87,59,4,0,1,0,0,0,27,0,0,0,94,13,0,1980-01-06T03:00:06
315964809,286600,11807,6,6,246,246,0,0,94,94,94,94,0,0,52,34,146,94,6,0,1,0,0,0,51,0,0,0,129,13,0,1980-01-06T03:00:09
315964812,286600,14807,9,9,344,344,0,0,130,130,130,130,0,0,75,34,205,130,9,0,1,0,0,0,74,0,0,0,165,13,0,1980-01-06T03:00:12
315964815,286600,17807,12,12,440,440,0,0,165,165,165,165,0,0,98,34,263,165,12,0,1,0,0,0,97,0,0,0,200,13,0,1980-01-06T03:00:15
5,518100,5807,1,1,51,51,0,0,23,23,23,23,0,0,4,34,27,23,1,0,1,0,0,0,3,0,0,0,58,13,0,1970-01-01T03:00:05
315964806,286500,8807,4,4,150,150,0,0,59,59,59,59,0,0,28,34,87,59,4,0,1,0,0,0,27,0,0,0,94,13,0,1980-01-06T03:00:06
315964809,286500,11807,6,6,246,246,0,0,94,94,94,94,0,0,52,34,146,94,6,0,1,0,0,0,51,0,0,0,129,13,0,1980-01-06T03:00:09
315964812,286500,14807,9,9,344,344,0,0,130,130,130,130,0,0,75,34,205,130,9,0,1,0,0,0,74,0,0,0,165,13,0,1980-01-06T03:00:12
315964815,286500,17807,12,12,440,440,0,0,165,165,165,165,0,0,98,34,263,165,12,0,1,0,0,0,97,0,0,0,200,13,0,1980-01-06T03:00:15
5,518000,5807,1,1,51,51,0,0,23,23,23,23,0,0,4,34,27,23,1,0,1,0,0,0,3,0,0,0,58,13,0,1970-01-01T03:00:05
315964806,286300,8807,4,4,150,150,0,0,59,59,59,59,0,0,28,34,87,59,4,0,1,0,0,0,27,0,0,0,94,13,0,1980-01-06T03:00:06
5,517900,5807,1,1,51,51,0,0,23,23,23,23,0,0,4,34,27,23,1,0,1,0,0,0,3,0,0,0,58,13,0,1970-01-01T03:00:05
315964806,286200,8807,4,4,150,150,0,0,59,59,59,59,0,0,28,34,87,59,4,0,1,0,0,0,27,0,0,0,94,13,0,1980-01-06T03:00:06
5,517800,5807,1,1,51,51,0,0,23,23,23,23,0,0,4,34,27,23,1,0,1,0,0,0,3,0,0,0,58,13,0,1970-01-01T03:00:05
315964806,286200,8807,4,4,150,150,0,0,59,59,59,59,0,0,28,34,87,59,4,0,1,0,0,0,27,0,0,0,94,13,0,1980-01-06T03:00:06
5,517800,5807,1,1,51,51,0,0,23,23,23,23,0,0,4,34,27,23,1,0,1,0,0,0,3,0,0,0,58,13,0,1970-01-01T03:00:05
315964806,286200,8807,4,4,150,150,0,0,59,59,59,59,0,0,28,34,87,59,4,0,1,0,0,0,27,0,0,0,94,13,0,1980-01-06T03:00:06
5,517700,5807,1,1,51,51,0,0,23,23,23,23,0,0,4,34,27,23,1,0,1,0,0,0,3,0,0,0,58,13,0,1970-01-01T03:00:05
315964806,286000,8807,4,4,150,150,0,0,59,59,59,59,0,0,28,34,87,59,4,0,1,0,0,0,27,0,0,0,94,13,0,1980-01-06T03:00:06
5,517600,5807,1,1,51,51,0,0,23,23,23,23,0,0,4,34,27,23,1,0,1,0,0,0,3,0,0,0,58,13,0,1970-01-01T03:00:05
315964806,285900,8807,4,4,150,150,0,0,59,59,59,59,0,0,28,34,87,59,4,0,1,0,0,0,27,0,0,0,94,13,0,1980-01-06T03:00:06
5,517500,5807,1,1,51,51,0,0,23,23,23,23,0,0,4,34,27,23,1,0,1,0,0,0,3,0,0,0,58,13,0,1970-01-01T03:00:05
315964806,285900,8807,4,4,150,150,0,0,59,59,59,59,0,0,28,34,87,59,4,0,1,0,0,0,27,0,0,0,94,13,0,1980-01-06T03:00:06
5,518700,5807,1,1,51,51,0,0,23,23,23,23,0,0,4,34,27,23,1,0,1,0,0,0,3,0,0,0,58,13,0,1970-01-01T03:00:05
315964806,287000,8807,4,4,150,150,0,0,59,59,59,59,0,0,28,34,87,59,4,0,1,0,0,0,27,0,0,0,94,13,0,1980-01-06T03:00:06
315964809,287000,11807,6,6,246,246,0,0,94,94,94,94,0,0,52,34,146,94,6,0,1,0,0,0,50,0,0,0,129,13,0,1980-01-06T03:00:09
315964812,287000,14807,9,9,344,344,0,0,130,130,130,130,0,0,75,34,205,130,9,0,1,0,0,0,74,0,0,0,165,13,0,1980-01-06T03:00:12
315964815,287000,17807,12,12,441,441,0,0,165,165,165,165,0,0,99,34,264,165,12,0,1,0,0,0,98,0,0,0,200,13,0,1980-01-06T03:00:15
315964818,287000,20807,14,14,538,538,0,0,201,201,201,201,0,0,122,34,323,201,14,0,1,0,0,0,121,0,0,0,236,13,0,1980-01-06T03:00:18
315964821,287000,23807,17,17,636,636,0,0,237,237,237,237,0,0,145,34,382,237,17,0,1,0,0,0,144,0,0,0,16,13,0,1980-01-06T03:00:21
315964824,287000,26807,20,20,732,732,0,0,272,272,272,272,0,0,168,34,440,272,20,0,1,0,0,0,167,0,0,0,51,13,0,1980-01-06T03:00:24
315964827,287000,29807,23,23,831,831,0,0,308,308,308,308,0,0,192,34,500,308,23,0,1,0,0,0,191,0,0,0,87,13,0,1980-01-06T03:00:27
315964830,287000,32807,25,25,926,926,0,0,343,343,343,343,0,0,215,34,558,343,25,0,1,0,0,0,214,0,0,0,122,13,0,1980-01-06T03:00:30
315964833,287000,35807,28,28,1025,1025,0,0,379,379,379,379,0,0,239,34,618,379,28,0,1,0,0,0,238,0,0,0,158,13,0,1980-01-06T03:00:33
315964836,287000,38807,31,31,1123,1123,0,0,415,415,415,415,0,0,262,34,677,415,31,0,1,0,0,0,261,0,0,0,194,13,0,1980-01-06T03:00:36
315964839,287000,41807,33,33,1219,1219,0,0,450,450,450,450,0,0,286,34,736,450,33,0,1,0,0,0,284,0,0,0,229,13,0,1980-01-06T03:00:39
315964842,287000,44807,36,36,1317,1317,0,0,486,486,486,486,0,0,309,34,795,486,36,0,1,0,0,0,308,0,0,0,9,13,0,1980-01-06T03:00:42
315964845,287000,47807,39,39,1413,1413,0,0,521,521,521,521,0,0,332,34,853,521,39,0,1,0,0,0,331,0,0,0,44,13,0,1980-01-06T03:00:45
315964848,287000,50807,42,42,1511,1511,0,0,557,557,557,557,0,0,355,34,912,557,42,0,1,0,0,0,354,0,0,0,80,13,0,1980-01-06T03:00:48
315964851,287000,53807,44,44,1608,1608,0,0,593,593,593,593,0,0,378,34,971,593,44,0,1,0,0,0,377,0,0,0,116,13,0,1980-01-06T03:00:51
315964854,287000,56807,47,47,1704,1704,0,0,628,628,628,628,0,0,401,34,1029,628,47,0,1,0,0,0,400,0,0,0,151,13,0,1980-01-06T03:00:54
315964857,287000,59807,50,50,1803,1803,0,0,664,664,664,664,0,0,425,34,1089,664,50,0,1,0,0,0,424,0,0,0,187,13,0,1980-01-06T03:00:57
315964860,287000,62807,52,52,1898,1898,0,0,699,699,699,699,0,0,448,34,1147,699,52,0,1,0,0,0,447,0,0,0,222,13,0,1980-01-06T03:01:00
315964863,287000,65807,55,55,1996,1996,0,0,735,735,735,735,0,0,471,34,1206,735,55,0,1,0,0,0,470,0,0,0,2,13,0,1980-01-06T03:01:03
315964866,287000,68807,58,58,2094,2094,0,0,771,771,771,771,0,0,494,34,1265,771,58,0,1,0,0,0,493,0,0,0,38,13,0,1980-01-06T03:01:06
315964869,287000,71807,60,60,2190,2190,0,0,806,806,806,806,0,0,518,34,1324,806,60,0,1,0,0,0,517,0,0,0,73,13,0,1980-01-06T03:01:09
315964872,287000,74807,63,63,2288,2288,0,0,842,842,842,842,0,0,541,34,1383,842,63,0,1,0,0,0,540,0,0,0,109,13,0,1980-01-06T03:01:12
315964875,287000,77807,66,66,2384,2384,0,0,877,877,877,877,0,0,564,34,1441,877,66,0,1,0,0,0,563,0,0,0,144,13,0,1980-01-06T03:01:15
315964878,287000,80807,69,69,2482,2482,0,0,913,913,913,913,0,0,587,34,1500,913,69,0,1,0,0,0,586,0,0,0,180,13,0,1980-01-06T03:01:18
315964881,287000,83807,71,71,2579,2579,0,0,949,949,949,949,0,0,610,34,1559,949,71,0,1,0,0,0,609,0,0,0,216,13,0,1980-01-06T03:01:21
315964884,287000,86807,74,74,2676,2676,0,0,984,984,984,984,0,0,634,34,1618,984,74,0,1,0,0,0,633,0,0,0,251,13,0,1980-01-06T03:01:24
315964887,287000,89807,77,77,2774,2774,0,0,1020,1020,1020,1020,0,0,657,34,1677,1020,77,0,1,0,0,0,656,0,0,0,31,13,0,1980-01-06T03:01:27
315964890,287000,92807,79,79,2869,2869,0,0,1055,1055,1055,1055,0,0,680,34,1735,1055,79,0,1,0,0,0,679,0,0,0,66,13,0,1980-01-06T03:01:30
315964893,287000,95807,82,82,2967,2967,0,0,1091,1091,1091,1091,0,0,703,34,1794,1091,82,0,1,0,0,0,702,0,0,0,102,13,0,1980-01-06T03:01:33
315964896,287000,98807,85,85,3065,3065,0,0,1127,1127,1127,1127,0,0,726,34,1853,1127,85,0,1,0,0,0,725,0,0,0,138,13,0,1980-01-06T03:01:36
315964899,287000,101807,88,88,3161,3161,0,0,1162,1162,1162,1162,0,0,749,34,1911,1162,88,0,1,0,0,0,748,0,0,0,173,13,0,1980-01-06T03:01:39
315964902,287000,104807,90,90,3258,3258,0,0,1198,1198,1198,1198,0,0,772,34,1970,1198,90,0,1,0,0,0,771,0,0,0,209,13,0,1980-01-06T03:01:42
315964905,287000,107807,93,93,3354,3354,0,0,1233,1233,1233,1233,0,0,795,34,2028,1233,93,0,1,0,0,0,794,0,0,0,244,13,0,1980-01-06T03:01:45
315964908,287000,110807,96,96,3452,3452,0,0,1269,1269,1269,1269,0,0,818,34,2087,1269,96,0,1,0,0,0,817,0,0,0,24,13,0,1980-01-06T03:01:48
315964911,287000,113807,98,98,3549,3549,0,0,1305,1305,1305,1305,0,0,841,34,2146,1305,98,0,1,0,0,0,840,0,0,0,60,13,0,1980-01-06T03:01:51
315964914,287000,116807,101,101,3646,3646,0,0,1340,1340,1340,1340,0,0,865,34,2205,1340,101,0,1,0,0,0,864,0,0,0,95,13,0,1980-01-06T03:01:54
