time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian
1,380432,1524,12.5625,6,10,2,1970-01-01T03:00:01
2,380370,2586,12.625,16,10,2,1970-01-01T03:00:02
3,390364,3553,12.625,22,10,2,1970-01-01T03:00:03
4,377779,4522,12.625,32,10,2,1970-01-01T03:00:04
315964802,664178,5517,12.625,42,10,2,1980-01-06T03:00:02
315964803,667233,6543,12.625,52,10,2,1980-01-06T03:00:03
315964804,674000,7596,12.625,58,10,2,1980-01-06T03:00:04
315964805,674107,8543,12.625,68,10,2,1980-01-06T03:00:05
315964806,674151,9544,12.625,78,10,2,1980-01-06T03:00:06
315964807,667749,10596,12.625,84,10,2,1980-01-06T03:00:07
315964808,676774,11537,12.625,94,10,2,1980-01-06T03:00:08
315964809,695034,12564,12.625,104,10,2,1980-01-06T03:00:09
315964810,686815,13546,12.625,110,10,2,1980-01-06T03:00:10
315964811,684131,14546,12.6875,120,10,2,1980-01-06T03:00:11
315964812,687132,15611,12.6875,130,10,2,1980-01-06T03:00:12
315964813,694334,16564,12.6875,136,10,2,1980-01-06T03:00:13
315964814,686767,17545,12.6875,146,10,2,1980-01-06T03:00:14
315964815,686917,18543,12.6875,156,10,2,1980-01-06T03:00:15
315964816,700119,19537,12.6875,162,10,2,1980-01-06T03:00:16
315964817,684000,20610,12.6875,172,10,2,1980-01-06T03:00:17
315964818,694120,21552,12.6875,182,10,2,1980-01-06T03:00:18
315964819,684786,22536,12.6875,188,10,2,1980-01-06T03:00:19
315964820,686762,23528,12.6875,198,10,2,1980-01-06T03:00:20
315964821,686752,24552,12.6875,208,10,2,1980-01-06T03:00:21
315964822,696738,25612,12.6875,214,10,2,1980-01-06T03:00:22
315964823,683999,26573,12.6875,224,10,2,1980-01-06T03:00:23
315964824,690119,27537,12.6875,230,10,2,1980-01-06T03:00:24
315964825,693993,28618,12.6875,240,10,2,1980-01-06T03:00:25
315964826,686759,29555,12.75,246,10,2,1980-01-06T03:00:26
315964827,694117,30563,12.75,0,10,2,1980-01-06T03:00:27
315964828,684171,31535,12.6875,10,10,2,1980-01-06T03:00:28
315964829,726787,32603,12.75,20,10,2,1980-01-06T03:00:29
315964830,724866,33643,12.75,26,10,2,1980-01-06T03:00:30
315964831,716740,34575,12.75,36,10,2,1980-01-06T03:00:31
315964832,714130,35580,12.75,46,10,2,1980-01-06T03:00:32
315964833,706748,36573,12.75,52,10,2,1980-01-06T03:00:33
315964834,716759,37584,12.8125,62,10,2,1980-01-06T03:00:34
315964835,716744,38641,12.75,72,10,2,1980-01-06T03:00:35
315964836,706758,39573,12.8125,78,10,2,1980-01-06T03:00:36
315964837,716442,40572,12.8125,88,10,2,1980-01-06T03:00:37
315964838,715054,41645,12.8125,98,10,2,1980-01-06T03:00:38
315964839,713990,42565,12.8125,104,10,2,1980-01-06T03:00:39
315964840,743997,43594,12.8125,114,10,2,1980-01-06T03:00:40
315964841,734038,44592,12.8125,124,10,2,1980-01-06T03:00:41
315964842,780116,45633,12.875,130,10,2,1980-01-06T03:00:42
315964843,777396,46709,12.875,140,10,2,1980-01-06T03:00:43
315964844,776752,47635,12.875,150,10,2,1980-01-06T03:00:44
315964845,784413,48634,12.875,156,10,2,1980-01-06T03:00:45
315964846,776858,49643,12.875,166,10,2,1980-01-06T03:00:46
315964847,786480,50634,12.9375,176,10,2,1980-01-06T03:00:47
315964848,786739,51722,12.9375,186,10,2,1980-01-06T03:00:48
315964849,796826,52656,13.0,192,10,2,1980-01-06T03:00:49
315964850,800319,53660,13.0,202,10,2,1980-01-06T03:00:50
315964851,835126,54665,13.0,212,10,2,1980-01-06T03:00:51
315964852,817284,55685,13.0,218,10,2,1980-01-06T03:00:52
315964853,816759,56742,13.0,228,10,2,1980-01-06T03:00:53
