time_s,time_us,time_steady,temperature,pressure,altitude,seq,srcSystem,srcComponent,time_gregorian
6,83900,6395,13.050000190734863,142513,-1000.0,65,13,2,1970-01-01T03:00:06
315964804,370300,7395,13.0600004196167,141363,-1000.0,76,13,2,1980-01-06T03:00:04
315964805,370300,8395,13.069999694824219,140237,-1000.0,88,13,2,1980-01-06T03:00:05
315964806,370300,9395,13.069999694824219,139136,-1000.0,101,13,2,1980-01-06T03:00:06
315964807,370300,10395,13.199999809265137,171073,-1000.0,112,13,2,1980-01-06T03:00:07
315964808,370300,11395,13.4399995803833,207353,-1000.0,123,13,2,1980-01-06T03:00:08
315964809,370300,12395,13.460000038146973,209780,-1000.0,136,13,2,1980-01-06T03:00:09
315964810,370300,13395,13.470000267028809,210089,-1000.0,148,13,2,1980-01-06T03:00:10
315964811,370300,14395,13.479999542236328,209953,-1000.0,159,13,2,1980-01-06T03:00:11
315964812,370300,15395,13.5,209740,-1000.0,172,13,2,1980-01-06T03:00:12
315964813,370300,16395,13.520000457763672,209500,-1000.0,183,13,2,1980-01-06T03:00:13
315964814,370300,17395,13.529999732971191,209310,-1000.0,194,13,2,1980-01-06T03:00:14
315964815,370300,18395,13.539999961853027,209155,-1000.0,208,13,2,1980-01-06T03:00:15
2,351300,1373,13.369999885559082,150464,-1000.0,4,13,2,1970-01-01T03:00:02
3,351300,2373,13.420000076293945,148925,-1000.0,15,13,2,1970-01-01T03:00:03
315964827,650300,6373,13.470000267028809,144473,-1000.0,64,13,2,1980-01-06T03:00:27
315964828,650300,7373,13.479999542236328,143398,-1000.0,75,13,2,1980-01-06T03:00:28
315964829,650300,8373,13.489999771118164,142330,-1000.0,87,13,2,1980-01-06T03:00:29
315964830,650300,9373,13.489999771118164,141277,-1000.0,100,13,2,1980-01-06T03:00:30
315964831,650400,10373,13.5,140237,-1000.0,111,13,2,1980-01-06T03:00:31
315964832,650300,11373,13.510000228881836,139288,-1000.0,122,13,2,1980-01-06T03:00:32
315964833,650300,12373,13.520000457763672,138411,-1000.0,135,13,2,1980-01-06T03:00:33
315964834,650300,13373,13.529999732971191,137557,-1000.0,147,13,2,1980-01-06T03:00:34
315964835,650300,14373,13.539999961853027,136719,-1000.0,158,13,2,1980-01-06T03:00:35
315964836,650300,15373,13.539999961853027,135897,-1000.0,171,13,2,1980-01-06T03:00:36
315964837,650300,16373,13.550000190734863,135093,-1000.0,182,13,2,1980-01-06T03:00:37
