time_s,time_us,time_steady,last_report_time,last_good_report_time,reports_counter,bad_reports_counter,last_mistake,ignorance_depth,punishments_counter,last_punishment_time,seq,srcSystem,srcComponent,time_gregorian
315964810,150000,13153,12395,12395,12,0,0,0,0,0,146,13,2,1980-01-06T03:00:10
315964834,474000,13175,13175,13175,61,0,0,0,0,0,146,13,2,1980-01-06T03:00:34
315964866,236200,13175,13175,13175,61,0,0,0,0,0,146,13,2,1980-01-06T03:01:06
315964891,236200,38175,38175,38175,186,0,0,0,0,0,186,13,2,1980-01-06T03:01:31
315964918,962200,63175,63175,63175,311,0,0,0,0,0,228,13,2,1980-01-06T03:01:58
315964945,373000,15440,15440,15440,61,11,1,0,1,5550,136,13,2,1980-01-06T03:02:25
315964970,373000,40440,40440,40440,186,11,1,0,1,5550,176,13,2,1980-01-06T03:02:50
315964810,655200,13175,13175,13175,61,0,0,0,0,0,146,13,2,1980-01-06T03:00:10
315964835,655200,38175,38175,38175,186,0,0,0,0,0,186,13,2,1980-01-06T03:00:35
315964860,655200,63175,63175,63175,311,0,0,0,0,0,228,13,2,1980-01-06T03:01:00
315964885,655200,88175,88175,88175,436,0,0,0,0,0,12,13,2,1980-01-06T03:01:25
315964910,655200,113175,113175,113175,561,0,0,0,0,0,52,13,2,1980-01-06T03:01:50
315964935,655200,138175,138175,138175,686,0,0,0,0,0,94,13,2,1980-01-06T03:02:15
315964960,655200,163175,163175,163175,811,0,0,0,0,0,134,13,2,1980-01-06T03:02:40
315964985,655200,188175,188175,188175,936,0,0,0,0,0,174,13,2,1980-01-06T03:03:05
315965012,555600,213175,213175,213175,1061,0,0,0,0,0,216,13,2,1980-01-06T03:03:32
315965037,555600,238175,238175,238175,1186,0,0,0,0,0,0,13,2,1980-01-06T03:03:57
315965062,555600,263175,263175,263175,1311,0,0,0,0,0,40,13,2,1980-01-06T03:04:22
315965087,555600,288175,288175,288175,1436,0,0,0,0,0,82,13,2,1980-01-06T03:04:47
315965112,555600,313175,313175,313175,1561,0,0,0,0,0,122,13,2,1980-01-06T03:05:12
315965137,555600,338175,338175,338175,1686,0,0,0,0,0,162,13,2,1980-01-06T03:05:37
315965162,555600,363175,363175,363175,1811,0,0,0,0,0,204,13,2,1980-01-06T03:06:02
315965187,555600,388175,388175,388175,1936,0,0,0,0,0,244,13,2,1980-01-06T03:06:27
315965212,555600,413175,413175,413175,2061,0,0,0,0,0,28,13,2,1980-01-06T03:06:52
315964810,654200,13175,13175,13175,61,0,0,0,0,0,146,13,2,1980-01-06T03:00:10
315964835,654200,38175,38175,38175,186,0,0,0,0,0,186,13,2,1980-01-06T03:00:35
315964860,654200,63175,63175,63175,311,0,0,0,0,0,228,13,2,1980-01-06T03:01:00
315964885,654200,88175,88175,88175,436,0,0,0,0,0,12,13,2,1980-01-06T03:01:25
315964910,654200,113175,113175,113175,561,0,0,0,0,0,52,13,2,1980-01-06T03:01:50
315964935,654200,138175,138175,138175,686,0,0,0,0,0,94,13,2,1980-01-06T03:02:15
315964960,654200,163175,163175,163175,811,0,0,0,0,0,134,13,2,1980-01-06T03:02:40
315964985,654200,188175,188175,188175,936,0,0,0,0,0,174,13,2,1980-01-06T03:03:05
315965012,585200,213175,213175,213175,1061,0,0,0,0,0,216,13,2,1980-01-06T03:03:32
315965037,585200,238175,238175,238175,1186,0,0,0,0,0,0,13,2,1980-01-06T03:03:57
315965062,585200,263175,263175,263175,1311,0,0,0,0,0,40,13,2,1980-01-06T03:04:22
315965087,585200,288175,288175,288175,1436,0,0,0,0,0,82,13,2,1980-01-06T03:04:47
315965112,585200,313175,313175,313175,1561,0,0,0,0,0,122,13,2,1980-01-06T03:05:12
315965137,585200,338175,338175,338175,1686,0,0,0,0,0,162,13,2,1980-01-06T03:05:37
315965162,585200,363175,363175,363175,1811,0,0,0,0,0,204,13,2,1980-01-06T03:06:02
315965187,585200,388175,388175,388175,1936,0,0,0,0,0,244,13,2,1980-01-06T03:06:27
315965212,748500,413175,413175,413175,2061,0,0,0,0,0,28,13,2,1980-01-06T03:06:52
315965237,748500,438175,438175,438175,2186,0,0,0,0,0,70,13,2,1980-01-06T03:07:17
315965262,748500,463175,463175,463175,2311,0,0,0,0,0,110,13,2,1980-01-06T03:07:42
315965287,748500,488175,488175,488175,2436,0,0,0,0,0,150,13,2,1980-01-06T03:08:07
315965312,748500,513175,513175,513175,2561,0,0,0,0,0,192,13,2,1980-01-06T03:08:32
315965337,748500,538175,538175,538175,2686,0,0,0,0,0,232,13,2,1980-01-06T03:08:57
315965362,748500,563175,563175,563175,2811,0,0,0,0,0,16,13,2,1980-01-06T03:09:22
315965387,748500,588175,588175,588175,2936,0,0,0,0,0,58,13,2,1980-01-06T03:09:47
