time_s,time_us,time_steady,updated_time_steady,updated_time_from_s,updated_time_from_us,updated_time_from_base,updated_time_to_s,updated_time_to_us,updated_time_to_base,count_of_time_updates,count_of_aggressive_time_updates,imi_time_sync_steady,imi_count_of_syncs,imi_time_s,imi_time_us,imi_time_base,seq,srcSystem,srcComponent,time_gregorian
315965167,748686,368003,297956,315965097,659608,1,315965097,701685,1,3,1,367033,332,315965166,778688,1,81,10,0,1980-01-06T03:06:07
315965168,758669,369013,297956,315965097,659608,1,315965097,701685,1,3,1,368133,333,315965167,879068,1,84,10,0,1980-01-06T03:06:08
315965169,749070,370003,297956,315965097,659608,1,315965097,701685,1,3,1,369233,334,315965168,978709,1,87,10,0,1980-01-06T03:06:09
315965170,758547,371013,297956,315965097,659608,1,315965097,701685,1,3,1,370333,335,315965170,79072,1,90,10,0,1980-01-06T03:06:10
315965171,749361,372004,297956,315965097,659608,1,315965097,701685,1,3,1,371433,336,315965171,179070,1,93,10,0,1980-01-06T03:06:11
315965172,749117,373003,297956,315965097,659608,1,315965097,701685,1,3,1,372543,337,315965172,289070,1,96,10,0,1980-01-06T03:06:12
315965173,748681,374003,297956,315965097,659608,1,315965097,701685,1,3,1,373643,338,315965173,389066,1,99,10,0,1980-01-06T03:06:13
315965174,749066,375003,297956,315965097,659608,1,315965097,701685,1,3,1,374743,339,315965174,489074,1,102,10,0,1980-01-06T03:06:14
315965175,749063,376003,297956,315965097,659608,1,315965097,701685,1,3,1,374743,339,315965174,489074,1,105,10,0,1980-01-06T03:06:15
315965176,749063,377003,297956,315965097,659608,1,315965097,701685,1,3,1,375863,340,315965175,608682,1,108,10,0,1980-01-06T03:06:16
315965177,749062,378003,297956,315965097,659608,1,315965097,701685,1,3,1,377004,341,315965176,749642,1,111,10,0,1980-01-06T03:06:17
315965178,749086,379003,297956,315965097,659608,1,315965097,701685,1,3,1,378103,342,315965177,848974,1,114,10,0,1980-01-06T03:06:18
315965179,749700,380004,297956,315965097,659608,1,315965097,701685,1,3,1,379223,343,315965178,968803,1,117,10,0,1980-01-06T03:06:19
315965180,748678,381003,297956,315965097,659608,1,315965097,701685,1,3,1,380363,344,315965180,109072,1,120,10,0,1980-01-06T03:06:20
315965181,748689,382003,297956,315965097,659608,1,315965097,701685,1,3,1,381463,345,315965181,208650,1,123,10,0,1980-01-06T03:06:21
315965182,749063,383003,297956,315965097,659608,1,315965097,701685,1,3,1,382563,346,315965182,308807,1,126,10,0,1980-01-06T03:06:22
315965183,749109,384003,297956,315965097,659608,1,315965097,701685,1,3,1,383713,347,315965183,458691,1,129,10,0,1980-01-06T03:06:23
315965184,758552,385013,297956,315965097,659608,1,315965097,701685,1,3,1,383713,347,315965183,458691,1,132,10,0,1980-01-06T03:06:24
315965185,758522,386013,297956,315965097,659608,1,315965097,701685,1,3,1,383713,347,315965183,458691,1,135,10,0,1980-01-06T03:06:25
315965186,758604,387013,297956,315965097,659608,1,315965097,701685,1,3,1,383713,347,315965183,458691,1,138,10,0,1980-01-06T03:06:26
315965187,748684,388003,297956,315965097,659608,1,315965097,701685,1,3,1,383713,347,315965183,458691,1,141,10,0,1980-01-06T03:06:27
315965188,749068,389003,297956,315965097,659608,1,315965097,701685,1,3,1,383713,347,315965183,458691,1,144,10,0,1980-01-06T03:06:28
315965189,758535,390013,297956,315965097,659608,1,315965097,701685,1,3,1,389233,352,315965188,979074,1,147,10,0,1980-01-06T03:06:29
315965190,749082,391003,297956,315965097,659608,1,315965097,701685,1,3,1,390333,353,315965190,79058,1,150,10,0,1980-01-06T03:06:30
315965191,758592,392013,297956,315965097,659608,1,315965097,701685,1,3,1,391433,354,315965191,178726,1,153,10,0,1980-01-06T03:06:31
315965192,749066,393003,297956,315965097,659608,1,315965097,701685,1,3,1,392533,355,315965192,278723,1,156,10,0,1980-01-06T03:06:32
315965193,758591,394013,297956,315965097,659608,1,315965097,701685,1,3,1,392533,355,315965192,278723,1,159,10,0,1980-01-06T03:06:33
315965194,758586,395013,297956,315965097,659608,1,315965097,701685,1,3,1,394763,357,315965194,509070,1,162,10,0,1980-01-06T03:06:34
315965195,749078,396003,297956,315965097,659608,1,315965097,701685,1,3,1,395873,358,315965195,619064,1,165,10,0,1980-01-06T03:06:35
315965196,758546,397013,297956,315965097,659608,1,315965097,701685,1,3,1,395873,358,315965195,619064,1,168,10,0,1980-01-06T03:06:36
315965197,748701,398003,297956,315965097,659608,1,315965097,701685,1,3,1,396973,359,315965196,719072,1,171,10,0,1980-01-06T03:06:37
315965198,869631,399003,398762,315965198,507567,1,315965198,628582,1,4,1,398083,360,315965197,828713,1,174,10,0,1980-01-06T03:06:38
315965199,870010,400003,398762,315965198,507567,1,315965198,628582,1,4,1,399183,361,315965199,49615,1,177,10,0,1980-01-06T03:06:39
315965200,870028,401003,398762,315965198,507567,1,315965198,628582,1,4,1,400283,362,315965200,150047,1,180,10,0,1980-01-06T03:06:40
315965201,869641,402003,398762,315965198,507567,1,315965198,628582,1,4,1,400283,362,315965200,150047,1,183,10,0,1980-01-06T03:06:41
315965202,879809,403013,398762,315965198,507567,1,315965198,628582,1,4,1,402483,364,315965202,350013,1,186,10,0,1980-01-06T03:06:42
315965203,870033,404003,398762,315965198,507567,1,315965198,628582,1,4,1,402483,364,315965202,350013,1,189,10,0,1980-01-06T03:06:43
315965204,879479,405013,398762,315965198,507567,1,315965198,628582,1,4,1,404733,366,315965204,600020,1,192,10,0,1980-01-06T03:06:44
315965205,870017,406003,398762,315965198,507567,1,315965198,628582,1,4,1,405833,367,315965205,699639,1,195,10,0,1980-01-06T03:06:45
315965206,869647,407003,398762,315965198,507567,1,315965198,628582,1,4,1,405833,367,315965205,699639,1,198,10,0,1980-01-06T03:06:46
315965207,869988,408003,398762,315965198,507567,1,315965198,628582,1,4,1,405833,367,315965205,699639,1,201,10,0,1980-01-06T03:06:47
315965208,870008,409003,398762,315965198,507567,1,315965198,628582,1,4,1,405833,367,315965205,699639,1,204,10,0,1980-01-06T03:06:48
315965209,879532,410013,398762,315965198,507567,1,315965198,628582,1,4,1,405833,367,315965205,699639,1,207,10,0,1980-01-06T03:06:49
315965210,869956,411003,398762,315965198,507567,1,315965198,628582,1,4,1,410273,371,315965210,140016,1,210,10,0,1980-01-06T03:06:50
315965211,870014,412003,398762,315965198,507567,1,315965198,628582,1,4,1,411373,372,315965211,239742,1,213,10,0,1980-01-06T03:06:51
315965212,869632,413003,398762,315965198,507567,1,315965198,628582,1,4,1,412513,373,315965212,380018,1,216,10,0,1980-01-06T03:06:52
315965213,870013,414003,398762,315965198,507567,1,315965198,628582,1,4,1,413613,374,315965213,480010,1,219,10,0,1980-01-06T03:06:53
315965214,879618,415013,398762,315965198,507567,1,315965198,628582,1,4,1,414733,375,315965214,599618,1,222,10,0,1980-01-06T03:06:54
315965215,869980,416003,398762,315965198,507567,1,315965198,628582,1,4,1,415833,376,315965215,700012,1,225,10,0,1980-01-06T03:06:55
315965216,869629,417003,398762,315965198,507567,1,315965198,628582,1,4,1,415833,376,315965215,700012,1,228,10,0,1980-01-06T03:06:56
315965217,870012,418003,398762,315965198,507567,1,315965198,628582,1,4,1,416933,377,315965216,799731,1,231,10,0,1980-01-06T03:06:57
315965218,870013,419003,398762,315965198,507567,1,315965198,628582,1,4,1,418033,378,315965217,900002,1,234,10,0,1980-01-06T03:06:58
315965219,869639,420003,398762,315965198,507567,1,315965198,628582,1,4,1,419133,379,315965218,999665,1,237,10,0,1980-01-06T03:06:59
315965220,879500,421013,398762,315965198,507567,1,315965198,628582,1,4,1,420263,380,315965220,130020,1,240,10,0,1980-01-06T03:07:00
315965221,870013,422003,398762,315965198,507567,1,315965198,628582,1,4,1,421363,381,315965221,230030,1,243,10,0,1980-01-06T03:07:01
315965222,869675,423003,398762,315965198,507567,1,315965198,628582,1,4,1,422463,382,315965222,330022,1,246,10,0,1980-01-06T03:07:02
315965223,879472,424013,398762,315965198,507567,1,315965198,628582,1,4,1,422463,382,315965222,330022,1,249,10,0,1980-01-06T03:07:03
315965224,869891,425003,398762,315965198,507567,1,315965198,628582,1,4,1,424673,384,315965224,540020,1,252,10,0,1980-01-06T03:07:04
315965225,870027,426003,398762,315965198,507567,1,315965198,628582,1,4,1,425773,385,315965225,640020,1,255,10,0,1980-01-06T03:07:05
315965226,870013,427003,398762,315965198,507567,1,315965198,628582,1,4,1,425773,385,315965225,640020,1,2,10,0,1980-01-06T03:07:06
315965227,869923,428003,398762,315965198,507567,1,315965198,628582,1,4,1,426873,386,315965226,740012,1,5,10,0,1980-01-06T03:07:07
315965228,870012,429003,398762,315965198,507567,1,315965198,628582,1,4,1,426873,386,315965226,740012,1,8,10,0,1980-01-06T03:07:08
315965229,870028,430003,398762,315965198,507567,1,315965198,628582,1,4,1,426873,386,315965226,740012,1,11,10,0,1980-01-06T03:07:09
315965230,879730,431013,398762,315965198,507567,1,315965198,628582,1,4,1,426873,386,315965226,740012,1,14,10,0,1980-01-06T03:07:10
315965231,870009,432003,398762,315965198,507567,1,315965198,628582,1,4,1,431303,390,315965231,170021,1,17,10,0,1980-01-06T03:07:11
315965232,869641,433003,398762,315965198,507567,1,315965198,628582,1,4,1,432403,391,315965232,270030,1,20,10,0,1980-01-06T03:07:12
315965233,870238,434004,398762,315965198,507567,1,315965198,628582,1,4,1,433503,392,315965233,369616,1,23,10,0,1980-01-06T03:07:13
315965234,870443,435004,398762,315965198,507567,1,315965198,628582,1,4,1,434614,393,315965234,480267,1,26,10,0,1980-01-06T03:07:14
315965235,869643,436003,398762,315965198,507567,1,315965198,628582,1,4,1,435713,394,315965235,580020,1,29,10,0,1980-01-06T03:07:15
315965236,870008,437003,398762,315965198,507567,1,315965198,628582,1,4,1,436813,395,315965236,679958,1,32,10,0,1980-01-06T03:07:16
315965237,880036,438013,398762,315965198,507567,1,315965198,628582,1,4,1,436813,395,315965236,679958,1,35,10,0,1980-01-06T03:07:17
315965238,869613,439003,398762,315965198,507567,1,315965198,628582,1,4,1,437913,396,315965237,780013,1,38,10,0,1980-01-06T03:07:18
315965239,870028,440003,398762,315965198,507567,1,315965198,628582,1,4,1,437913,396,315965237,780013,1,41,10,0,1980-01-06T03:07:19
315965240,879503,441013,398762,315965198,507567,1,315965198,628582,1,4,1,440123,398,315965239,990018,1,44,10,0,1980-01-06T03:07:20
315965241,870013,442003,398762,315965198,507567,1,315965198,628582,1,4,1,441223,399,315965241,89765,1,47,10,0,1980-01-06T03:07:21
315965242,869616,443003,398762,315965198,507567,1,315965198,628582,1,4,1,442323,400,315965242,189615,1,50,10,0,1980-01-06T03:07:22
315965243,871055,444004,398762,315965198,507567,1,315965198,628582,1,4,1,442323,400,315965242,189615,1,53,10,0,1980-01-06T03:07:23
315965244,869876,445003,398762,315965198,507567,1,315965198,628582,1,4,1,444523,402,315965244,390024,1,56,10,0,1980-01-06T03:07:24
315965245,869632,446003,398762,315965198,507567,1,315965198,628582,1,4,1,445633,403,315965245,500019,1,59,10,0,1980-01-06T03:07:25
315965246,870020,447003,398762,315965198,507567,1,315965198,628582,1,4,1,446743,404,315965246,609975,1,62,10,0,1980-01-06T03:07:26
315965247,870023,448003,398762,315965198,507567,1,315965198,628582,1,4,1,446743,404,315965246,609975,1,65,10,0,1980-01-06T03:07:27
315965248,869683,449003,398762,315965198,507567,1,315965198,628582,1,4,1,446743,404,315965246,609975,1,68,10,0,1980-01-06T03:07:28
315965249,869632,450003,398762,315965198,507567,1,315965198,628582,1,4,1,446743,404,315965246,609975,1,71,10,0,1980-01-06T03:07:29
315965250,869635,451003,398762,315965198,507567,1,315965198,628582,1,4,1,450073,407,315965249,939689,1,74,10,0,1980-01-06T03:07:30
315965251,869631,452003,398762,315965198,507567,1,315965198,628582,1,4,1,451173,408,315965251,40017,1,77,10,0,1980-01-06T03:07:31
315965252,879651,453013,398762,315965198,507567,1,315965198,628582,1,4,1,452273,409,315965252,140028,1,80,10,0,1980-01-06T03:07:32
315965253,869634,454003,398762,315965198,507567,1,315965198,628582,1,4,1,453373,410,315965253,240018,1,83,10,0,1980-01-06T03:07:33
315965254,879516,455013,398762,315965198,507567,1,315965198,628582,1,4,1,454473,411,315965254,340022,1,86,10,0,1980-01-06T03:07:34
315965255,870012,456003,398762,315965198,507567,1,315965198,628582,1,4,1,454473,411,315965254,340022,1,89,10,0,1980-01-06T03:07:35
315965256,870020,457003,398762,315965198,507567,1,315965198,628582,1,4,1,454473,411,315965254,340022,1,92,10,0,1980-01-06T03:07:36
315965257,879494,458013,398762,315965198,507567,1,315965198,628582,1,4,1,454473,411,315965254,340022,1,95,10,0,1980-01-06T03:07:37
315965258,869605,459003,398762,315965198,507567,1,315965198,628582,1,4,1,454473,411,315965254,340022,1,98,10,0,1980-01-06T03:07:38
315965259,870009,460003,398762,315965198,507567,1,315965198,628582,1,4,1,454473,411,315965254,340022,1,101,10,0,1980-01-06T03:07:39
315965260,870028,461003,398762,315965198,507567,1,315965198,628582,1,4,1,459983,416,315965259,850008,1,104,10,0,1980-01-06T03:07:40
315965261,870020,462003,398762,315965198,507567,1,315965198,628582,1,4,1,459983,416,315965259,850008,1,107,10,0,1980-01-06T03:07:41
315965262,869620,463003,398762,315965198,507567,1,315965198,628582,1,4,1,462183,418,315965262,49784,1,110,10,0,1980-01-06T03:07:42
315965263,879514,464013,398762,315965198,507567,1,315965198,628582,1,4,1,463283,419,315965263,150018,1,113,10,0,1980-01-06T03:07:43
315965264,870009,465003,398762,315965198,507567,1,315965198,628582,1,4,1,464383,420,315965264,250020,1,116,10,0,1980-01-06T03:07:44
315965265,870012,466003,398762,315965198,507567,1,315965198,628582,1,4,1,465503,421,315965265,370028,1,119,10,0,1980-01-06T03:07:45
315965266,870013,467003,398762,315965198,507567,1,315965198,628582,1,4,1,466603,422,315965266,469680,1,122,10,0,1980-01-06T03:07:46
315965267,869756,468003,398762,315965198,507567,1,315965198,628582,1,4,1,467703,423,315965267,570012,1,125,10,0,1980-01-06T03:07:47
315965268,879497,469013,398762,315965198,507567,1,315965198,628582,1,4,1,468813,424,315965268,680016,1,128,10,0,1980-01-06T03:07:48
315965269,870000,470003,398762,315965198,507567,1,315965198,628582,1,4,1,468813,424,315965268,680016,1,131,10,0,1980-01-06T03:07:49
315965270,870008,471003,398762,315965198,507567,1,315965198,628582,1,4,1,469923,425,315965269,790020,1,134,10,0,1980-01-06T03:07:50
315965271,879514,472013,398762,315965198,507567,1,315965198,628582,1,4,1,471023,426,315965270,889643,1,137,10,0,1980-01-06T03:07:51
315965272,870008,473003,398762,315965198,507567,1,315965198,628582,1,4,1,472123,427,315965271,990026,1,140,10,0,1980-01-06T03:07:52
315965273,869616,474003,398762,315965198,507567,1,315965198,628582,1,4,1,473233,428,315965273,100050,1,143,10,0,1980-01-06T03:07:53
315965274,879465,475013,398762,315965198,507567,1,315965198,628582,1,4,1,474333,429,315965274,200018,1,146,10,0,1980-01-06T03:07:54
315965275,879546,476013,398762,315965198,507567,1,315965198,628582,1,4,1,475433,430,315965275,300022,1,149,10,0,1980-01-06T03:07:55
315965276,869625,477003,398762,315965198,507567,1,315965198,628582,1,4,1,476583,431,315965276,450043,1,152,10,0,1980-01-06T03:07:56
315965277,870009,478003,398762,315965198,507567,1,315965198,628582,1,4,1,477683,432,315965277,549616,1,155,10,0,1980-01-06T03:07:57
315965278,870013,479003,398762,315965198,507567,1,315965198,628582,1,4,1,477683,432,315965277,549616,1,158,10,0,1980-01-06T03:07:58
315965279,869618,480003,398762,315965198,507567,1,315965198,628582,1,4,1,477683,432,315965277,549616,1,161,10,0,1980-01-06T03:07:59
315965280,869618,481003,398762,315965198,507567,1,315965198,628582,1,4,1,479903,434,315965279,769615,1,164,10,0,1980-01-06T03:08:00
315965281,869622,482003,398762,315965198,507567,1,315965198,628582,1,4,1,481003,435,315965280,870032,1,167,10,0,1980-01-06T03:08:01
315965282,870009,483003,398762,315965198,507567,1,315965198,628582,1,4,1,482103,436,315965281,969604,1,170,10,0,1980-01-06T03:08:02
315965283,870012,484003,398762,315965198,507567,1,315965198,628582,1,4,1,482103,436,315965281,969604,1,173,10,0,1980-01-06T03:08:03
315965284,879615,485013,398762,315965198,507567,1,315965198,628582,1,4,1,484303,438,315965284,169631,1,176,10,0,1980-01-06T03:08:04
315965285,879469,486013,398762,315965198,507567,1,315965198,628582,1,4,1,485403,439,315965285,269647,1,179,10,0,1980-01-06T03:08:05
315965286,870013,487003,398762,315965198,507567,1,315965198,628582,1,4,1,486513,440,315965286,380020,1,182,10,0,1980-01-06T03:08:06
315965287,870016,488003,398762,315965198,507567,1,315965198,628582,1,4,1,487613,441,315965287,479717,1,185,10,0,1980-01-06T03:08:07
315965288,879873,489013,398762,315965198,507567,1,315965198,628582,1,4,1,488713,442,315965288,579748,1,188,10,0,1980-01-06T03:08:08
315965289,870606,490004,398762,315965198,507567,1,315965198,628582,1,4,1,489813,443,315965289,680021,1,191,10,0,1980-01-06T03:08:09
315965290,879466,491013,398762,315965198,507567,1,315965198,628582,1,4,1,489813,443,315965289,680021,1,194,10,0,1980-01-06T03:08:10
315965291,870014,492003,398762,315965198,507567,1,315965198,628582,1,4,1,490913,444,315965290,780063,1,197,10,0,1980-01-06T03:08:11
315965292,870009,493003,398762,315965198,507567,1,315965198,628582,1,4,1,492013,445,315965291,879632,1,200,10,0,1980-01-06T03:08:12
315965293,869617,494003,398762,315965198,507567,1,315965198,628582,1,4,1,493123,446,315965292,989933,1,203,10,0,1980-01-06T03:08:13
315965294,879543,495013,398762,315965198,507567,1,315965198,628582,1,4,1,494223,447,315965294,90017,1,206,10,0,1980-01-06T03:08:14
315965295,870028,496003,398762,315965198,507567,1,315965198,628582,1,4,1,495323,448,315965295,190014,1,209,10,0,1980-01-06T03:08:15
315965296,879493,497013,398762,315965198,507567,1,315965198,628582,1,4,1,496423,449,315965296,290014,1,212,10,0,1980-01-06T03:08:16
315965297,879559,498013,398762,315965198,507567,1,315965198,628582,1,4,1,497523,450,315965297,390038,1,215,10,0,1980-01-06T03:08:17
315965298,879917,499013,398762,315965198,507567,1,315965198,628582,1,4,1,497523,450,315965297,390038,1,218,10,0,1980-01-06T03:08:18
315965299,905867,500003,499141,315965299,8134,1,315965299,44069,1,5,1,499733,452,315965299,635876,1,221,10,0,1980-01-06T03:08:19
315965300,905871,501003,499141,315965299,8134,1,315965299,44069,1,5,1,500833,453,315965300,735908,1,224,10,0,1980-01-06T03:08:20
315965301,915348,502013,499141,315965299,8134,1,315965299,44069,1,5,1,500833,453,315965300,735908,1,227,10,0,1980-01-06T03:08:21
315965302,915783,503013,499141,315965299,8134,1,315965299,44069,1,5,1,501953,454,315965301,855875,1,230,10,0,1980-01-06T03:08:22
315965303,905876,504003,499141,315965299,8134,1,315965299,44069,1,5,1,501953,454,315965301,855875,1,233,10,0,1980-01-06T03:08:23
315965304,905468,505003,499141,315965299,8134,1,315965299,44069,1,5,1,504173,456,315965304,75609,1,236,10,0,1980-01-06T03:08:24
315965305,915328,506013,499141,315965299,8134,1,315965299,44069,1,5,1,505283,457,315965305,185869,1,239,10,0,1980-01-06T03:08:25
315965306,915347,507013,499141,315965299,8134,1,315965299,44069,1,5,1,505283,457,315965305,185869,1,242,10,0,1980-01-06T03:08:26
315965307,905692,508003,499141,315965299,8134,1,315965299,44069,1,5,1,505283,457,315965305,185869,1,245,10,0,1980-01-06T03:08:27
315965308,905536,509003,499141,315965299,8134,1,315965299,44069,1,5,1,508613,460,315965308,515876,1,248,10,0,1980-01-06T03:08:28
315965309,915734,510013,499141,315965299,8134,1,315965299,44069,1,5,1,509713,461,315965309,615524,1,251,10,0,1980-01-06T03:08:29
315965310,915344,511013,499141,315965299,8134,1,315965299,44069,1,5,1,509713,461,315965309,615524,1,254,10,0,1980-01-06T03:08:30
315965311,915324,512013,499141,315965299,8134,1,315965299,44069,1,5,1,509713,461,315965309,615524,1,1,10,0,1980-01-06T03:08:31
315965312,905685,513003,499141,315965299,8134,1,315965299,44069,1,5,1,509713,461,315965309,615524,1,4,10,0,1980-01-06T03:08:32
315965313,905507,514003,499141,315965299,8134,1,315965299,44069,1,5,1,513033,464,315965312,935867,1,7,10,0,1980-01-06T03:08:33
315965314,905536,515003,499141,315965299,8134,1,315965299,44069,1,5,1,514133,465,315965314,35887,1,10,10,0,1980-01-06T03:08:34
315965315,905887,516003,499141,315965299,8134,1,315965299,44069,1,5,1,515233,466,315965315,135875,1,13,10,0,1980-01-06T03:08:35
315965316,905871,517003,499141,315965299,8134,1,315965299,44069,1,5,1,516393,467,315965316,295877,1,16,10,0,1980-01-06T03:08:36
315965317,905883,518003,499141,315965299,8134,1,315965299,44069,1,5,1,516393,467,315965316,295877,1,19,10,0,1980-01-06T03:08:37
315965318,905872,519003,499141,315965299,8134,1,315965299,44069,1,5,1,518593,469,315965318,495868,1,22,10,0,1980-01-06T03:08:38
315965319,905475,520003,499141,315965299,8134,1,315965299,44069,1,5,1,519703,470,315965319,605887,1,25,10,0,1980-01-06T03:08:39
315965320,905896,521003,499141,315965299,8134,1,315965299,44069,1,5,1,520803,471,315965320,705526,1,28,10,0,1980-01-06T03:08:40
315965321,905525,522003,499141,315965299,8134,1,315965299,44069,1,5,1,520803,471,315965320,705526,1,31,10,0,1980-01-06T03:08:41
315965322,915402,523013,499141,315965299,8134,1,315965299,44069,1,5,1,521903,472,315965321,805885,1,34,10,0,1980-01-06T03:08:42
315965323,905487,524003,499141,315965299,8134,1,315965299,44069,1,5,1,521903,472,315965321,805885,1,37,10,0,1980-01-06T03:08:43
315965324,915380,525013,499141,315965299,8134,1,315965299,44069,1,5,1,524103,474,315965324,5467,1,40,10,0,1980-01-06T03:08:44
315965325,905872,526003,499141,315965299,8134,1,315965299,44069,1,5,1,525203,475,315965325,105670,1,43,10,0,1980-01-06T03:08:45
315965326,915557,527013,499141,315965299,8134,1,315965299,44069,1,5,1,526323,476,315965326,225870,1,46,10,0,1980-01-06T03:08:46
315965327,906852,528004,499141,315965299,8134,1,315965299,44069,1,5,1,527423,477,315965327,325564,1,49,10,0,1980-01-06T03:08:47
315965328,915702,529013,499141,315965299,8134,1,315965299,44069,1,5,1,528523,478,315965328,425597,1,52,10,0,1980-01-06T03:08:48
315965329,915831,530013,499141,315965299,8134,1,315965299,44069,1,5,1,529673,479,315965329,575896,1,55,10,0,1980-01-06T03:08:49
315965330,905868,531003,499141,315965299,8134,1,315965299,44069,1,5,1,530783,480,315965330,685918,1,58,10,0,1980-01-06T03:08:50
315965331,915382,532013,499141,315965299,8134,1,315965299,44069,1,5,1,531883,481,315965331,785630,1,61,10,0,1980-01-06T03:08:51
315965332,915513,533013,499141,315965299,8134,1,315965299,44069,1,5,1,531883,481,315965331,785630,1,64,10,0,1980-01-06T03:08:52
315965333,905865,534003,499141,315965299,8134,1,315965299,44069,1,5,1,532983,482,315965332,885475,1,67,10,0,1980-01-06T03:08:53
315965334,905872,535003,499141,315965299,8134,1,315965299,44069,1,5,1,534083,483,315965333,985879,1,70,10,0,1980-01-06T03:08:54
315965335,905876,536003,499141,315965299,8134,1,315965299,44069,1,5,1,535183,484,315965335,85875,1,73,10,0,1980-01-06T03:08:55
315965336,905871,537003,499141,315965299,8134,1,315965299,44069,1,5,1,536283,485,315965336,185483,1,76,10,0,1980-01-06T03:08:56
315965337,905483,538003,499141,315965299,8134,1,315965299,44069,1,5,1,537413,486,315965337,315590,1,79,10,0,1980-01-06T03:08:57
315965338,905863,539003,499141,315965299,8134,1,315965299,44069,1,5,1,538513,487,315965338,415867,1,82,10,0,1980-01-06T03:08:58
315965339,905647,540003,499141,315965299,8134,1,315965299,44069,1,5,1,539613,488,315965339,515873,1,85,10,0,1980-01-06T03:08:59
315965340,905861,541003,499141,315965299,8134,1,315965299,44069,1,5,1,540743,489,315965340,645614,1,88,10,0,1980-01-06T03:09:00
315965341,905461,542003,499141,315965299,8134,1,315965299,44069,1,5,1,541843,490,315965341,745881,1,91,10,0,1980-01-06T03:09:01
315965342,905863,543003,499141,315965299,8134,1,315965299,44069,1,5,1,541843,490,315965341,745881,1,94,10,0,1980-01-06T03:09:02
315965343,905872,544003,499141,315965299,8134,1,315965299,44069,1,5,1,542943,491,315965342,845707,1,97,10,0,1980-01-06T03:09:03
315965344,906351,545004,499141,315965299,8134,1,315965299,44069,1,5,1,544043,492,315965343,945869,1,100,10,0,1980-01-06T03:09:04
315965345,916208,546014,499141,315965299,8134,1,315965299,44069,1,5,1,544043,492,315965343,945869,1,103,10,0,1980-01-06T03:09:05
315965346,905506,547003,499141,315965299,8134,1,315965299,44069,1,5,1,546263,494,315965346,165859,1,106,10,0,1980-01-06T03:09:06
315965347,905496,548003,499141,315965299,8134,1,315965299,44069,1,5,1,546263,494,315965346,165859,1,109,10,0,1980-01-06T03:09:07
315965348,905867,549003,499141,315965299,8134,1,315965299,44069,1,5,1,548463,496,315965348,365870,1,112,10,0,1980-01-06T03:09:08
315965349,905884,550003,499141,315965299,8134,1,315965299,44069,1,5,1,549613,497,315965349,515515,1,115,10,0,1980-01-06T03:09:09
315965350,915384,551013,499141,315965299,8134,1,315965299,44069,1,5,1,550713,498,315965350,615879,1,118,10,0,1980-01-06T03:09:10
315965351,905875,552003,499141,315965299,8134,1,315965299,44069,1,5,1,550713,498,315965350,615879,1,121,10,0,1980-01-06T03:09:11
315965352,905871,553003,499141,315965299,8134,1,315965299,44069,1,5,1,550713,498,315965350,615879,1,124,10,0,1980-01-06T03:09:12
315965353,905714,554003,499141,315965299,8134,1,315965299,44069,1,5,1,552913,500,315965352,815457,1,127,10,0,1980-01-06T03:09:13
315965354,915773,555013,499141,315965299,8134,1,315965299,44069,1,5,1,554023,501,315965353,925863,1,130,10,0,1980-01-06T03:09:14
315965355,905482,556003,499141,315965299,8134,1,315965299,44069,1,5,1,555133,502,315965355,35868,1,133,10,0,1980-01-06T03:09:15
315965356,915429,557013,499141,315965299,8134,1,315965299,44069,1,5,1,555133,502,315965355,35868,1,136,10,0,1980-01-06T03:09:16
315965357,915470,558013,499141,315965299,8134,1,315965299,44069,1,5,1,557333,504,315965357,235492,1,139,10,0,1980-01-06T03:09:17
315965358,905872,559003,499141,315965299,8134,1,315965299,44069,1,5,1,558463,505,315965358,365873,1,142,10,0,1980-01-06T03:09:18
315965359,905867,560003,499141,315965299,8134,1,315965299,44069,1,5,1,559563,506,315965359,465519,1,145,10,0,1980-01-06T03:09:19
315965360,905456,561003,499141,315965299,8134,1,315965299,44069,1,5,1,560663,507,315965360,565898,1,148,10,0,1980-01-06T03:09:20
315965361,905872,562003,499141,315965299,8134,1,315965299,44069,1,5,1,561763,508,315965361,665892,1,151,10,0,1980-01-06T03:09:21
315965362,905483,563003,499141,315965299,8134,1,315965299,44069,1,5,1,561763,508,315965361,665892,1,154,10,0,1980-01-06T03:09:22
315965363,905892,564003,499141,315965299,8134,1,315965299,44069,1,5,1,561763,508,315965361,665892,1,157,10,0,1980-01-06T03:09:23
315965364,905453,565003,499141,315965299,8134,1,315965299,44069,1,5,1,561763,508,315965361,665892,1,160,10,0,1980-01-06T03:09:24
315965365,905479,566003,499141,315965299,8134,1,315965299,44069,1,5,1,565093,511,315965364,995871,1,163,10,0,1980-01-06T03:09:25
315965366,915634,567013,499141,315965299,8134,1,315965299,44069,1,5,1,566213,512,315965366,115904,1,166,10,0,1980-01-06T03:09:26
315965367,905871,568003,499141,315965299,8134,1,315965299,44069,1,5,1,566213,512,315965366,115904,1,169,10,0,1980-01-06T03:09:27
315965368,905867,569003,499141,315965299,8134,1,315965299,44069,1,5,1,568413,514,315965368,315878,1,172,10,0,1980-01-06T03:09:28
315965369,915491,570013,499141,315965299,8134,1,315965299,44069,1,5,1,569513,515,315965369,415873,1,175,10,0,1980-01-06T03:09:29
