time_s,time_us,time_steady,updated_time_steady,updated_time_from_s,updated_time_from_us,updated_time_from_base,updated_time_to_s,updated_time_to_us,updated_time_to_base,count_of_time_updates,count_of_aggressive_time_updates,imi_time_sync_steady,imi_count_of_syncs,imi_time_s,imi_time_us,imi_time_base,seq,srcSystem,srcComponent,time_gregorian
1,8048,1003,0,0,0,0,0,0,0,0,0,225,1,0,229575,0,4,10,0,1970-01-01T03:00:01
2,17492,2013,0,0,0,0,0,0,0,0,0,225,1,0,229575,0,7,10,0,1970-01-01T03:00:02
3,7631,3003,0,0,0,0,0,0,0,0,0,2623,3,2,628020,0,10,10,0,1970-01-01T03:00:03
4,8016,4003,0,0,0,0,0,0,0,0,0,2623,3,2,628020,0,13,10,0,1970-01-01T03:00:04
5,8022,5003,0,0,0,0,0,0,0,0,0,3823,4,3,828021,0,16,10,0,1970-01-01T03:00:05
315964803,294394,6003,5071,5,75940,0,315964802,362506,1,1,1,5023,5,5,27999,0,19,10,0,1980-01-06T03:00:03
315964804,294028,7003,5071,5,75940,0,315964802,362506,1,1,1,6123,6,315964803,414391,1,22,10,0,1980-01-06T03:00:04
315964805,294036,8003,5071,5,75940,0,315964802,362506,1,1,1,7223,7,315964804,514395,1,25,10,0,1980-01-06T03:00:05
315964806,294036,9003,5071,5,75940,0,315964802,362506,1,1,1,8323,8,315964805,614403,1,28,10,0,1980-01-06T03:00:06
315964807,293999,10003,5071,5,75940,0,315964802,362506,1,1,1,8323,8,315964805,614403,1,31,10,0,1980-01-06T03:00:07
315964808,294394,11003,5071,5,75940,0,315964802,362506,1,1,1,8323,8,315964805,614403,1,34,10,0,1980-01-06T03:00:08
315964809,293979,12003,5071,5,75940,0,315964802,362506,1,1,1,11643,11,315964808,934397,1,37,10,0,1980-01-06T03:00:09
315964810,294402,13003,5071,5,75940,0,315964802,362506,1,1,1,12743,12,315964810,33993,1,40,10,0,1980-01-06T03:00:10
315964811,303931,14013,5071,5,75940,0,315964802,362506,1,1,1,13843,13,315964811,134036,1,43,10,0,1980-01-06T03:00:11
315964812,294350,15003,5071,5,75940,0,315964802,362506,1,1,1,13843,13,315964811,134036,1,46,10,0,1980-01-06T03:00:12
315964813,293997,16003,5071,5,75940,0,315964802,362506,1,1,1,14943,14,315964812,234395,1,49,10,0,1980-01-06T03:00:13
315964814,303857,17013,5071,5,75940,0,315964802,362506,1,1,1,16043,15,315964813,334389,1,52,10,0,1980-01-06T03:00:14
315964815,293991,18003,5071,5,75940,0,315964802,362506,1,1,1,17183,16,315964814,474396,1,55,10,0,1980-01-06T03:00:15
315964816,303911,19013,5071,5,75940,0,315964802,362506,1,1,1,18283,17,315964815,574042,1,58,10,0,1980-01-06T03:00:16
315964817,294401,20003,5071,5,75940,0,315964802,362506,1,1,1,18283,17,315964815,574042,1,61,10,0,1980-01-06T03:00:17
315964818,294394,21003,5071,5,75940,0,315964802,362506,1,1,1,20483,19,315964817,774399,1,64,10,0,1980-01-06T03:00:18
315964819,294398,22003,5071,5,75940,0,315964802,362506,1,1,1,21583,20,315964818,874397,1,67,10,0,1980-01-06T03:00:19
315964820,304311,23013,5071,5,75940,0,315964802,362506,1,1,1,22683,21,315964819,974393,1,70,10,0,1980-01-06T03:00:20
315964821,293991,24003,5071,5,75940,0,315964802,362506,1,1,1,22683,21,315964819,974393,1,73,10,0,1980-01-06T03:00:21
315964822,294386,25003,5071,5,75940,0,315964802,362506,1,1,1,22683,21,315964819,974393,1,76,10,0,1980-01-06T03:00:22
315964823,294004,26003,5071,5,75940,0,315964802,362506,1,1,1,24883,23,315964822,174391,1,79,10,0,1980-01-06T03:00:23
315964824,303850,27013,5071,5,75940,0,315964802,362506,1,1,1,26083,24,315964823,374387,1,82,10,0,1980-01-06T03:00:24
315964825,294005,28003,5071,5,75940,0,315964802,362506,1,1,1,27283,25,315964824,574387,1,85,10,0,1980-01-06T03:00:25
315964826,303849,29013,5071,5,75940,0,315964802,362506,1,1,1,28483,26,315964825,774397,1,88,10,0,1980-01-06T03:00:26
315964827,294390,30003,5071,5,75940,0,315964802,362506,1,1,1,29683,27,315964826,974398,1,91,10,0,1980-01-06T03:00:27
315964828,294393,31003,5071,5,75940,0,315964802,362506,1,1,1,30783,28,315964828,74415,1,94,10,0,1980-01-06T03:00:28
315964829,294382,32003,5071,5,75940,0,315964802,362506,1,1,1,30783,28,315964828,74415,1,97,10,0,1980-01-06T03:00:29
315964830,294394,33003,5071,5,75940,0,315964802,362506,1,1,1,31903,29,315964829,194238,1,100,10,0,1980-01-06T03:00:30
315964831,294325,34003,5071,5,75940,0,315964802,362506,1,1,1,33023,30,315964830,314383,1,103,10,0,1980-01-06T03:00:31
315964832,293994,35003,5071,5,75940,0,315964802,362506,1,1,1,34123,31,315964831,414461,1,106,10,0,1980-01-06T03:00:32
315964833,294005,36003,5071,5,75940,0,315964802,362506,1,1,1,35263,32,315964832,554187,1,109,10,0,1980-01-06T03:00:33
315964834,294406,37003,5071,5,75940,0,315964802,362506,1,1,1,35263,32,315964832,554187,1,112,10,0,1980-01-06T03:00:34
315964835,294394,38003,5071,5,75940,0,315964802,362506,1,1,1,37463,34,315964834,754441,1,115,10,0,1980-01-06T03:00:35
315964836,294333,39003,5071,5,75940,0,315964802,362506,1,1,1,38603,35,315964835,894405,1,118,10,0,1980-01-06T03:00:36
315964837,294372,40003,5071,5,75940,0,315964802,362506,1,1,1,39703,36,315964836,994394,1,121,10,0,1980-01-06T03:00:37
315964838,294390,41003,5071,5,75940,0,315964802,362506,1,1,1,40803,37,315964838,94407,1,124,10,0,1980-01-06T03:00:38
315964839,293994,42003,5071,5,75940,0,315964802,362506,1,1,1,40803,37,315964838,94407,1,127,10,0,1980-01-06T03:00:39
315964840,294390,43003,5071,5,75940,0,315964802,362506,1,1,1,41933,38,315964839,224406,1,130,10,0,1980-01-06T03:00:40
315964841,293986,44003,5071,5,75940,0,315964802,362506,1,1,1,43033,39,315964840,324052,1,133,10,0,1980-01-06T03:00:41
315964842,294390,45003,5071,5,75940,0,315964802,362506,1,1,1,44133,40,315964841,424393,1,136,10,0,1980-01-06T03:00:42
315964843,294398,46003,5071,5,75940,0,315964802,362506,1,1,1,45233,41,315964842,524395,1,139,10,0,1980-01-06T03:00:43
315964844,304200,47013,5071,5,75940,0,315964802,362506,1,1,1,45233,41,315964842,524395,1,142,10,0,1980-01-06T03:00:44
315964845,294401,48003,5071,5,75940,0,315964802,362506,1,1,1,45233,41,315964842,524395,1,145,10,0,1980-01-06T03:00:45
315964846,294390,49003,5071,5,75940,0,315964802,362506,1,1,1,48553,44,315964845,844393,1,148,10,0,1980-01-06T03:00:46
315964847,294015,50003,5071,5,75940,0,315964802,362506,1,1,1,49653,45,315964846,944005,1,151,10,0,1980-01-06T03:00:47
315964848,294394,51003,5071,5,75940,0,315964802,362506,1,1,1,50753,46,315964848,44036,1,154,10,0,1980-01-06T03:00:48
315964849,294390,52003,5071,5,75940,0,315964802,362506,1,1,1,50753,46,315964848,44036,1,157,10,0,1980-01-06T03:00:49
315964850,294161,53003,5071,5,75940,0,315964802,362506,1,1,1,50753,46,315964848,44036,1,160,10,0,1980-01-06T03:00:50
315964851,294385,54003,5071,5,75940,0,315964802,362506,1,1,1,53043,48,315964850,334020,1,163,10,0,1980-01-06T03:00:51
315964852,303878,55013,5071,5,75940,0,315964802,362506,1,1,1,54143,49,315964851,434401,1,166,10,0,1980-01-06T03:00:52
315964853,294392,56003,5071,5,75940,0,315964802,362506,1,1,1,55243,50,315964852,534071,1,169,10,0,1980-01-06T03:00:53
315964854,294384,57003,5071,5,75940,0,315964802,362506,1,1,1,56343,51,315964853,634383,1,172,10,0,1980-01-06T03:00:54
315964855,294386,58003,5071,5,75940,0,315964802,362506,1,1,1,57543,52,315964854,834381,1,175,10,0,1980-01-06T03:00:55
315964856,294001,59003,5071,5,75940,0,315964802,362506,1,1,1,58743,53,315964856,34377,1,178,10,0,1980-01-06T03:00:56
315964857,294001,60003,5071,5,75940,0,315964802,362506,1,1,1,58743,53,315964856,34377,1,181,10,0,1980-01-06T03:00:57
315964858,294003,61003,5071,5,75940,0,315964802,362506,1,1,1,59943,54,315964857,234372,1,184,10,0,1980-01-06T03:00:58
315964859,294517,62003,5071,5,75940,0,315964802,362506,1,1,1,61143,55,315964858,434403,1,187,10,0,1980-01-06T03:00:59
315964860,294013,63003,5071,5,75940,0,315964802,362506,1,1,1,62343,56,315964859,634395,1,190,10,0,1980-01-06T03:01:00
315964861,303944,64013,5071,5,75940,0,315964802,362506,1,1,1,63443,57,315964860,734407,1,193,10,0,1980-01-06T03:01:01
315964862,294115,65003,5071,5,75940,0,315964802,362506,1,1,1,64543,58,315964861,833996,1,196,10,0,1980-01-06T03:01:02
315964863,304181,66013,5071,5,75940,0,315964802,362506,1,1,1,64543,58,315964861,833996,1,199,10,0,1980-01-06T03:01:03
315964864,304304,67013,5071,5,75940,0,315964802,362506,1,1,1,66753,60,315964864,44394,1,202,10,0,1980-01-06T03:01:04
315964865,294571,68003,5071,5,75940,0,315964802,362506,1,1,1,67853,61,315964865,144390,1,205,10,0,1980-01-06T03:01:05
315964866,304566,69013,5071,5,75940,0,315964802,362506,1,1,1,67853,61,315964865,144390,1,208,10,0,1980-01-06T03:01:06
315964867,294000,70003,5071,5,75940,0,315964802,362506,1,1,1,68953,62,315964866,243997,1,211,10,0,1980-01-06T03:01:07
315964868,294394,71003,5071,5,75940,0,315964802,362506,1,1,1,70053,63,315964867,344388,1,214,10,0,1980-01-06T03:01:08
315964869,294386,72003,5071,5,75940,0,315964802,362506,1,1,1,71153,64,315964868,444404,1,217,10,0,1980-01-06T03:01:09
315964870,304521,73013,5071,5,75940,0,315964802,362506,1,1,1,72253,65,315964869,544491,1,220,10,0,1980-01-06T03:01:10
315964871,303847,74013,5071,5,75940,0,315964802,362506,1,1,1,73353,66,315964870,644054,1,223,10,0,1980-01-06T03:01:11
315964872,294394,75003,5071,5,75940,0,315964802,362506,1,1,1,74453,67,315964871,744066,1,226,10,0,1980-01-06T03:01:12
315964873,294390,76003,5071,5,75940,0,315964802,362506,1,1,1,75583,68,315964872,874403,1,229,10,0,1980-01-06T03:01:13
315964874,293993,77003,5071,5,75940,0,315964802,362506,1,1,1,75583,68,315964872,874403,1,232,10,0,1980-01-06T03:01:14
315964875,304045,78013,5071,5,75940,0,315964802,362506,1,1,1,75583,68,315964872,874403,1,235,10,0,1980-01-06T03:01:15
315964876,294409,79003,5071,5,75940,0,315964802,362506,1,1,1,75583,68,315964872,874403,1,238,10,0,1980-01-06T03:01:16
315964877,293997,80003,5071,5,75940,0,315964802,362506,1,1,1,78903,71,315964876,194397,1,241,10,0,1980-01-06T03:01:17
315964878,294471,81003,5071,5,75940,0,315964802,362506,1,1,1,78903,71,315964876,194397,1,244,10,0,1980-01-06T03:01:18
315964879,304564,82013,5071,5,75940,0,315964802,362506,1,1,1,81143,73,315964878,434000,1,247,10,0,1980-01-06T03:01:19
315964880,304600,83014,5071,5,75940,0,315964802,362506,1,1,1,82254,74,315964879,544659,1,250,10,0,1980-01-06T03:01:20
315964881,294401,84003,5071,5,75940,0,315964802,362506,1,1,1,82254,74,315964879,544659,1,253,10,0,1980-01-06T03:01:21
315964882,294394,85003,5071,5,75940,0,315964802,362506,1,1,1,84493,76,315964881,784004,1,0,10,0,1980-01-06T03:01:22
315964883,294384,86003,5071,5,75940,0,315964802,362506,1,1,1,85593,77,315964882,884402,1,3,10,0,1980-01-06T03:01:23
315964884,304450,87013,5071,5,75940,0,315964802,362506,1,1,1,85593,77,315964882,884402,1,6,10,0,1980-01-06T03:01:24
315964885,293997,88003,5071,5,75940,0,315964802,362506,1,1,1,87793,79,315964885,84374,1,9,10,0,1980-01-06T03:01:25
315964886,294537,89003,5071,5,75940,0,315964802,362506,1,1,1,87793,79,315964885,84374,1,12,10,0,1980-01-06T03:01:26
315964887,294390,90003,5071,5,75940,0,315964802,362506,1,1,1,88893,80,315964886,184394,1,15,10,0,1980-01-06T03:01:27
315964888,294403,91003,5071,5,75940,0,315964802,362506,1,1,1,90023,81,315964887,314394,1,18,10,0,1980-01-06T03:01:28
315964889,303847,92013,5071,5,75940,0,315964802,362506,1,1,1,91123,82,315964888,414032,1,21,10,0,1980-01-06T03:01:29
315964890,294300,93003,5071,5,75940,0,315964802,362506,1,1,1,91123,82,315964888,414032,1,24,10,0,1980-01-06T03:01:30
315964891,294366,94003,5071,5,75940,0,315964802,362506,1,1,1,93323,84,315964890,614399,1,27,10,0,1980-01-06T03:01:31
315964892,303855,95013,5071,5,75940,0,315964802,362506,1,1,1,94423,85,315964891,714399,1,30,10,0,1980-01-06T03:01:32
315964893,294386,96003,5071,5,75940,0,315964802,362506,1,1,1,95543,86,315964892,834062,1,33,10,0,1980-01-06T03:01:33
315964894,294299,97003,5071,5,75940,0,315964802,362506,1,1,1,95543,86,315964892,834062,1,36,10,0,1980-01-06T03:01:34
315964895,294394,98003,5071,5,75940,0,315964802,362506,1,1,1,97753,88,315964895,43984,1,39,10,0,1980-01-06T03:01:35
315964896,294390,99003,5071,5,75940,0,315964802,362506,1,1,1,98853,89,315964896,144397,1,42,10,0,1980-01-06T03:01:36
315964897,294355,100003,5071,5,75940,0,315964802,362506,1,1,1,98853,89,315964896,144397,1,45,10,0,1980-01-06T03:01:37
315964898,303862,101013,5071,5,75940,0,315964802,362506,1,1,1,99953,90,315964897,244389,1,48,10,0,1980-01-06T03:01:38
315964899,294390,102003,5071,5,75940,0,315964802,362506,1,1,1,99953,90,315964897,244389,1,51,10,0,1980-01-06T03:01:39
315964900,304443,103013,5071,5,75940,0,315964802,362506,1,1,1,102153,92,315964899,443989,1,54,10,0,1980-01-06T03:01:40
315964901,294402,104003,5071,5,75940,0,315964802,362506,1,1,1,103263,93,315964900,554403,1,57,10,0,1980-01-06T03:01:41
315964902,294020,105003,5071,5,75940,0,315964802,362506,1,1,1,104363,94,315964901,654395,1,60,10,0,1980-01-06T03:01:42
315964906,30384,106013,105501,315964902,792005,1,315964905,518121,1,2,1,105473,95,315964902,764401,1,63,10,0,1980-01-06T03:01:46
315964907,29812,107013,105501,315964902,792005,1,315964905,518121,1,2,1,106573,96,315964906,589943,1,66,10,0,1980-01-06T03:01:47
315964908,19998,108003,105501,315964902,792005,1,315964905,518121,1,2,1,107673,97,315964907,690040,1,69,10,0,1980-01-06T03:01:48
315964909,20365,109003,105501,315964902,792005,1,315964905,518121,1,2,1,108773,98,315964908,790361,1,72,10,0,1980-01-06T03:01:49
315964910,20348,110003,105501,315964902,792005,1,315964905,518121,1,2,1,108773,98,315964908,790361,1,75,10,0,1980-01-06T03:01:50
315964911,30521,111013,105501,315964902,792005,1,315964905,518121,1,2,1,108773,98,315964908,790361,1,78,10,0,1980-01-06T03:01:51
315964912,20352,112003,105501,315964902,792005,1,315964905,518121,1,2,1,111013,100,315964911,29982,1,81,10,0,1980-01-06T03:01:52
315964913,29809,113013,105501,315964902,792005,1,315964905,518121,1,2,1,112143,101,315964912,160358,1,84,10,0,1980-01-06T03:01:53
315964914,19955,114003,105501,315964902,792005,1,315964905,518121,1,2,1,112143,101,315964912,160358,1,87,10,0,1980-01-06T03:01:54
315964915,19981,115003,105501,315964902,792005,1,315964905,518121,1,2,1,112143,101,315964912,160358,1,90,10,0,1980-01-06T03:01:55
315964916,20352,116003,105501,315964902,792005,1,315964905,518121,1,2,1,115463,104,315964915,480009,1,93,10,0,1980-01-06T03:01:56
315964917,20356,117003,105501,315964902,792005,1,315964905,518121,1,2,1,116563,105,315964916,579969,1,96,10,0,1980-01-06T03:01:57
315964918,20348,118003,105501,315964902,792005,1,315964905,518121,1,2,1,117663,106,315964917,680365,1,99,10,0,1980-01-06T03:01:58
315964919,20110,119003,105501,315964902,792005,1,315964905,518121,1,2,1,118763,107,315964918,780375,1,102,10,0,1980-01-06T03:01:59
315964920,20352,120003,105501,315964902,792005,1,315964905,518121,1,2,1,118763,107,315964918,780375,1,105,10,0,1980-01-06T03:02:00
315964921,29814,121013,105501,315964902,792005,1,315964905,518121,1,2,1,119873,108,315964919,890357,1,108,10,0,1980-01-06T03:02:01
315964922,20356,122003,105501,315964902,792005,1,315964905,518121,1,2,1,119873,108,315964919,890357,1,111,10,0,1980-01-06T03:02:02
315964923,20008,123003,105501,315964902,792005,1,315964905,518121,1,2,1,119873,108,315964919,890357,1,114,10,0,1980-01-06T03:02:03
315964924,30163,124013,105501,315964902,792005,1,315964905,518121,1,2,1,119873,108,315964919,890357,1,117,10,0,1980-01-06T03:02:04
315964925,29848,125013,105501,315964902,792005,1,315964905,518121,1,2,1,124303,112,315964924,320365,1,120,10,0,1980-01-06T03:02:05
315964926,29825,126013,105501,315964902,792005,1,315964905,518121,1,2,1,124303,112,315964924,320365,1,123,10,0,1980-01-06T03:02:06
315964927,30253,127013,105501,315964902,792005,1,315964905,518121,1,2,1,124303,112,315964924,320365,1,126,10,0,1980-01-06T03:02:07
315964928,19967,128003,105501,315964902,792005,1,315964905,518121,1,2,1,124303,112,315964924,320365,1,129,10,0,1980-01-06T03:02:08
315964929,20356,129003,105501,315964902,792005,1,315964905,518121,1,2,1,128723,116,315964928,739991,1,132,10,0,1980-01-06T03:02:09
315964930,20344,130003,105501,315964902,792005,1,315964905,518121,1,2,1,128723,116,315964928,739991,1,135,10,0,1980-01-06T03:02:10
315964931,20359,131003,105501,315964902,792005,1,315964905,518121,1,2,1,129853,117,315964929,870371,1,138,10,0,1980-01-06T03:02:11
315964932,20348,132003,105501,315964902,792005,1,315964905,518121,1,2,1,129853,117,315964929,870371,1,141,10,0,1980-01-06T03:02:12
315964933,20352,133003,105501,315964902,792005,1,315964905,518121,1,2,1,132253,119,315964932,270347,1,144,10,0,1980-01-06T03:02:13
315964934,20168,134003,105501,315964902,792005,1,315964905,518121,1,2,1,132253,119,315964932,270347,1,147,10,0,1980-01-06T03:02:14
315964935,20341,135003,105501,315964902,792005,1,315964905,518121,1,2,1,134653,121,315964934,670345,1,150,10,0,1980-01-06T03:02:15
315964930,777211,136003,135433,315964935,449642,1,315964930,206893,1,3,2,135853,122,315964930,627185,1,153,10,0,1980-01-06T03:02:10
315964931,777562,137003,135433,315964935,449642,1,315964930,206893,1,3,2,135853,122,315964930,627185,1,156,10,0,1980-01-06T03:02:11
315964938,777595,138003,137119,315964931,893528,1,315964937,893563,1,4,3,136983,123,315964931,757583,1,159,10,0,1980-01-06T03:02:18
315964939,777567,139003,137119,315964931,893528,1,315964937,893563,1,4,3,138143,124,315964938,917580,1,162,10,0,1980-01-06T03:02:19
315964940,777161,140003,137119,315964931,893528,1,315964937,893563,1,4,3,138143,124,315964938,917580,1,165,10,0,1980-01-06T03:02:20
315964941,777173,141003,137119,315964931,893528,1,315964937,893563,1,4,3,140343,126,315964941,117293,1,168,10,0,1980-01-06T03:02:21
315964942,778083,142004,137119,315964931,893528,1,315964937,893563,1,4,3,141453,127,315964942,227602,1,171,10,0,1980-01-06T03:02:22
315964943,777580,143003,137119,315964931,893528,1,315964937,893563,1,4,3,142553,128,315964943,327578,1,174,10,0,1980-01-06T03:02:23
315964944,777577,144003,137119,315964931,893528,1,315964937,893563,1,4,3,143653,129,315964944,427578,1,177,10,0,1980-01-06T03:02:24
315964945,777209,145003,137119,315964931,893528,1,315964937,893563,1,4,3,143653,129,315964944,427578,1,180,10,0,1980-01-06T03:02:25
315964946,787091,146013,137119,315964931,893528,1,315964937,893563,1,4,3,145883,131,315964946,657596,1,183,10,0,1980-01-06T03:02:26
315964947,777189,147003,137119,315964931,893528,1,315964937,893563,1,4,3,145883,131,315964946,657596,1,186,10,0,1980-01-06T03:02:27
315964948,787091,148013,137119,315964931,893528,1,315964937,893563,1,4,3,146983,132,315964947,757580,1,189,10,0,1980-01-06T03:02:28
315964949,777187,149003,137119,315964931,893528,1,315964937,893563,1,4,3,148123,133,315964948,897192,1,192,10,0,1980-01-06T03:02:29
315964950,777169,150003,137119,315964931,893528,1,315964937,893563,1,4,3,149253,134,315964950,27578,1,195,10,0,1980-01-06T03:02:30
315964951,777185,151003,137119,315964931,893528,1,315964937,893563,1,4,3,150353,135,315964951,127585,1,198,10,0,1980-01-06T03:02:31
315964952,787197,152013,137119,315964931,893528,1,315964937,893563,1,4,3,150353,135,315964951,127585,1,201,10,0,1980-01-06T03:02:32
315964953,777577,153003,137119,315964931,893528,1,315964937,893563,1,4,3,150353,135,315964951,127585,1,204,10,0,1980-01-06T03:02:33
315964954,777169,154003,137119,315964931,893528,1,315964937,893563,1,4,3,153653,138,315964954,427234,1,207,10,0,1980-01-06T03:02:34
315964955,777189,155003,137119,315964931,893528,1,315964937,893563,1,4,3,153653,138,315964954,427234,1,210,10,0,1980-01-06T03:02:35
315964956,777448,156003,137119,315964931,893528,1,315964937,893563,1,4,3,155883,140,315964956,657576,1,213,10,0,1980-01-06T03:02:36
315964957,787068,157013,137119,315964931,893528,1,315964937,893563,1,4,3,155883,140,315964956,657576,1,216,10,0,1980-01-06T03:02:37
315964958,787250,158013,137119,315964931,893528,1,315964937,893563,1,4,3,156993,141,315964957,767590,1,219,10,0,1980-01-06T03:02:38
315964959,777161,159003,137119,315964931,893528,1,315964937,893563,1,4,3,158093,142,315964958,867577,1,222,10,0,1980-01-06T03:02:39
315964960,777577,160003,137119,315964931,893528,1,315964937,893563,1,4,3,158093,142,315964958,867577,1,225,10,0,1980-01-06T03:02:40
315964961,777173,161003,137119,315964931,893528,1,315964937,893563,1,4,3,160293,144,315964961,67576,1,228,10,0,1980-01-06T03:02:41
315964962,777189,162003,137119,315964931,893528,1,315964937,893563,1,4,3,161393,145,315964962,167582,1,231,10,0,1980-01-06T03:02:42
315964963,777588,163003,137119,315964931,893528,1,315964937,893563,1,4,3,162493,146,315964963,267194,1,234,10,0,1980-01-06T03:02:43
315964964,777579,164003,137119,315964931,893528,1,315964937,893563,1,4,3,163603,147,315964964,377595,1,237,10,0,1980-01-06T03:02:44
315964965,777165,165003,137119,315964931,893528,1,315964937,893563,1,4,3,163603,147,315964964,377595,1,240,10,0,1980-01-06T03:02:45
315964966,787182,166013,137119,315964931,893528,1,315964937,893563,1,4,3,163603,147,315964964,377595,1,243,10,0,1980-01-06T03:02:46
315964967,777167,167003,137119,315964931,893528,1,315964937,893563,1,4,3,163603,147,315964964,377595,1,246,10,0,1980-01-06T03:02:47
315964968,777569,168003,137119,315964931,893528,1,315964937,893563,1,4,3,166903,150,315964967,677201,1,249,10,0,1980-01-06T03:02:48
315964969,777348,169003,137119,315964931,893528,1,315964937,893563,1,4,3,166903,150,315964967,677201,1,252,10,0,1980-01-06T03:02:49
315964970,787174,170013,137119,315964931,893528,1,315964937,893563,1,4,3,169113,152,315964969,887588,1,255,10,0,1980-01-06T03:02:50
315964971,777157,171003,137119,315964931,893528,1,315964937,893563,1,4,3,169113,152,315964969,887588,1,2,10,0,1980-01-06T03:02:51
315964972,777183,172003,137119,315964931,893528,1,315964937,893563,1,4,3,171313,154,315964972,87588,1,5,10,0,1980-01-06T03:02:52
1,8056,1003,0,0,0,0,0,0,0,0,0,229,1,0,233336,0,4,10,0,1970-01-01T03:00:01
2,7636,2003,0,0,0,0,0,0,0,0,0,229,1,0,233336,0,7,10,0,1970-01-01T03:00:02
3,7651,3003,0,0,0,0,0,0,0,0,0,2623,3,2,628016,0,10,10,0,1970-01-01T03:00:03
4,8012,4003,0,0,0,0,0,0,0,0,0,2623,3,2,628016,0,13,10,0,1970-01-01T03:00:04
5,8308,5004,0,0,0,0,0,0,0,0,0,3823,4,3,828021,0,16,10,0,1970-01-01T03:00:05
315964803,776409,6003,5092,5,96472,0,315964802,864936,1,1,1,5023,5,5,28025,0,19,10,0,1980-01-06T03:00:03
315964804,776421,7003,5092,5,96472,0,315964802,864936,1,1,1,6123,6,315964803,896075,1,22,10,0,1980-01-06T03:00:04
315964805,776050,8003,5092,5,96472,0,315964802,864936,1,1,1,6123,6,315964803,896075,1,25,10,0,1980-01-06T03:00:05
315964806,776409,9003,5092,5,96472,0,315964802,864936,1,1,1,8323,8,315964806,96426,1,28,10,0,1980-01-06T03:00:06
315964807,776184,10003,5092,5,96472,0,315964802,864936,1,1,1,9423,9,315964807,196452,1,31,10,0,1980-01-06T03:00:07
315964808,786259,11013,5092,5,96472,0,315964802,864936,1,1,1,10523,10,315964808,296023,1,34,10,0,1980-01-06T03:00:08
315964809,785882,12013,5092,5,96472,0,315964802,864936,1,1,1,11623,11,315964809,396020,1,37,10,0,1980-01-06T03:00:09
315964810,776031,13003,5092,5,96472,0,315964802,864936,1,1,1,11623,11,315964809,396020,1,40,10,0,1980-01-06T03:00:10
315964811,776002,14003,5092,5,96472,0,315964802,864936,1,1,1,13823,13,315964811,596143,1,43,10,0,1980-01-06T03:00:11
315964812,776037,15003,5092,5,96472,0,315964802,864936,1,1,1,13823,13,315964811,596143,1,46,10,0,1980-01-06T03:00:12
315964813,776153,16003,5092,5,96472,0,315964802,864936,1,1,1,13823,13,315964811,596143,1,49,10,0,1980-01-06T03:00:13
315964814,776098,17003,5092,5,96472,0,315964802,864936,1,1,1,16023,15,315964813,796441,1,52,10,0,1980-01-06T03:00:14
315964815,776036,18003,5092,5,96472,0,315964802,864936,1,1,1,17153,16,315964814,926473,1,55,10,0,1980-01-06T03:00:15
315964816,776409,19003,5092,5,96472,0,315964802,864936,1,1,1,17153,16,315964814,926473,1,58,10,0,1980-01-06T03:00:16
315964817,776421,20003,5092,5,96472,0,315964802,864936,1,1,1,19353,18,315964817,126434,1,61,10,0,1980-01-06T03:00:17
1,17476,1013,0,0,0,0,0,0,0,0,0,234,1,0,238543,0,4,10,0,1970-01-01T03:00:01
2,7657,2003,0,0,0,0,0,0,0,0,0,1433,2,1,438018,0,7,10,0,1970-01-01T03:00:02
3,8005,3003,0,0,0,0,0,0,0,0,0,2633,3,2,638000,0,10,10,0,1970-01-01T03:00:03
4,8005,4003,0,0,0,0,0,0,0,0,0,2633,3,2,638000,0,13,10,0,1970-01-01T03:00:04
5,17876,5013,0,0,0,0,0,0,0,0,0,3833,4,3,838006,0,16,10,0,1970-01-01T03:00:05
315964803,776403,6003,5092,5,96695,0,315964802,865144,1,1,1,5033,5,5,37779,0,19,10,0,1980-01-06T03:00:03
315964804,776041,7003,5092,5,96695,0,315964802,865144,1,1,1,5033,5,5,37779,0,22,10,0,1980-01-06T03:00:04
315964805,776407,8003,5092,5,96695,0,315964802,865144,1,1,1,5033,5,5,37779,0,25,10,0,1980-01-06T03:00:05
315964806,776408,9003,5092,5,96695,0,315964802,865144,1,1,1,8343,8,315964806,116411,1,28,10,0,1980-01-06T03:00:06
315964807,776399,10003,5092,5,96695,0,315964802,865144,1,1,1,9463,9,315964807,236414,1,31,10,0,1980-01-06T03:00:07
315964808,776397,11003,5092,5,96695,0,315964802,865144,1,1,1,10563,10,315964808,336419,1,34,10,0,1980-01-06T03:00:08
315964809,776030,12003,5092,5,96695,0,315964802,865144,1,1,1,11663,11,315964809,436414,1,37,10,0,1980-01-06T03:00:09
315964810,776403,13003,5092,5,96695,0,315964802,865144,1,1,1,12783,12,315964810,556437,1,40,10,0,1980-01-06T03:00:10
315964811,786011,14013,5092,5,96695,0,315964802,865144,1,1,1,13883,13,315964811,656062,1,43,10,0,1980-01-06T03:00:11
315964812,776395,15003,5092,5,96695,0,315964802,865144,1,1,1,13883,13,315964811,656062,1,46,10,0,1980-01-06T03:00:12
315964813,786068,16013,5092,5,96695,0,315964802,865144,1,1,1,13883,13,315964811,656062,1,49,10,0,1980-01-06T03:00:13
315964814,785866,17013,5092,5,96695,0,315964802,865144,1,1,1,16093,15,315964813,866408,1,52,10,0,1980-01-06T03:00:14
