time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian
0,238033,233,nan,nan,3,10,3,1970-01-01T03:00:00
1,680261,1676,nan,nan,13,10,3,1970-01-01T03:00:01
3,153615,3149,nan,nan,29,10,3,1970-01-01T03:00:03
4,607483,4603,nan,nan,39,10,3,1970-01-01T03:00:04
315964803,353996,6063,0.00457763671875,8.208000183105469,49,10,3,1980-01-06T03:00:03
315964804,856094,7565,0.00732421875,8.13599967956543,65,10,3,1980-01-06T03:00:04
315964806,284916,8994,nan,nan,75,10,3,1980-01-06T03:00:06
315964807,806147,10515,nan,nan,91,10,3,1980-01-06T03:00:07
315964809,263987,11973,0.00457763671875,7.923999786376953,101,10,3,1980-01-06T03:00:09
315964810,703889,13413,0.00732421875,7.920000076293945,117,10,3,1980-01-06T03:00:10
315964812,227331,14936,0.00640869140625,7.860000133514404,127,10,3,1980-01-06T03:00:12
315964813,646624,16356,0.00457763671875,7.895999908447266,143,10,3,1980-01-06T03:00:13
315964815,114019,17823,0.00457763671875,7.935999870300293,153,10,3,1980-01-06T03:00:15
315964816,534002,19243,nan,nan,169,10,3,1980-01-06T03:00:16
315964817,996717,20706,0.00640869140625,7.9720001220703125,179,10,3,1980-01-06T03:00:17
315964819,483994,22193,0.00732421875,7.964000225067139,195,10,3,1980-01-06T03:00:19
315964820,943996,23653,nan,nan,205,10,3,1980-01-06T03:00:20
315964822,386624,25096,nan,nan,221,10,3,1980-01-06T03:00:22
315964824,834008,27543,nan,nan,237,10,3,1980-01-06T03:00:24
315964826,446096,29155,nan,nan,253,10,3,1980-01-06T03:00:26
315964827,893984,30603,0.00457763671875,8.039999961853027,7,10,3,1980-01-06T03:00:27
315964829,313994,32023,0.00457763671875,8.02400016784668,17,10,3,1980-01-06T03:00:29
315964830,886119,33595,0.00732421875,7.9679999351501465,33,10,3,1980-01-06T03:00:30
315964832,333993,35043,nan,nan,43,10,3,1980-01-06T03:00:32
315964833,803966,36513,0.00457763671875,8.04800033569336,59,10,3,1980-01-06T03:00:33
315964835,240000,37949,0.00732421875,7.9679999351501465,69,10,3,1980-01-06T03:00:35
315964836,664325,39373,0.00640869140625,8.04800033569336,85,10,3,1980-01-06T03:00:36
315964838,214126,40923,0.00640869140625,7.9679999351501465,95,10,3,1980-01-06T03:00:38
315964839,683993,42393,0.00457763671875,8.043999671936035,111,10,3,1980-01-06T03:00:39
315964841,116624,43826,nan,nan,121,10,3,1980-01-06T03:00:41
315964842,573866,45283,nan,nan,137,10,3,1980-01-06T03:00:42
315964844,86623,46796,nan,nan,147,10,3,1980-01-06T03:00:44
315964845,583866,48293,0.00457763671875,8.04800033569336,163,10,3,1980-01-06T03:00:45
315964847,4243,49713,0.00457763671875,8.052000045776367,173,10,3,1980-01-06T03:00:47
315964848,444612,51154,0.00732421875,7.97599983215332,183,10,3,1980-01-06T03:00:48
315964849,873871,52583,0.0054931640625,8.043999671936035,199,10,3,1980-01-06T03:00:49
315964851,376165,54085,nan,nan,209,10,3,1980-01-06T03:00:51
315964852,816616,55526,0.003662109375,7.97599983215332,225,10,3,1980-01-06T03:00:52
315964854,263866,56973,nan,nan,241,10,3,1980-01-06T03:00:54
315964856,713980,59423,nan,nan,1,10,3,1980-01-06T03:00:56
315964858,244324,60953,nan,nan,11,10,3,1980-01-06T03:00:58
315964859,714330,62423,0.00457763671875,8.052000045776367,27,10,3,1980-01-06T03:00:59
315964861,163984,63873,0.00457763671875,8.015999794006348,37,10,3,1980-01-06T03:01:01
315964862,636306,65345,nan,nan,53,10,3,1980-01-06T03:01:02
315964864,93857,66803,0.00457763671875,7.984000205993652,63,10,3,1980-01-06T03:01:04
315964865,533862,68243,0.00457763671875,8.04800033569336,73,10,3,1980-01-06T03:01:05
315964866,947050,69656,nan,nan,89,10,3,1980-01-06T03:01:06
315964868,453979,71163,0.00640869140625,7.97599983215332,99,10,3,1980-01-06T03:01:08
315964869,924151,72633,nan,nan,115,10,3,1980-01-06T03:01:09
315964871,426644,74136,nan,nan,125,10,3,1980-01-06T03:01:11
315964872,863996,75573,0.00732421875,7.9720001220703125,141,10,3,1980-01-06T03:01:12
315964874,364404,77073,nan,nan,151,10,3,1980-01-06T03:01:14
315964875,843980,78553,nan,nan,167,10,3,1980-01-06T03:01:15
315964877,306679,80016,0.00457763671875,8.052000045776367,177,10,3,1980-01-06T03:01:17
315964878,746612,81456,0.00457763671875,8.039999961853027,193,10,3,1980-01-06T03:01:18
315964880,176834,82886,0.00732421875,7.97599983215332,203,10,3,1980-01-06T03:01:20
315964881,594332,84303,0.0054931640625,8.052000045776367,213,10,3,1980-01-06T03:01:21
315964883,36299,85745,0.00457763671875,8.043999671936035,229,10,3,1980-01-06T03:01:23
315964884,474432,87183,0.00457763671875,8.052000045776367,239,10,3,1980-01-06T03:01:24
315964885,914015,88623,0.00457763671875,8.04800033569336,255,10,3,1980-01-06T03:01:25
315964887,353986,90063,0.00640869140625,8.039999961853027,9,10,3,1980-01-06T03:01:27
315964888,946123,91655,0.00732421875,7.9720001220703125,25,10,3,1980-01-06T03:01:28
315964890,373859,93083,0.00457763671875,7.98799991607666,35,10,3,1980-01-06T03:01:30
315964891,864007,94573,nan,8.043999671936035,51,10,3,1980-01-06T03:01:31
315964893,366581,96075,nan,nan,61,10,3,1980-01-06T03:01:33
315964894,813866,97523,0.00640869140625,7.97599983215332,77,10,3,1980-01-06T03:01:34
315964896,266256,98975,nan,nan,87,10,3,1980-01-06T03:01:36
315964897,793874,100503,0.00457763671875,7.980000019073486,103,10,3,1980-01-06T03:01:37
315964899,254049,101963,0.0054931640625,7.995999813079834,113,10,3,1980-01-06T03:01:39
315964900,824302,103533,0.00732421875,7.9720001220703125,129,10,3,1980-01-06T03:01:40
315964902,273988,104983,nan,nan,139,10,3,1980-01-06T03:01:42
315964906,502582,106486,nan,nan,155,10,3,1980-01-06T03:01:46
315964907,942585,107926,0.00457763671875,8.039999961853027,165,10,3,1980-01-06T03:01:47
315964909,379848,109363,nan,nan,175,10,3,1980-01-06T03:01:49
315964910,862895,110846,0.00732421875,7.9679999351501465,191,10,3,1980-01-06T03:01:50
315964912,290755,112274,0.00732421875,8.0,201,10,3,1980-01-06T03:01:52
315964913,722586,113706,0.00457763671875,8.039999961853027,217,10,3,1980-01-06T03:01:53
315964915,142668,115126,nan,nan,227,10,3,1980-01-06T03:01:55
315964916,639932,116623,0.00732421875,7.9679999351501465,243,10,3,1980-01-06T03:01:56
315964918,82769,118066,nan,nan,253,10,3,1980-01-06T03:01:58
315964919,589961,119573,0.00457763671875,8.04800033569336,13,10,3,1980-01-06T03:01:59
315964921,12606,120996,nan,nan,23,10,3,1980-01-06T03:02:01
315964922,490195,122473,0.00732421875,7.980000019073486,39,10,3,1980-01-06T03:02:02
315964923,969936,123953,nan,nan,49,10,3,1980-01-06T03:02:03
315964925,432586,125416,0.00457763671875,8.043999671936035,59,10,3,1980-01-06T03:02:05
315964926,853327,126836,0.00457763671875,8.043999671936035,75,10,3,1980-01-06T03:02:06
315964928,289821,128273,0.00457763671875,8.043999671936035,85,10,3,1980-01-06T03:02:08
315964929,722091,129705,nan,nan,101,10,3,1980-01-06T03:02:09
315964931,172583,131156,nan,nan,111,10,3,1980-01-06T03:02:11
315964932,632578,132616,nan,nan,127,10,3,1980-01-06T03:02:12
315964934,89812,134073,nan,nan,137,10,3,1980-01-06T03:02:14
315964930,297173,135523,0.00732421875,7.964000225067139,147,10,3,1980-01-06T03:02:10
315964931,757526,136983,0.00640869140625,7.9679999351501465,163,10,3,1980-01-06T03:02:11
315964939,279806,138506,0.00732421875,7.964000225067139,173,10,3,1980-01-06T03:02:19
315964940,747181,139973,nan,nan,189,10,3,1980-01-06T03:02:20
315964942,207042,141433,0.00640869140625,7.964000225067139,199,10,3,1980-01-06T03:02:22
315964943,667179,142893,0.00640869140625,7.964000225067139,215,10,3,1980-01-06T03:02:23
315964945,169791,144396,0.00640869140625,7.9679999351501465,225,10,3,1980-01-06T03:02:25
315964946,650549,145876,0.00457763671875,8.039999961853027,241,10,3,1980-01-06T03:02:26
315964948,77166,147303,0.00457763671875,8.039999961853027,251,10,3,1980-01-06T03:02:28
315964949,557045,148783,0.00640869140625,7.9679999351501465,11,10,3,1980-01-06T03:02:29
315964951,60040,150286,0.00640869140625,7.964000225067139,21,10,3,1980-01-06T03:02:31
315964952,507701,151733,0.00457763671875,8.03600025177002,37,10,3,1980-01-06T03:02:32
315964953,937513,153163,nan,nan,47,10,3,1980-01-06T03:02:33
315964955,417170,154643,nan,nan,63,10,3,1980-01-06T03:02:35
