time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian
1,380432,1524,nan,9,10,5,1970-01-01T03:00:01
2,380370,2586,nan,19,10,5,1970-01-01T03:00:02
3,390364,3554,nan,25,10,5,1970-01-01T03:00:03
4,377779,4522,nan,35,10,5,1970-01-01T03:00:04
315964802,664178,5518,nan,45,10,5,1980-01-06T03:00:02
315964803,667233,6544,nan,55,10,5,1980-01-06T03:00:03
315964804,674000,7597,nan,61,10,5,1980-01-06T03:00:04
315964805,674107,8544,nan,71,10,5,1980-01-06T03:00:05
315964806,674151,9544,nan,81,10,5,1980-01-06T03:00:06
315964807,667749,10597,nan,87,10,5,1980-01-06T03:00:07
315964808,676774,11538,nan,97,10,5,1980-01-06T03:00:08
315964809,695034,12565,nan,107,10,5,1980-01-06T03:00:09
315964810,686815,13546,nan,113,10,5,1980-01-06T03:00:10
315964811,684131,14546,nan,123,10,5,1980-01-06T03:00:11
315964812,687132,15612,nan,133,10,5,1980-01-06T03:00:12
315964813,694334,16564,nan,139,10,5,1980-01-06T03:00:13
315964814,686767,17546,nan,149,10,5,1980-01-06T03:00:14
315964815,686917,18553,nan,159,10,5,1980-01-06T03:00:15
315964816,700119,19537,nan,165,10,5,1980-01-06T03:00:16
315964817,684000,20610,nan,175,10,5,1980-01-06T03:00:17
315964818,694120,21552,nan,185,10,5,1980-01-06T03:00:18
315964819,684786,22536,nan,191,10,5,1980-01-06T03:00:19
315964820,686762,23528,nan,201,10,5,1980-01-06T03:00:20
315964821,686752,24563,nan,211,10,5,1980-01-06T03:00:21
315964822,696738,25612,nan,217,10,5,1980-01-06T03:00:22
315964823,683999,26574,nan,227,10,5,1980-01-06T03:00:23
315964824,690119,27537,nan,233,10,5,1980-01-06T03:00:24
315964825,693993,28618,nan,243,10,5,1980-01-06T03:00:25
315964826,686759,29556,nan,249,10,5,1980-01-06T03:00:26
315964827,694117,30563,nan,3,10,5,1980-01-06T03:00:27
315964828,684171,31536,nan,13,10,5,1980-01-06T03:00:28
315964829,726787,32604,nan,23,10,5,1980-01-06T03:00:29
315964830,724866,33657,nan,29,10,5,1980-01-06T03:00:30
315964831,716740,34576,nan,39,10,5,1980-01-06T03:00:31
315964832,714130,35581,nan,49,10,5,1980-01-06T03:00:32
315964833,706748,36573,nan,55,10,5,1980-01-06T03:00:33
315964834,716759,37584,nan,65,10,5,1980-01-06T03:00:34
315964835,716744,38642,nan,75,10,5,1980-01-06T03:00:35
315964836,706758,39574,nan,81,10,5,1980-01-06T03:00:36
315964837,716442,40572,nan,91,10,5,1980-01-06T03:00:37
315964838,715054,41645,nan,101,10,5,1980-01-06T03:00:38
315964839,713990,42565,nan,107,10,5,1980-01-06T03:00:39
315964840,743997,43594,nan,117,10,5,1980-01-06T03:00:40
315964841,734038,44603,nan,127,10,5,1980-01-06T03:00:41
315964842,780116,45634,nan,133,10,5,1980-01-06T03:00:42
315964843,777396,46710,nan,143,10,5,1980-01-06T03:00:43
315964844,776752,47636,nan,153,10,5,1980-01-06T03:00:44
315964845,784413,48634,nan,159,10,5,1980-01-06T03:00:45
315964846,776858,49644,nan,169,10,5,1980-01-06T03:00:46
315964847,786480,50634,nan,179,10,5,1980-01-06T03:00:47
315964848,786739,51725,nan,189,10,5,1980-01-06T03:00:48
315964849,796826,52656,nan,195,10,5,1980-01-06T03:00:49
315964850,800319,53661,nan,205,10,5,1980-01-06T03:00:50
315964851,835126,54665,nan,215,10,5,1980-01-06T03:00:51
315964852,817284,55686,nan,221,10,5,1980-01-06T03:00:52
315964853,816759,56743,nan,231,10,5,1980-01-06T03:00:53
315964854,826750,57703,nan,237,10,5,1980-01-06T03:00:54
315964855,826041,58667,nan,247,10,5,1980-01-06T03:00:55
315964856,816740,59750,nan,253,10,5,1980-01-06T03:00:56
315964857,816752,60683,nan,7,10,5,1980-01-06T03:00:57
315964858,834115,61704,nan,17,10,5,1980-01-06T03:00:58
315964859,824640,62694,nan,23,10,5,1980-01-06T03:00:59
315964860,886268,63734,nan,33,10,5,1980-01-06T03:01:00
315964861,876735,64797,nan,43,10,5,1980-01-06T03:01:01
315964862,894005,65764,nan,49,10,5,1980-01-06T03:01:02
315964863,884328,66735,nan,59,10,5,1980-01-06T03:01:03
315964864,884406,67735,nan,69,10,5,1980-01-06T03:01:04
315964865,876747,68749,nan,79,10,5,1980-01-06T03:01:05
315964866,886794,69745,nan,85,10,5,1980-01-06T03:01:06
315964867,884054,70746,nan,95,10,5,1980-01-06T03:01:07
315964868,930407,71784,nan,105,10,5,1980-01-06T03:01:08
315964869,934109,72879,nan,111,10,5,1980-01-06T03:01:09
