time_s,time_us,time_steady,deg,vdda,vbat,seq,srcSystem,srcComponent,time_gregorian
315964806,454000,6456,21.5018310546875,3.2929999828338623,2.9881317615509033,98,11,0,1980-01-06T03:00:06
315964807,468000,7469,21.794872283935547,3.2929999828338623,3.0590474605560303,124,11,0,1980-01-06T03:00:07
315964808,682000,8682,22.08791160583496,3.2929999828338623,3.0542125701904297,155,11,0,1980-01-06T03:00:08
315964809,895000,9896,22.08791160583496,3.2909998893737793,3.055824041366577,186,11,0,1980-01-06T03:00:09
315964811,112000,11112,22.673992156982422,3.2929999828338623,3.160585880279541,217,11,0,1980-01-06T03:00:11
315964812,326000,12326,22.673992156982422,3.2929999828338623,2.9945785999298096,248,11,0,1980-01-06T03:00:12
315964813,539000,13539,22.673992156982422,3.2929999828338623,3.0961170196533203,23,11,0,1980-01-06T03:00:13
315964814,753000,14753,22.96703338623047,3.2929999828338623,3.0767765045166016,54,11,0,1980-01-06T03:00:14
315964815,966000,15967,22.96703338623047,3.2929999828338623,3.0799999237060547,84,11,0,1980-01-06T03:00:15
315964817,183000,17183,22.96703338623047,3.2929999828338623,3.083223342895508,116,11,0,1980-01-06T03:00:17
315964818,397000,18397,23.260072708129883,3.2929999828338623,2.9945785999298096,147,11,0,1980-01-06T03:00:18
315964819,610000,19610,23.260072708129883,3.2929999828338623,2.9994137287139893,178,11,0,1980-01-06T03:00:19
315964820,823000,20824,23.260072708129883,3.2929999828338623,2.9994137287139893,209,11,0,1980-01-06T03:00:20
315964822,40000,22040,23.55311393737793,3.2929999828338623,3.001025676727295,239,11,0,1980-01-06T03:00:22
315964823,253000,23253,23.55311393737793,3.2950000762939453,3.0880584716796875,15,11,0,1980-01-06T03:00:23
315964824,466000,24466,23.55311393737793,3.2929999828338623,2.996190309524536,46,11,0,1980-01-06T03:00:24
315964830,533000,30533,23.846153259277344,3.2929999828338623,2.9945785999298096,201,11,0,1980-01-06T03:00:30
315964831,746000,31746,24.13919448852539,3.2929999828338623,2.996190309524536,232,11,0,1980-01-06T03:00:31
315964832,959000,32960,24.13919448852539,3.2929999828338623,3.0799999237060547,6,11,0,1980-01-06T03:00:32
315964834,176000,34176,24.432233810424805,3.2909998893737793,3.0912818908691406,38,11,0,1980-01-06T03:00:34
315964835,389000,35389,24.432233810424805,3.2929999828338623,3.0912818908691406,69,11,0,1980-01-06T03:00:35
315964836,602000,36603,24.432233810424805,3.2929999828338623,2.996190309524536,100,11,0,1980-01-06T03:00:36
315964837,815000,37816,24.13919448852539,3.2929999828338623,2.996190309524536,131,11,0,1980-01-06T03:00:37
315964839,32000,39032,24.72527503967285,3.2929999828338623,3.071941375732422,161,11,0,1980-01-06T03:00:39
315964840,245000,40245,24.432233810424805,3.2929999828338623,3.08644700050354,193,11,0,1980-01-06T03:00:40
315964841,458000,41459,24.72527503967285,3.2909998893737793,3.092893600463867,224,11,0,1980-01-06T03:00:41
315964842,672000,42672,24.432233810424805,3.2909998893737793,2.997802257537842,255,11,0,1980-01-06T03:00:42
315964843,885000,43885,24.432233810424805,3.2929999828338623,2.996190309524536,30,11,0,1980-01-06T03:00:43
315964845,101000,45102,24.72527503967285,3.2909998893737793,2.996190309524536,61,11,0,1980-01-06T03:00:45
315964846,314000,46315,24.72527503967285,3.2929999828338623,2.997802257537842,92,11,0,1980-01-06T03:00:46
315964847,527000,47528,24.72527503967285,3.2929999828338623,2.997802257537842,123,11,0,1980-01-06T03:00:47
315964848,741000,48741,24.72527503967285,3.2929999828338623,2.996190309524536,154,11,0,1980-01-06T03:00:48
315964849,954000,49954,24.72527503967285,3.2929999828338623,2.997802257537842,184,11,0,1980-01-06T03:00:49
315964851,170000,51171,25.018314361572266,3.2929999828338623,3.0429303646087646,216,11,0,1980-01-06T03:00:51
315964852,383000,52384,24.72527503967285,3.2929999828338623,3.0622711181640625,247,11,0,1980-01-06T03:00:52
315964853,597000,53597,25.018314361572266,3.2929999828338623,3.0622711181640625,22,11,0,1980-01-06T03:00:53
315964854,810000,54810,24.72527503967285,3.2929999828338623,3.0364832878112793,53,11,0,1980-01-06T03:00:54
315964856,26000,56027,25.018314361572266,3.2929999828338623,3.001025676727295,83,11,0,1980-01-06T03:00:56
315964862,94000,62094,25.018314361572266,3.2929999828338623,2.9945785999298096,239,11,0,1980-01-06T03:01:02
315964863,309000,63307,25.311355590820312,3.2909998893737793,3.052600622177124,14,11,0,1980-01-06T03:01:03
315964864,524000,64520,25.018314361572266,3.2909998893737793,3.060659170150757,45,11,0,1980-01-06T03:01:04
315964865,738000,65733,25.311355590820312,3.2929999828338623,3.0590474605560303,76,11,0,1980-01-06T03:01:05
315964866,952000,66946,25.311355590820312,3.2929999828338623,3.0429303646087646,106,11,0,1980-01-06T03:01:06
315964868,169000,68163,25.018314361572266,3.2929999828338623,2.9945785999298096,138,11,0,1980-01-06T03:01:08
315964869,384000,69376,25.311355590820312,3.2929999828338623,2.997802257537842,169,11,0,1980-01-06T03:01:09
315964870,599000,70589,25.311355590820312,3.2929999828338623,3.06388258934021,200,11,0,1980-01-06T03:01:10
315964871,813000,71802,25.018314361572266,3.2929999828338623,3.001025676727295,231,11,0,1980-01-06T03:01:11
315964873,27000,73015,25.311355590820312,3.2929999828338623,2.9994137287139893,5,11,0,1980-01-06T03:01:13
315964874,245000,74232,25.311355590820312,3.2929999828338623,2.996190309524536,37,11,0,1980-01-06T03:01:14
315964875,459000,75445,25.311355590820312,3.2929999828338623,2.996190309524536,68,11,0,1980-01-06T03:01:15
315964876,674000,76658,25.311355590820312,3.2929999828338623,3.0590474605560303,99,11,0,1980-01-06T03:01:16
315964877,888000,77871,25.311355590820312,3.2929999828338623,3.0687177181243896,130,11,0,1980-01-06T03:01:17
315964879,106000,79088,25.311355590820312,3.2929999828338623,3.0477654933929443,160,11,0,1980-01-06T03:01:19
315964880,320000,80301,25.604394912719727,3.2929999828338623,2.996190309524536,192,11,0,1980-01-06T03:01:20
315964881,534000,81514,25.604394912719727,3.2929999828338623,2.996190309524536,223,11,0,1980-01-06T03:01:21
315964882,749000,82727,25.311355590820312,3.2909998893737793,3.0687177181243896,254,11,0,1980-01-06T03:01:22
315964883,963000,83941,25.604394912719727,3.2909998893737793,3.04937744140625,28,11,0,1980-01-06T03:01:23
315964885,181000,85157,25.311355590820312,3.2929999828338623,3.04937744140625,60,11,0,1980-01-06T03:01:25
315964886,395000,86370,25.311355590820312,3.2929999828338623,2.9994137287139893,91,11,0,1980-01-06T03:01:26
315964887,610000,87583,25.604394912719727,3.2929999828338623,2.996190309524536,122,11,0,1980-01-06T03:01:27
315964888,824000,88797,25.604394912719727,3.2929999828338623,2.997802257537842,153,11,0,1980-01-06T03:01:28
315964890,38000,90010,25.604394912719727,3.2929999828338623,2.9945785999298096,183,11,0,1980-01-06T03:01:30
315964891,256000,91226,25.604394912719727,3.2929999828338623,3.0622711181640625,215,11,0,1980-01-06T03:01:31
315964892,470000,92440,25.897436141967773,3.2929999828338623,3.0058608055114746,246,11,0,1980-01-06T03:01:32
315964893,685000,93653,25.604394912719727,3.2929999828338623,2.9994137287139893,21,11,0,1980-01-06T03:01:33
315964894,900000,94866,25.604394912719727,3.2929999828338623,2.997802257537842,52,11,0,1980-01-06T03:01:34
315964896,117000,96082,25.604394912719727,3.2929999828338623,2.996190309524536,83,11,0,1980-01-06T03:01:36
315964897,331000,97296,25.897436141967773,3.2929999828338623,3.055824041366577,115,11,0,1980-01-06T03:01:37
315964898,546000,98509,25.604394912719727,3.2929999828338623,3.0703296661376953,146,11,0,1980-01-06T03:01:38
315964899,761000,99722,25.604394912719727,3.2929999828338623,3.067106246948242,177,11,0,1980-01-06T03:01:39
315964900,975000,100935,25.897436141967773,3.2929999828338623,2.9945785999298096,207,11,0,1980-01-06T03:01:40
315964902,193000,102152,25.604394912719727,3.2929999828338623,2.996190309524536,239,11,0,1980-01-06T03:01:42
315964903,407000,103365,25.897436141967773,3.2929999828338623,3.0542125701904297,14,11,0,1980-01-06T03:01:43
315964904,622000,104579,25.897436141967773,3.2929999828338623,3.0703296661376953,45,11,0,1980-01-06T03:01:44
315964905,837000,105792,25.897436141967773,3.2929999828338623,3.0542125701904297,76,11,0,1980-01-06T03:01:45
315964907,51000,107005,25.897436141967773,3.2929999828338623,2.997802257537842,106,11,0,1980-01-06T03:01:47
315964908,269000,108222,25.897436141967773,3.2929999828338623,2.997802257537842,138,11,0,1980-01-06T03:01:48
315964909,483000,109435,26.190475463867188,3.2929999828338623,3.060659170150757,169,11,0,1980-01-06T03:01:49
315964910,698000,110648,25.604394912719727,3.2929999828338623,3.0622711181640625,200,11,0,1980-01-06T03:01:50
315964911,912000,111862,25.897436141967773,3.2950000762939453,3.060659170150757,230,11,0,1980-01-06T03:01:51
315964913,130000,113079,25.897436141967773,3.2929999828338623,2.997802257537842,5,11,0,1980-01-06T03:01:53
315964914,345000,114292,25.897436141967773,3.2929999828338623,2.997802257537842,37,11,0,1980-01-06T03:01:54
315964915,559000,115505,25.897436141967773,3.2929999828338623,2.9994137287139893,68,11,0,1980-01-06T03:01:55
315964916,774000,116719,25.897436141967773,3.2929999828338623,3.004248857498169,99,11,0,1980-01-06T03:01:56
315964917,988000,117932,25.897436141967773,3.2909998893737793,2.9994137287139893,129,11,0,1980-01-06T03:01:57
315964919,206000,119148,25.897436141967773,3.2929999828338623,2.996190309524536,161,11,0,1980-01-06T03:01:59
315964920,420000,120362,25.897436141967773,3.2929999828338623,2.996190309524536,192,11,0,1980-01-06T03:02:00
315964921,636000,121575,26.483516693115234,3.2950000762939453,3.0799999237060547,223,11,0,1980-01-06T03:02:01
315964922,850000,122788,26.190475463867188,3.2929999828338623,3.0735530853271484,254,11,0,1980-01-06T03:02:02
315964924,64000,124002,26.483516693115234,3.2929999828338623,3.0026373863220215,28,11,0,1980-01-06T03:02:04
315964925,282000,125218,26.190475463867188,3.2909998893737793,2.9994137287139893,60,11,0,1980-01-06T03:02:05
315964926,496000,126432,26.190475463867188,3.2929999828338623,2.997802257537842,91,11,0,1980-01-06T03:02:06
315964927,712000,127645,26.190475463867188,3.2929999828338623,2.997802257537842,122,11,0,1980-01-06T03:02:07
315964928,926000,128858,26.190475463867188,3.2929999828338623,2.9994137287139893,152,11,0,1980-01-06T03:02:08
315964930,143000,130075,25.897436141967773,3.2929999828338623,3.078388214111328,183,11,0,1980-01-06T03:02:10
315964936,217000,136142,26.483516693115234,3.2929999828338623,3.0397069454193115,83,11,0,1980-01-06T03:02:16
315964937,431000,137356,26.190475463867188,3.2929999828338623,3.007472515106201,114,11,0,1980-01-06T03:02:17
315964938,647000,138569,26.190475463867188,3.2909998893737793,3.004248857498169,145,11,0,1980-01-06T03:02:18
315964939,861000,139782,26.483516693115234,3.2929999828338623,3.001025676727295,176,11,0,1980-01-06T03:02:19
315964941,75000,140996,26.190475463867188,3.2929999828338623,2.9994137287139893,206,11,0,1980-01-06T03:02:21
315964942,293000,142213,26.190475463867188,3.2929999828338623,3.1009521484375,238,11,0,1980-01-06T03:02:22
315964943,507000,143426,26.483516693115234,3.2929999828338623,3.1283514499664307,13,11,0,1980-01-06T03:02:23
315964944,723000,144639,26.483516693115234,3.2929999828338623,3.1025640964508057,44,11,0,1980-01-06T03:02:24
315964945,937000,145852,26.483516693115234,3.2929999828338623,3.0880584716796875,74,11,0,1980-01-06T03:02:25
315964947,155000,147069,26.190475463867188,3.2909998893737793,2.9994137287139893,105,11,0,1980-01-06T03:02:27
315964948,369000,148282,26.190475463867188,3.2929999828338623,3.0912818908691406,137,11,0,1980-01-06T03:02:28
315964949,583000,149496,26.483516693115234,3.2929999828338623,3.115457773208618,168,11,0,1980-01-06T03:02:29
315964950,799000,150709,26.483516693115234,3.2929999828338623,3.1331865787506104,199,11,0,1980-01-06T03:02:30
315964952,13000,151923,26.77655601501465,3.2909998893737793,3.134798526763916,229,11,0,1980-01-06T03:02:32
315964953,231000,153139,26.190475463867188,3.2929999828338623,2.9994137287139893,5,11,0,1980-01-06T03:02:33
315964954,445000,154353,26.483516693115234,3.2950000762939453,3.1073992252349854,36,11,0,1980-01-06T03:02:34
315964955,661000,155566,26.483516693115234,3.2929999828338623,3.123516321182251,67,11,0,1980-01-06T03:02:35
315964956,875000,156779,26.483516693115234,3.2929999828338623,3.1331865787506104,98,11,0,1980-01-06T03:02:36
315964958,89000,157993,26.77655601501465,3.2929999828338623,3.1589744091033936,128,11,0,1980-01-06T03:02:38
315964959,307000,159209,26.483516693115234,3.2929999828338623,2.9994137287139893,160,11,0,1980-01-06T03:02:39
315964960,521000,160423,26.483516693115234,3.2929999828338623,2.9994137287139893,191,11,0,1980-01-06T03:02:40
315964961,737000,161636,26.483516693115234,3.2929999828338623,2.9994137287139893,222,11,0,1980-01-06T03:02:41
315964962,951000,162849,26.77655601501465,3.2929999828338623,3.1138463020324707,252,11,0,1980-01-06T03:02:42
315964964,169000,164066,26.77655601501465,3.2929999828338623,3.0961170196533203,27,11,0,1980-01-06T03:02:44
315964965,383000,165280,26.77655601501465,3.2950000762939453,3.0848350524902344,59,11,0,1980-01-06T03:02:45
315964966,597000,166493,26.483516693115234,3.2929999828338623,3.004248857498169,90,11,0,1980-01-06T03:02:46
315964967,813000,167706,26.77655601501465,3.2929999828338623,3.001025676727295,121,11,0,1980-01-06T03:02:47
315964969,27000,168919,26.483516693115234,3.2909998893737793,3.041318655014038,151,11,0,1980-01-06T03:02:49
315964970,245000,170136,26.77655601501465,3.2929999828338623,3.055824041366577,183,11,0,1980-01-06T03:02:50
315964971,459000,171349,26.77655601501465,3.2929999828338623,3.0477654933929443,214,11,0,1980-01-06T03:02:51
315964805,164000,5165,23.55311393737793,3.2929999828338623,3.001025676727295,72,11,0,1980-01-06T03:00:05
315964806,307000,6308,23.55311393737793,3.2929999828338623,3.0219781398773193,98,11,0,1980-01-06T03:00:06
315964807,470000,7471,23.846153259277344,3.2929999828338623,3.1073992252349854,124,11,0,1980-01-06T03:00:07
315964808,684000,8684,24.13919448852539,3.2929999828338623,3.1331865787506104,155,11,0,1980-01-06T03:00:08
315964809,897000,9898,24.432233810424805,3.2929999828338623,3.131575107574463,186,11,0,1980-01-06T03:00:09
315964811,114000,11114,24.432233810424805,3.2929999828338623,3.0026373863220215,218,11,0,1980-01-06T03:00:11
315964812,327000,12328,24.432233810424805,3.2929999828338623,3.001025676727295,249,11,0,1980-01-06T03:00:12
315964813,541000,13541,24.72527503967285,3.2950000762939453,3.0026373863220215,24,11,0,1980-01-06T03:00:13
315964814,754000,14754,25.018314361572266,3.2929999828338623,3.004248857498169,55,11,0,1980-01-06T03:00:14
315964815,967000,15968,24.72527503967285,3.2929999828338623,3.007472515106201,85,11,0,1980-01-06T03:00:15
315964817,184000,17184,25.018314361572266,3.2929999828338623,3.0026373863220215,117,11,0,1980-01-06T03:00:17
315964818,397000,18398,25.018314361572266,3.2929999828338623,3.0026373863220215,148,11,0,1980-01-06T03:00:18
315964819,610000,19611,25.604394912719727,3.2929999828338623,3.0542125701904297,179,11,0,1980-01-06T03:00:19
315964820,824000,20824,25.604394912719727,3.2929999828338623,3.0703296661376953,210,11,0,1980-01-06T03:00:20
315964822,40000,22040,25.897436141967773,3.2950000762939453,3.044542074203491,240,11,0,1980-01-06T03:00:22
315964823,254000,23254,25.897436141967773,3.2950000762939453,3.071941375732422,16,11,0,1980-01-06T03:00:23
315964824,467000,24467,25.604394912719727,3.2929999828338623,3.001025676727295,47,11,0,1980-01-06T03:00:24
315964825,680000,25680,25.897436141967773,3.2929999828338623,3.0703296661376953,78,11,0,1980-01-06T03:00:25
315964826,893000,26893,25.897436141967773,3.2929999828338623,3.0654945373535156,109,11,0,1980-01-06T03:00:26
315964828,110000,28110,26.190475463867188,3.2929999828338623,3.0848350524902344,140,11,0,1980-01-06T03:00:28
315964829,323000,29323,26.483516693115234,3.2929999828338623,3.097728967666626,171,11,0,1980-01-06T03:00:29
315964830,536000,30536,26.483516693115234,3.2929999828338623,3.0026373863220215,202,11,0,1980-01-06T03:00:30
315964831,749000,31750,26.483516693115234,3.2929999828338623,3.0799999237060547,233,11,0,1980-01-06T03:00:31
315964832,962000,32963,27.069597244262695,3.2929999828338623,3.0880584716796875,7,11,0,1980-01-06T03:00:32
315964834,179000,34179,27.36263656616211,3.2929999828338623,3.0880584716796875,39,11,0,1980-01-06T03:00:34
315964835,392000,35393,27.36263656616211,3.2929999828338623,3.1106226444244385,70,11,0,1980-01-06T03:00:35
315964836,606000,36606,27.36263656616211,3.2929999828338623,3.004248857498169,101,11,0,1980-01-06T03:00:36
315964837,819000,37819,27.655677795410156,3.2929999828338623,3.0058608055114746,132,11,0,1980-01-06T03:00:37
315964839,35000,39036,27.655677795410156,3.2929999828338623,3.0090842247009277,162,11,0,1980-01-06T03:00:39
315964840,249000,40249,27.655677795410156,3.2929999828338623,3.0090842247009277,194,11,0,1980-01-06T03:00:40
315964841,462000,41462,28.241758346557617,3.2950000762939453,3.0058608055114746,225,11,0,1980-01-06T03:00:41
315964842,675000,42675,28.241758346557617,3.2929999828338623,3.004248857498169,0,11,0,1980-01-06T03:00:42
315964843,888000,43889,28.241758346557617,3.2929999828338623,3.0026373863220215,31,11,0,1980-01-06T03:00:43
315964845,105000,45105,28.827838897705078,3.2909998893737793,3.097728967666626,62,11,0,1980-01-06T03:00:45
315964846,318000,46319,28.827838897705078,3.2929999828338623,3.105787515640259,93,11,0,1980-01-06T03:00:46
315964847,532000,47532,28.827838897705078,3.2929999828338623,3.0106959342956543,124,11,0,1980-01-06T03:00:47
315964848,745000,48745,28.827838897705078,3.2929999828338623,3.004248857498169,155,11,0,1980-01-06T03:00:48
315964849,958000,49958,29.120878219604492,3.2929999828338623,3.0058608055114746,185,11,0,1980-01-06T03:00:49
315964851,175000,51175,29.120878219604492,3.2950000762939453,3.1009521484375,217,11,0,1980-01-06T03:00:51
315964852,388000,52388,29.41391944885254,3.2909998893737793,3.142857074737549,248,11,0,1980-01-06T03:00:52
315964853,601000,53602,29.706958770751953,3.2909998893737793,3.1041758060455322,23,11,0,1980-01-06T03:00:53
315964854,815000,54815,29.706958770751953,3.2929999828338623,3.0058608055114746,54,11,0,1980-01-06T03:00:54
315964856,31000,56031,29.41391944885254,3.2929999828338623,3.0058608055114746,84,11,0,1980-01-06T03:00:56
315964857,244000,57245,29.41391944885254,3.2929999828338623,3.105787515640259,116,11,0,1980-01-06T03:00:57
315964858,458000,58458,29.706958770751953,3.2909998893737793,3.123516321182251,147,11,0,1980-01-06T03:00:58
315964859,671000,59671,30.0,3.2929999828338623,3.131575107574463,178,11,0,1980-01-06T03:00:59
315964860,884000,60884,30.0,3.2929999828338623,3.007472515106201,209,11,0,1980-01-06T03:01:00
315964862,101000,62101,29.706958770751953,3.2929999828338623,3.0058608055114746,240,11,0,1980-01-06T03:01:02
315964863,314000,63315,30.0,3.2929999828338623,3.0090842247009277,15,11,0,1980-01-06T03:01:03
315964864,528000,64528,29.706958770751953,3.2929999828338623,3.0106959342956543,46,11,0,1980-01-06T03:01:04
315964865,741000,65742,30.0,3.2929999828338623,3.007472515106201,77,11,0,1980-01-06T03:01:05
315964866,955000,66955,30.293041229248047,3.2929999828338623,3.007472515106201,107,11,0,1980-01-06T03:01:06
315964868,171000,68172,30.293041229248047,3.2929999828338623,3.0058608055114746,139,11,0,1980-01-06T03:01:08
315964869,385000,69385,30.0,3.2929999828338623,3.0590474605560303,170,11,0,1980-01-06T03:01:09
315964870,598000,70598,30.0,3.2929999828338623,3.138021945953369,201,11,0,1980-01-06T03:01:10
315964871,812000,71812,30.293041229248047,3.2929999828338623,3.1041758060455322,232,11,0,1980-01-06T03:01:11
315964873,29000,73029,30.293041229248047,3.2929999828338623,3.115457773208618,6,11,0,1980-01-06T03:01:13
315964874,242000,74242,30.0,3.2929999828338623,3.0058608055114746,38,11,0,1980-01-06T03:01:14
315964875,455000,75456,30.293041229248047,3.2929999828338623,3.078388214111328,69,11,0,1980-01-06T03:01:15
315964876,669000,76669,30.0,3.2929999828338623,3.0816118717193604,100,11,0,1980-01-06T03:01:16
315964877,882000,77882,30.293041229248047,3.2909998893737793,3.1009521484375,131,11,0,1980-01-06T03:01:17
315964879,99000,79099,30.293041229248047,3.2909998893737793,3.092893600463867,162,11,0,1980-01-06T03:01:19
315964880,312000,80312,30.293041229248047,3.2929999828338623,3.007472515106201,193,11,0,1980-01-06T03:01:20
315964881,525000,81526,30.293041229248047,3.2929999828338623,3.0816118717193604,224,11,0,1980-01-06T03:01:21
315964882,739000,82739,30.58608055114746,3.2929999828338623,3.1219048500061035,255,11,0,1980-01-06T03:01:22
315964883,952000,83952,30.58608055114746,3.2929999828338623,3.126739978790283,29,11,0,1980-01-06T03:01:23
