time_s,time_us,time_steady,temperature,pressure,humidity,altitude,seq,srcSystem,srcComponent,time_gregorian
2,151300,1152,11.725905587995499,110000.0,38.368164936706144,-698.2388916015625,0,13,2,1970-01-01T03:00:02
5,862300,6152,11.793062004097738,110000.0,45.919186834241465,-698.2388916015625,60,13,2,1970-01-01T03:00:05
315964804,148700,7152,11.805272266906195,110000.0,45.89021091152651,-698.2388916015625,71,13,2,1980-01-06T03:00:04
315964805,148700,8152,11.519295490056175,110000.0,45.76384697723127,-698.2388916015625,82,13,2,1980-01-06T03:00:05
315964806,148700,9152,11.836761899619887,110000.0,45.62830504568524,-698.2388916015625,96,13,2,1980-01-06T03:00:06
315964807,148700,10152,11.84511629380513,110000.0,45.5526199955206,-698.2388916015625,107,13,2,1980-01-06T03:00:07
315964808,148700,11152,11.930588216928664,110000.0,47.60002492544661,-698.2388916015625,118,13,2,1980-01-06T03:00:08
315964809,148800,12152,11.963041862944214,110000.0,49.494347820493964,-698.2388916015625,131,13,2,1980-01-06T03:00:09
315964810,148800,13152,11.975573471935059,110000.0,49.87325855813479,-698.2388916015625,142,13,2,1980-01-06T03:00:10
315964811,148700,14152,11.736187906858527,110000.0,49.891005464976665,-698.2388916015625,154,13,2,1980-01-06T03:00:11
315964812,148700,15152,12.001921988786581,110000.0,49.83309126860616,-698.2388916015625,167,13,2,1980-01-06T03:00:12
315964813,148700,16152,12.029555807355791,110000.0,49.68226022175025,-698.2388916015625,178,13,2,1980-01-06T03:00:13
315964814,148700,17152,12.049477867819315,110000.0,49.496270294571964,-698.2388916015625,189,13,2,1980-01-06T03:00:14
315964815,148700,18152,12.067150667049669,110000.0,49.3160288706172,-698.2388916015625,202,13,2,1980-01-06T03:00:15
2,151300,1152,12.109886723038016,110000.0,46.83934669152933,-698.2388916015625,0,13,2,1970-01-01T03:00:02
3,151300,2152,11.814269303710262,110000.0,48.9261321316813,-698.2388916015625,11,13,2,1970-01-01T03:00:03
315964827,450300,6152,12.209818481321985,110000.0,50.58959492335294,-698.2388916015625,60,13,2,1980-01-06T03:00:27
315964828,450300,7152,12.231347202486722,110000.0,50.45027325403335,-698.2388916015625,71,13,2,1980-01-06T03:00:28
315964829,450400,8152,11.942477175014051,110000.0,50.26270503908544,-698.2388916015625,82,13,2,1980-01-06T03:00:29
315964830,450400,9152,12.128844829502146,110000.0,50.08072919581993,-698.2388916015625,96,13,2,1980-01-06T03:00:30
315964831,450300,10152,12.27247671382538,110000.0,49.98501927510947,-698.2388916015625,107,13,2,1980-01-06T03:00:31
315964832,450300,11152,12.297540018930977,110000.0,49.799068842150625,-698.2388916015625,118,13,2,1980-01-06T03:00:32
315964833,450300,12152,12.143625728812935,110000.0,49.62073786252277,-698.2388916015625,131,13,2,1980-01-06T03:00:33
315964834,450300,13152,12.322282006396403,110000.0,49.449841031276726,-698.2388916015625,142,13,2,1980-01-06T03:00:34
315964835,450300,14152,12.330957769831093,110000.0,49.36840468858469,-698.2388916015625,154,13,2,1980-01-06T03:00:35
315964836,450300,15152,12.234881769135814,110000.0,49.214749104434794,-698.2388916015625,167,13,2,1980-01-06T03:00:36
315964837,450300,16152,12.361483610726486,110000.0,49.06585062524136,-698.2388916015625,178,13,2,1980-01-06T03:00:37
315964838,450300,17152,12.364375533027578,110000.0,48.89679747710842,-698.2388916015625,189,13,2,1980-01-06T03:00:38
315964839,450400,18152,12.12273967614101,110000.0,48.76939004403092,-698.2388916015625,202,13,2,1980-01-06T03:00:39
315964840,450400,19152,12.396186684417284,110000.0,48.70499014734797,-698.2388916015625,214,13,2,1980-01-06T03:00:40
315964841,450300,20152,12.413538226235346,110000.0,48.58285305427434,-698.2388916015625,225,13,2,1980-01-06T03:00:41
315964842,450300,21152,12.428961821745565,110000.0,48.443163299911134,-698.2388916015625,238,13,2,1980-01-06T03:00:42
315964843,450300,22152,12.444706744864016,110000.0,48.320962841834884,-698.2388916015625,249,13,2,1980-01-06T03:00:43
315964844,450300,23152,12.194716247132693,110000.0,48.281138009064094,-698.2388916015625,4,13,2,1980-01-06T03:00:44
315964845,450300,24152,12.21271039879366,110000.0,48.135718309245064,-698.2388916015625,18,13,2,1980-01-06T03:00:45
315964846,450300,25152,12.4797311754681,110000.0,48.012413434911736,-698.2388916015625,29,13,2,1980-01-06T03:00:46
315964847,450300,26152,12.486800328237427,110000.0,47.87833983907732,-698.2388916015625,40,13,2,1980-01-06T03:00:47
315964848,450300,27152,12.510578391590593,110000.0,47.78540755184285,-698.2388916015625,53,13,2,1980-01-06T03:00:48
