time_s,time_us,time_steady,temperature,pressure,altitude,seq,srcSystem,srcComponent,time_gregorian
315964925,160100,69395,14.3100004196167,102518,-98.83812713623047,45,13,1,1980-01-06T03:02:05
315964926,160100,70395,14.319999694824219,102517,-98.7556381225586,56,13,1,1980-01-06T03:02:06
315964927,160100,71395,14.329999923706055,102516,-98.67315673828125,67,13,1,1980-01-06T03:02:07
315964928,160100,72395,14.34000015258789,102518,-98.83812713623047,80,13,1,1980-01-06T03:02:08
7,638900,6661,14.470000267028809,102498,-97.18842315673828,31,13,1,1970-01-01T03:00:07
315964931,571900,7661,14.489999771118164,102499,-97.27091217041016,42,13,1,1980-01-06T03:02:11
315964932,571900,8661,14.5,102496,-97.0234603881836,55,13,1,1980-01-06T03:02:12
315964939,571900,9661,14.510000228881836,102508,-98.01327514648438,66,13,1,1980-01-06T03:02:19
315964940,571900,10661,14.550000190734863,102516,-98.67315673828125,78,13,1,1980-01-06T03:02:20
315964941,571900,11661,14.5600004196167,102516,-98.67315673828125,91,13,1,1980-01-06T03:02:21
315964942,571900,12661,14.539999961853027,102497,-97.10594177246094,102,13,1,1980-01-06T03:02:22
315964943,571900,13661,14.569999694824219,102516,-98.67315673828125,113,13,1,1980-01-06T03:02:23
315964944,571900,14661,14.5600004196167,102496,-97.0234603881836,126,13,1,1980-01-06T03:02:24
315964945,571900,15661,14.579999923706055,102500,-97.3533935546875,138,13,1,1980-01-06T03:02:25
315964946,571900,16661,14.619999885559082,102516,-98.67315673828125,149,13,1,1980-01-06T03:02:26
315964947,571900,17661,14.630000114440918,102518,-98.83812713623047,162,13,1,1980-01-06T03:02:27
315964948,571900,18661,14.640000343322754,102506,-97.84830474853516,173,13,1,1980-01-06T03:02:28
315964949,571900,19661,14.630000114440918,102501,-97.43588256835938,184,13,1,1980-01-06T03:02:29
315964950,571900,20661,14.640000343322754,102499,-97.27091217041016,198,13,1,1980-01-06T03:02:30
315964951,571900,21661,14.649999618530273,102497,-97.10594177246094,209,13,1,1980-01-06T03:02:31
315964952,571900,22661,14.680000305175781,102515,-98.59066772460938,220,13,1,1980-01-06T03:02:32
315964953,571900,23661,14.6899995803833,102515,-98.59066772460938,233,13,1,1980-01-06T03:02:33
315964954,571900,24661,14.6899995803833,102517,-98.7556381225586,244,13,1,1980-01-06T03:02:34
315964955,571900,25661,14.680000305175781,102493,-96.7760009765625,0,13,1,1980-01-06T03:02:35
315964956,571900,26661,14.6899995803833,102498,-97.18842315673828,13,13,1,1980-01-06T03:02:36
315964957,571900,27661,14.720000267028809,102515,-98.59066772460938,24,13,1,1980-01-06T03:02:37
315964958,571900,28661,14.710000038146973,102503,-97.6008529663086,35,13,1,1980-01-06T03:02:38
315964959,571900,29661,14.739999771118164,102517,-98.7556381225586,48,13,1,1980-01-06T03:02:39
315964960,571900,30661,14.760000228881836,102516,-98.67315673828125,60,13,1,1980-01-06T03:02:40
315964961,571900,31661,14.770000457763672,102516,-98.67315673828125,71,13,1,1980-01-06T03:02:41
315964962,571900,32661,14.779999732971191,102516,-98.67315673828125,84,13,1,1980-01-06T03:02:42
315964963,571900,33661,14.760000228881836,102500,-97.3533935546875,95,13,1,1980-01-06T03:02:43
315964964,571900,34661,14.789999961853027,102510,-98.1782455444336,106,13,1,1980-01-06T03:02:44
315964965,571900,35661,14.8100004196167,102498,-97.18842315673828,120,13,1,1980-01-06T03:02:45
315964966,571900,36661,14.8100004196167,102500,-97.3533935546875,131,13,1,1980-01-06T03:02:46
315964967,571900,37661,14.850000381469727,102518,-98.83812713623047,142,13,1,1980-01-06T03:02:47
315964968,571900,38661,14.869999885559082,102514,-98.50818634033203,155,13,1,1980-01-06T03:02:48
315964969,571900,39661,14.850000381469727,102502,-97.51836395263672,166,13,1,1980-01-06T03:02:49
315964970,571900,40661,14.859999656677246,102502,-97.51836395263672,178,13,1,1980-01-06T03:02:50
315964971,571900,41661,14.880000114440918,102499,-97.27091217041016,191,13,1,1980-01-06T03:02:51
315964972,571900,42661,14.890000343322754,102492,-96.69351959228516,202,13,1,1980-01-06T03:02:52
2,372900,1395,15.109999656677246,102501,-97.43588256835938,5,13,1,1970-01-01T03:00:02
3,372900,2395,15.119999885559082,102501,-97.43588256835938,16,13,1,1970-01-01T03:00:03
6,84900,6395,15.15999984741211,102517,-98.7556381225586,65,13,1,1970-01-01T03:00:06
