time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian
1,380432,1523,12.3125,4,10,0,1970-01-01T03:00:01
2,380370,2585,12.375,14,10,0,1970-01-01T03:00:02
3,390364,3553,12.375,20,10,0,1970-01-01T03:00:03
4,377779,4521,12.375,30,10,0,1970-01-01T03:00:04
315964802,664178,5517,12.4375,40,10,0,1980-01-06T03:00:02
315964803,667233,6543,12.4375,50,10,0,1980-01-06T03:00:03
315964804,674000,7596,12.5,56,10,0,1980-01-06T03:00:04
315964805,674107,8543,12.5625,66,10,0,1980-01-06T03:00:05
315964806,674151,9543,12.625,76,10,0,1980-01-06T03:00:06
315964807,667749,10596,12.625,82,10,0,1980-01-06T03:00:07
315964808,676774,11537,12.6875,92,10,0,1980-01-06T03:00:08
315964809,695034,12564,12.75,102,10,0,1980-01-06T03:00:09
315964810,686815,13545,12.8125,108,10,0,1980-01-06T03:00:10
315964811,684131,14543,12.875,118,10,0,1980-01-06T03:00:11
315964812,687132,15611,12.9375,128,10,0,1980-01-06T03:00:12
315964813,694334,16563,13.0,134,10,0,1980-01-06T03:00:13
315964814,686767,17545,13.0625,144,10,0,1980-01-06T03:00:14
315964815,686917,18542,13.0625,154,10,0,1980-01-06T03:00:15
315964816,700119,19537,13.1875,160,10,0,1980-01-06T03:00:16
315964817,684000,20609,13.25,170,10,0,1980-01-06T03:00:17
315964818,694120,21551,13.25,180,10,0,1980-01-06T03:00:18
315964819,684786,22535,13.375,186,10,0,1980-01-06T03:00:19
315964820,686762,23527,13.375,196,10,0,1980-01-06T03:00:20
315964821,686752,24552,13.4375,206,10,0,1980-01-06T03:00:21
315964822,696738,25611,13.5625,212,10,0,1980-01-06T03:00:22
315964823,683999,26573,13.5625,222,10,0,1980-01-06T03:00:23
315964824,690119,27536,13.6875,228,10,0,1980-01-06T03:00:24
315964825,693993,28617,13.75,238,10,0,1980-01-06T03:00:25
315964826,686759,29554,13.8125,244,10,0,1980-01-06T03:00:26
315964827,694117,30553,13.875,254,10,0,1980-01-06T03:00:27
315964828,684171,31535,13.9375,8,10,0,1980-01-06T03:00:28
315964829,726787,32603,14.0,18,10,0,1980-01-06T03:00:29
315964830,724866,33642,14.0,24,10,0,1980-01-06T03:00:30
315964831,716740,34575,14.0625,34,10,0,1980-01-06T03:00:31
315964832,714130,35580,14.125,44,10,0,1980-01-06T03:00:32
315964833,706748,36573,14.1875,50,10,0,1980-01-06T03:00:33
315964834,716759,37583,14.25,60,10,0,1980-01-06T03:00:34
315964835,716744,38641,14.3125,70,10,0,1980-01-06T03:00:35
315964836,706758,39563,14.375,76,10,0,1980-01-06T03:00:36
315964837,716442,40571,14.4375,86,10,0,1980-01-06T03:00:37
315964838,715054,41642,14.5,96,10,0,1980-01-06T03:00:38
315964839,713990,42565,14.5625,102,10,0,1980-01-06T03:00:39
315964840,743997,43593,14.625,112,10,0,1980-01-06T03:00:40
315964841,734038,44592,14.6875,122,10,0,1980-01-06T03:00:41
315964842,780116,45633,14.75,128,10,0,1980-01-06T03:00:42
315964843,777396,46709,14.75,138,10,0,1980-01-06T03:00:43
315964844,776752,47635,14.8125,148,10,0,1980-01-06T03:00:44
315964845,784413,48633,14.875,154,10,0,1980-01-06T03:00:45
315964846,776858,49633,14.9375,164,10,0,1980-01-06T03:00:46
315964847,786480,50634,15.0,174,10,0,1980-01-06T03:00:47
315964848,786739,51722,15.0625,184,10,0,1980-01-06T03:00:48
315964849,796826,52655,15.125,190,10,0,1980-01-06T03:00:49
315964850,800319,53660,15.1875,200,10,0,1980-01-06T03:00:50
315964851,835126,54664,15.25,210,10,0,1980-01-06T03:00:51
315964852,817284,55683,15.3125,216,10,0,1980-01-06T03:00:52
315964853,816759,56742,15.375,226,10,0,1980-01-06T03:00:53
