time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian
0,238033,233,nan,nan,2,10,2,1970-01-01T03:00:00
1,680261,1676,nan,nan,12,10,2,1970-01-01T03:00:01
3,153615,3149,nan,nan,28,10,2,1970-01-01T03:00:03
4,607483,4603,nan,nan,38,10,2,1970-01-01T03:00:04
315964803,353996,6063,nan,nan,48,10,2,1980-01-06T03:00:03
315964804,856094,7565,nan,nan,64,10,2,1980-01-06T03:00:04
315964806,284916,8994,nan,nan,74,10,2,1980-01-06T03:00:06
315964807,806147,10515,nan,nan,90,10,2,1980-01-06T03:00:07
315964809,263987,11973,nan,nan,100,10,2,1980-01-06T03:00:09
315964810,703889,13413,nan,nan,116,10,2,1980-01-06T03:00:10
315964812,227331,14936,nan,nan,126,10,2,1980-01-06T03:00:12
315964813,646624,16356,nan,nan,142,10,2,1980-01-06T03:00:13
315964815,114019,17823,nan,nan,152,10,2,1980-01-06T03:00:15
315964816,534002,19243,nan,nan,168,10,2,1980-01-06T03:00:16
315964817,996717,20706,nan,nan,178,10,2,1980-01-06T03:00:17
315964819,483994,22193,nan,nan,194,10,2,1980-01-06T03:00:19
315964820,943996,23653,nan,nan,204,10,2,1980-01-06T03:00:20
315964822,386624,25096,nan,nan,220,10,2,1980-01-06T03:00:22
315964824,834008,27543,nan,nan,236,10,2,1980-01-06T03:00:24
315964826,446096,29155,nan,nan,252,10,2,1980-01-06T03:00:26
315964827,893984,30603,nan,nan,6,10,2,1980-01-06T03:00:27
315964829,313994,32023,nan,nan,16,10,2,1980-01-06T03:00:29
315964830,886119,33595,nan,nan,32,10,2,1980-01-06T03:00:30
315964832,333993,35043,nan,nan,42,10,2,1980-01-06T03:00:32
315964833,803966,36513,nan,nan,58,10,2,1980-01-06T03:00:33
315964835,240000,37949,nan,nan,68,10,2,1980-01-06T03:00:35
315964836,664325,39373,nan,nan,84,10,2,1980-01-06T03:00:36
315964838,214126,40923,nan,nan,94,10,2,1980-01-06T03:00:38
315964839,683993,42393,nan,nan,110,10,2,1980-01-06T03:00:39
315964841,116624,43826,nan,nan,120,10,2,1980-01-06T03:00:41
315964842,573866,45283,nan,nan,136,10,2,1980-01-06T03:00:42
315964844,86623,46796,nan,nan,146,10,2,1980-01-06T03:00:44
315964845,583866,48293,nan,nan,162,10,2,1980-01-06T03:00:45
315964847,4243,49713,nan,nan,172,10,2,1980-01-06T03:00:47
315964848,444612,51154,nan,nan,182,10,2,1980-01-06T03:00:48
315964849,873871,52583,nan,nan,198,10,2,1980-01-06T03:00:49
315964851,376165,54085,nan,nan,208,10,2,1980-01-06T03:00:51
315964852,816616,55526,nan,nan,224,10,2,1980-01-06T03:00:52
315964854,263866,56973,nan,nan,240,10,2,1980-01-06T03:00:54
315964856,713980,59423,nan,nan,0,10,2,1980-01-06T03:00:56
315964858,244324,60953,nan,nan,10,10,2,1980-01-06T03:00:58
315964859,714330,62423,nan,nan,26,10,2,1980-01-06T03:00:59
315964861,163984,63873,nan,nan,36,10,2,1980-01-06T03:01:01
315964862,636306,65345,nan,nan,52,10,2,1980-01-06T03:01:02
315964864,93857,66803,nan,nan,62,10,2,1980-01-06T03:01:04
315964865,533862,68243,nan,nan,72,10,2,1980-01-06T03:01:05
315964866,947050,69656,nan,nan,88,10,2,1980-01-06T03:01:06
315964868,453979,71163,nan,nan,98,10,2,1980-01-06T03:01:08
315964869,924151,72633,nan,nan,114,10,2,1980-01-06T03:01:09
315964871,426644,74136,nan,nan,124,10,2,1980-01-06T03:01:11
315964872,863996,75573,nan,nan,140,10,2,1980-01-06T03:01:12
315964874,364404,77073,nan,nan,150,10,2,1980-01-06T03:01:14
315964875,843980,78553,nan,nan,166,10,2,1980-01-06T03:01:15
315964877,306679,80016,nan,nan,176,10,2,1980-01-06T03:01:17
315964878,746612,81456,nan,nan,192,10,2,1980-01-06T03:01:18
315964880,176834,82886,nan,nan,202,10,2,1980-01-06T03:01:20
315964881,594332,84303,nan,nan,212,10,2,1980-01-06T03:01:21
315964883,36299,85745,nan,nan,228,10,2,1980-01-06T03:01:23
315964884,474432,87183,nan,nan,238,10,2,1980-01-06T03:01:24
315964885,914015,88623,nan,nan,254,10,2,1980-01-06T03:01:25
315964887,353986,90063,nan,nan,8,10,2,1980-01-06T03:01:27
315964888,946123,91655,nan,nan,24,10,2,1980-01-06T03:01:28
315964890,373859,93083,nan,nan,34,10,2,1980-01-06T03:01:30
315964891,864007,94573,nan,nan,50,10,2,1980-01-06T03:01:31
315964893,366581,96075,nan,nan,60,10,2,1980-01-06T03:01:33
315964894,813866,97523,nan,nan,76,10,2,1980-01-06T03:01:34
315964896,266256,98975,nan,nan,86,10,2,1980-01-06T03:01:36
315964897,793874,100503,nan,nan,102,10,2,1980-01-06T03:01:37
315964899,254049,101963,nan,nan,112,10,2,1980-01-06T03:01:39
315964900,824302,103533,nan,nan,128,10,2,1980-01-06T03:01:40
315964902,273988,104983,nan,nan,138,10,2,1980-01-06T03:01:42
315964906,502582,106486,nan,nan,154,10,2,1980-01-06T03:01:46
315964907,942585,107926,nan,nan,164,10,2,1980-01-06T03:01:47
315964909,379848,109363,nan,nan,174,10,2,1980-01-06T03:01:49
315964910,862895,110846,nan,nan,190,10,2,1980-01-06T03:01:50
315964912,290755,112274,nan,nan,200,10,2,1980-01-06T03:01:52
315964913,722586,113706,nan,nan,216,10,2,1980-01-06T03:01:53
315964915,142668,115126,nan,nan,226,10,2,1980-01-06T03:01:55
315964916,639932,116623,nan,nan,242,10,2,1980-01-06T03:01:56
315964918,82769,118066,nan,nan,252,10,2,1980-01-06T03:01:58
315964919,589961,119573,nan,nan,12,10,2,1980-01-06T03:01:59
315964921,12606,120996,nan,nan,22,10,2,1980-01-06T03:02:01
315964922,490195,122473,nan,nan,38,10,2,1980-01-06T03:02:02
315964923,969936,123953,nan,nan,48,10,2,1980-01-06T03:02:03
315964925,432586,125416,nan,nan,58,10,2,1980-01-06T03:02:05
315964926,853327,126836,nan,nan,74,10,2,1980-01-06T03:02:06
315964928,289821,128273,nan,nan,84,10,2,1980-01-06T03:02:08
315964929,722091,129705,nan,nan,100,10,2,1980-01-06T03:02:09
315964931,172583,131156,nan,nan,110,10,2,1980-01-06T03:02:11
315964932,632578,132616,nan,nan,126,10,2,1980-01-06T03:02:12
315964934,89812,134073,nan,nan,136,10,2,1980-01-06T03:02:14
315964930,297173,135523,nan,nan,146,10,2,1980-01-06T03:02:10
315964931,757526,136983,nan,nan,162,10,2,1980-01-06T03:02:11
315964939,279806,138506,nan,nan,172,10,2,1980-01-06T03:02:19
315964940,747181,139973,nan,nan,188,10,2,1980-01-06T03:02:20
315964942,207042,141433,nan,nan,198,10,2,1980-01-06T03:02:22
315964943,667179,142893,nan,nan,214,10,2,1980-01-06T03:02:23
315964945,169791,144396,nan,nan,224,10,2,1980-01-06T03:02:25
315964946,650549,145876,nan,nan,240,10,2,1980-01-06T03:02:26
315964948,77166,147303,nan,nan,250,10,2,1980-01-06T03:02:28
315964949,557045,148783,nan,nan,10,10,2,1980-01-06T03:02:29
315964951,60040,150286,nan,nan,20,10,2,1980-01-06T03:02:31
315964952,507701,151733,nan,nan,36,10,2,1980-01-06T03:02:32
315964953,937513,153163,nan,nan,46,10,2,1980-01-06T03:02:33
315964955,417170,154643,nan,nan,62,10,2,1980-01-06T03:02:35
315964956,897640,156123,nan,nan,72,10,2,1980-01-06T03:02:36
315964958,377131,157603,nan,nan,82,10,2,1980-01-06T03:02:38
315964959,807260,159033,nan,nan,98,10,2,1980-01-06T03:02:39
315964961,279823,160506,nan,nan,108,10,2,1980-01-06T03:02:41
315964962,689798,161916,nan,nan,124,10,2,1980-01-06T03:02:42
315964964,139496,163365,nan,nan,134,10,2,1980-01-06T03:02:44
315964965,599807,164826,nan,nan,150,10,2,1980-01-06T03:02:45
315964967,99791,166326,nan,nan,160,10,2,1980-01-06T03:02:47
315964968,539908,167766,nan,nan,176,10,2,1980-01-06T03:02:48
315964969,977193,169203,nan,nan,186,10,2,1980-01-06T03:02:49
315964971,449065,170675,nan,nan,196,10,2,1980-01-06T03:02:51
0,238200,233,nan,nan,2,10,2,1970-01-01T03:00:00
1,687502,1683,nan,nan,12,10,2,1970-01-01T03:00:01
3,157613,3153,nan,nan,28,10,2,1970-01-01T03:00:03
4,627482,4623,nan,nan,38,10,2,1970-01-01T03:00:04
315964803,856006,6083,nan,nan,54,10,2,1980-01-06T03:00:03
315964805,360478,7587,nan,nan,64,10,2,1980-01-06T03:00:05
315964806,775982,9003,nan,nan,74,10,2,1980-01-06T03:00:06
315964808,308130,10535,nan,nan,90,10,2,1980-01-06T03:00:08
315964809,748641,11976,0.00457763671875,8.031999588012695,100,10,2,1980-01-06T03:00:09
315964811,178619,13406,0.0146484375,7.964000225067139,116,10,2,1980-01-06T03:00:11
315964812,728337,14955,0.0128173828125,7.960000038146973,126,10,2,1980-01-06T03:00:12
315964814,146325,16373,0.00823974609375,7.964000225067139,142,10,2,1980-01-06T03:00:14
315964815,578778,17806,0.00457763671875,8.031999588012695,152,10,2,1980-01-06T03:00:15
315964817,18664,19246,nan,nan,168,10,2,1980-01-06T03:00:17
315964818,465985,20693,0.00732421875,7.960000038146973,178,10,2,1980-01-06T03:00:18
315964819,885998,22113,0.00640869140625,7.964000225067139,188,10,2,1980-01-06T03:00:19
315964821,338609,23566,0.00457763671875,8.031999588012695,204,10,2,1980-01-06T03:00:21
315964822,766877,24994,0.00457763671875,8.03600025177002,214,10,2,1980-01-06T03:00:22
315964824,188995,26416,nan,nan,230,10,2,1980-01-06T03:00:24
315964825,808203,28035,0.0054931640625,7.9720001220703125,240,10,2,1980-01-06T03:00:25
315964827,238607,29466,0.00732421875,7.9720001220703125,0,10,2,1980-01-06T03:00:27
